,sample_size,kernel,weights,cor,res,time_outer,time_w,time_e
35,10,gaussian,"[ 0.46233816 -2.33579829  0.10689418 -2.01387269 -2.19458142  2.43327386
  5.23544647 -1.51516804  0.91419885  6.88241024]","[0.14821767 0.14045212 0.10972629 0.12069477 0.15956661 0.06016002
 0.07055246 0.030112   0.03401126 0.07577935]","[0.42589117 0.42977394 0.44513685 0.43965262 0.42021669 0.46991999
 0.46472377 0.484944   0.48299437 0.46211032]","[0.0156486  0.04687333 4.09521365 0.04732347 0.59593081 1.42806196
 0.03166699 0.06249785 0.06292939 0.03125334]","[0.         0.015625   2.75017524 0.04630327 0.05128217 0.62704492
 0.         0.01562095 0.04728436 0.01563716]","[0.0156486  0.         0.70496631 0.         0.01562905 0.66196942
 0.01914358 0.01562595 0.         0.01561618]"
36,10,gaussian,"[ 1.81819469 -2.79774607 -0.74144753  0.96539926 -5.25710433 -0.23944899
  0.63716759 -0.21370499  3.06111902  6.4347122 ]","[ 0.12652303  0.10849945  0.08119602  0.17497887  0.0848892   0.15404972
  0.08876423  0.1106397   0.10251542 -0.19687274]","[0.43673849 0.44575028 0.45940199 0.41251056 0.4575554  0.42297514
 0.45561788 0.44468015 0.44874229 0.59843637]","[0.01564956 0.03125763 0.04729652 0.04687214 0.04689503 0.03426385
 0.04689813 2.84048986 0.06252193 0.67496109]","[0.         0.         0.01564312 0.04687214 0.01562309 0.01863694
 0.         1.89148951 0.03124619 0.30670667]","[0.         0.01562858 0.02213931 0.         0.01564813 0.01562691
 0.01564622 0.39615655 0.01565194 0.3526082 ]"
37,10,gaussian,"[ 1.27986916 -2.30101149 -0.74699031 -0.86638353 -4.67886273  0.70282268
  3.96888749 -5.27424534  2.76392361  1.98808528]","[0.12539626 0.10687337 0.11043811 0.14852448 0.15330473 0.08740776
 0.04789923 0.08879868 0.14500484 0.25268386]","[0.43730187 0.44656331 0.44478094 0.42573776 0.42334763 0.45629612
 0.47605039 0.45560066 0.42749758 0.37365807]","[0.03124952 0.02366734 0.06089497 0.0312705  0.06250286 0.0271697
 0.03125048 0.04730773 4.51957345 0.14112306]","[0.01562333 0.         0.03125262 0.01564646 0.03124499 0.0156498
 0.01562023 0.04179168 3.54382181 0.06254005]","[0.         0.0080173  0.0156219  0.         0.01563168 0.01151991
 0.01563025 0.         0.44359255 0.07206011]"
38,10,gaussian,"[ 0.96946788 -1.99029601 -1.08380721  1.82895634 -5.69756487  1.35165897
  1.5985968  -3.97643373  3.77423947  1.92495003]","[0.12503062 0.1361804  0.11639222 0.1112784  0.16850641 0.09238992
 0.15805783 0.05693717 0.11558374 0.0860854 ]","[0.43748469 0.4319098  0.44180389 0.4443608  0.4157468  0.45380504
 0.42097108 0.47153142 0.44220813 0.4569573 ]","[0.03168011 0.03125167 3.28057313 0.06291509 0.07814693 0.04731011
 0.0629437  0.07855797 0.10982633 0.07856059]","[0.01251912 0.         1.92905045 0.03327131 0.03125477 0.01564884
 0.0473187  0.04690051 0.09420085 0.04731059]","[0.         0.01562715 0.82809687 0.01562285 0.         0.01151729
 0.015625   0.01663899 0.01562548 0.        ]"
39,10,gaussian,"[-0.40904656 -1.9186176  -0.19235026  2.18068678 -3.93781986  0.74583376
 -3.59257743  4.85763526  3.4490182   5.47050144]","[0.15780093 0.15121116 0.12311198 0.10765433 0.11063649 0.08342734
 0.09521354 0.14949124 0.13261252 0.05867952]","[0.42109954 0.42439442 0.43844401 0.44617283 0.44468176 0.45828633
 0.45239323 0.42525438 0.43369374 0.47066024]","[0.01562238 3.05383778 0.04688287 0.05892491 3.24839282 0.04687476
 0.02214384 0.0312705  0.06292939 0.04690051]","[0.01562238 2.04405808 0.01563501 0.         1.87245822 0.03125095
 0.00652003 0.         0.03476524 0.03125262]","[0.         0.4939363  0.01562238 0.01565385 0.92539382 0.01562381
 0.         0.01564956 0.         0.        ]"
40,10,gaussian,"[ 0.97520237  0.16499763 -1.0622728  -2.62570844  1.81570293  3.50913573
  3.24625361  2.63297723  2.61679094  2.37850114]","[0.16795157 0.11738069 0.14795513 0.18210989 0.06281633 0.07255912
 0.1976885  0.16232316 0.35783656 0.02046914]","[0.41602422 0.44130966 0.42602243 0.40894505 0.46859183 0.46372044
 0.40115575 0.41883842 0.32108172 0.48976543]","[0.03125405 2.94773436 0.0785501  0.04687333 0.04729676 0.05491185
 0.01565385 0.03124404 1.1930635  0.07054639]","[0.         1.86547923 0.         0.         0.03328323 0.03125024
 0.         0.01561785 0.83543134 0.03927064]","[0.         0.57256246 0.06292439 0.01562333 0.         0.
 0.         0.         0.19911289 0.03127575]"
41,10,gaussian,"[ 0.35555932 -2.90617245  0.53526631 -1.74695608  3.58751347  2.04223517
  3.20950208 -4.57592381  2.95969541  2.12995067]","[0.16856845 0.16270671 0.12267714 0.16410433 0.15369725 0.22831924
 0.15536375 0.04222421 0.13838468 0.07847144]","[0.41571577 0.41864665 0.43866143 0.41794783 0.42315138 0.38584038
 0.42231812 0.47888789 0.43080766 0.46076428]","[0.03169274 0.06249976 3.30790401 0.10986543 0.03125143 0.03166103
 4.94333434 0.0472815  0.03127289 0.04728961]","[0.         0.0312469  1.90803075 0.05492973 0.01562548 0.0140214
 3.63351345 0.03166008 0.03127289 0.02114296]","[0.         0.03125286 0.90815282 0.03124571 0.         0.01763964
 0.75449276 0.         0.         0.        ]"
42,10,gaussian,"[ 0.4652814  -1.16542781 -0.36025747 -1.03124821  0.42071683  0.5949915
  0.88088412  3.70362723  6.68719887 -2.00470934]","[ 0.18732097  0.09591806  0.1193481   0.10045306  0.09755917  0.13935427
  0.02931716  0.14033333  0.17211456 -0.10184343]","[0.40633952 0.45204097 0.44032595 0.44977347 0.45122041 0.43032287
 0.48534142 0.42983334 0.41394272 0.55092172]","[0.01562452 4.01656222 4.40903354 4.29876566 0.07858896 4.04791069
 0.23566532 0.04690123 0.06294227 0.12543869]","[0.01562452 2.75806856 2.88834977 2.69031048 0.02515745 2.79789901
 0.14107609 0.03127789 0.02364326 0.09217215]","[0.         0.81487799 0.81278419 0.98824859 0.01562786 0.62474227
 0.06493902 0.01562333 0.00802636 0.        ]"
43,10,gaussian,"[ 1.14004637 -2.30877257 -0.7862631   1.99663455  6.91900141 -0.45203891
  0.87680584 -0.71186411  2.48521688 -4.5249797 ]","[0.19759015 0.17847959 0.14750608 0.21138015 0.09904956 0.15126262
 0.14266788 0.15878837 0.03494141 0.12329319]","[0.40120492 0.4107602  0.42624696 0.39430993 0.45047522 0.42436869
 0.42866606 0.42060581 0.4825293  0.4383534 ]","[0.03166676 0.04690051 0.0941925  0.07855964 0.04687643 0.32988667
 0.04687452 0.06242108 0.10982871 0.07856154]","[0.         0.         0.06804872 0.04628348 0.03125334 0.03124571
 0.01562834 0.03114581 0.078583   0.06291366]","[0.         0.01565051 0.02614379 0.03227615 0.01562309 0.00901556
 0.01562047 0.01564932 0.01562166 0.01564789]"
44,10,gaussian,"[ 1.52241628 -4.09015382 -0.43052977 -0.52059417  4.28624553 -0.19226384
  3.3204958  -2.09983558  0.65452735 -2.33102562]","[0.13110152 0.17595174 0.16750569 0.06466427 0.14731953 0.15577578
 0.08832249 0.29389341 0.04830246 0.15144692]","[0.43444924 0.41202413 0.41624716 0.46766787 0.42634024 0.42211211
 0.45583875 0.3530533  0.47584877 0.42427654]","[1.13697982 0.04690266 0.15711784 2.5099535  0.04687929 4.26809359
 0.09419847 0.45477057 0.06252575 7.25522804]","[0.66360664 0.01560163 0.11283255 0.67202687 0.         2.81045008
 0.04626775 0.18183827 0.03127694 5.74493241]","[0.         0.01565647 0.015625   1.70136786 0.01562309 0.75674725
 0.03227854 0.2196238  0.01562428 0.87197471]"
45,10,gaussian,"[ 1.09673463 -2.52252266 -0.08390972 -0.55150577  4.80776978 -2.35322208
  0.75721588 -3.5562661   1.29949737 -6.56477928]","[ 0.16217194  0.18627211  0.19675282  0.15665824  0.05279989 -0.00104994
  0.15327759  0.13903356  0.02815132  0.10261234]","[0.41891403 0.40686395 0.40162359 0.42167088 0.47360005 0.50052497
 0.4233612  0.43048322 0.48592434 0.44869383]","[0.01565742 0.09420252 0.0655303  4.51907372 0.06249762 0.04630041
 0.04728913 0.07855988 0.06250143 6.21436572]","[0.01565742 0.01914811 0.03122282 2.84850955 0.04687071 0.01562858
 0.01562166 0.06292701 0.03125405 4.72413301]","[0.         0.0312562  0.01565266 0.95345068 0.01562691 0.01565075
 0.00702262 0.         0.01562023 0.74511194]"
46,10,gaussian,"[ 0.86927472  0.06158749 -1.56980629  2.60285399  2.4703994  -2.44138675
  0.58716219  1.41648774  4.37862279 -7.0149892 ]","[0.18580431 0.12888371 0.17999434 0.09079882 0.04205625 0.198428
 0.12427316 0.06447383 0.17244115 0.04297323]","[0.40709785 0.43555815 0.41000283 0.45460059 0.47897187 0.400786
 0.43786342 0.46776308 0.41377943 0.47851339]","[0.03127265 3.90735102 0.0635159  0.20404649 0.08164597 0.09067202
 0.06294322 0.0780499  0.09419823 0.03125691]","[0.         2.53028774 0.01562285 0.1254158  0.0191412  0.04690218
 0.02213407 0.0312531  0.06253505 0.        ]","[0.         0.7746563  0.01562762 0.0403223  0.01562572 0.01562738
 0.01565051 0.01565528 0.00951838 0.        ]"
47,10,gaussian,"[ 1.46773732 -3.13978446 -0.14511882  3.26516722  3.13152135 -0.38198237
 -6.60047148  4.34496038  2.38355269  0.68402327]","[0.18957731 0.1294251  0.13065157 0.08049178 0.06162369 0.12290615
 0.16157012 0.12503989 0.22110669 0.04620534]","[0.40521135 0.43528745 0.43467421 0.45975411 0.46918816 0.43854692
 0.41921494 0.43748006 0.38944665 0.47689733]","[0.01566291 0.61203599 4.01668119 0.06290555 0.59590816 0.07852006
 4.29913735 0.0781548  0.28416491 0.04731131]","[0.00000000e+00 1.67693377e-01 2.81540465e+00 1.01637840e-03
 2.66469717e-01 4.37486172e-02 2.95463538e+00 4.69028950e-02
 2.01510429e-01 3.22887897e-02]","[0.         0.01565146 0.54409432 0.03124857 0.29117012 0.01562643
 0.76279283 0.         0.06703329 0.        ]"
48,10,gaussian,"[ 1.35917096 -1.11491324 -0.89103515  5.83014438  4.12504137 -2.37624757
 -7.82764025  0.0244823  -0.22568155  2.34449396]","[ 0.17471974  0.12503622  0.10526226  0.17195306  0.1857159   0.08858564
  0.16879393  0.13243149  0.0343683  -0.07940669]","[0.41264013 0.43748189 0.44736887 0.41402347 0.40714205 0.45570718
 0.41560304 0.43378425 0.48281585 0.53970334]","[0.0156219  4.4332273  0.07815361 0.04733062 0.06291103 0.42366838
 0.06294155 0.06291437 0.03124905 0.09417748]","[0.         2.84080076 0.03125739 0.03067374 0.01562548 0.01562905
 0.05842447 0.06291437 0.03124905 0.07852912]","[0.0156219  0.9870069  0.0312705  0.         0.01562929 0.01562047
 0.         0.         0.         0.        ]"
49,10,gaussian,"[ 1.33906718 -0.99326117 -1.10228618  0.52742324  7.82889744 -0.68816064
  0.29245456 -1.33084504 -5.45732676  1.13065127]","[0.11838632 0.10451466 0.09058131 0.13577785 0.10002368 0.13247033
 0.04542481 0.23609729 0.08818419 0.28797158]","[0.44080684 0.44774267 0.45470935 0.43211108 0.44998816 0.43376484
 0.4772876  0.38195135 0.45590791 0.35601421]","[1.0356214  0.34506392 0.07855701 0.06294703 0.07856584 6.19711351
 0.03125262 0.32983923 0.0468924  0.25128531]","[0.55318856 0.04687858 0.04690242 0.04279661 0.02114391 4.77560711
 0.         0.24576259 0.03125548 0.15360212]","[0.         0.25541949 0.01603484 0.02015042 0.03125119 0.67551064
 0.01562643 0.01564813 0.01563692 0.05489016]"
50,10,gaussian,"[-0.14719709  2.75089881 -0.85792847 -3.94654761  5.15991418 -0.20478729
  2.57654346 -5.74288648 -2.22721122  0.01026631]","[ 0.14209474  0.10434998  0.10329984  0.04607905  0.01024968  0.03500494
  0.15144371  0.13840092  0.09498201 -0.03608807]","[0.42895263 0.44782501 0.44835008 0.47696048 0.49487516 0.48249753
 0.42427815 0.43079954 0.45250899 0.51804404]","[0.01562691 0.12542176 3.40450525 0.02366781 0.07855773 0.06249976
 0.03168654 0.03124714 0.06292987 0.17275929]","[0.         0.0160296  2.22344279 0.01564479 0.03124785 0.03125095
 0.02017283 0.01562333 0.03125882 0.11886263]","[0.         0.10939217 0.58135343 0.00802302 0.01562214 0.
 0.01151371 0.01562381 0.01602983 0.01562285]"
51,10,gaussian,"[ 0.72591684 -0.62653698 -1.2829036  -1.03629486  8.11363698  0.51293754
  3.51364881 -1.75635616 -4.14891591 -2.03840294]","[0.17962038 0.15117822 0.1417031  0.03571321 0.17150628 0.18035261
 0.06714721 0.07682318 0.01002207 0.10667334]","[0.41018981 0.42441089 0.42914845 0.4821434  0.41424686 0.4098237
 0.46642639 0.46158841 0.49498896 0.44666333]","[0.0312562  0.10980034 3.18478727 0.04731154 0.03125906 0.04728007
 0.08517075 0.1001873  0.06252503 3.76557851]","[0.         0.00301623 2.2290833  0.         0.01563573 0.01561427
 0.04689837 0.04028201 0.04689503 2.48402619]","[0.         0.07814431 0.39653158 0.01051712 0.01562333 0.
 0.01562643 0.01562405 0.         0.76816249]"
52,10,gaussian,"[-0.66564556 -4.22240811  0.86941737  1.97718587  1.23488492 -3.25699304
 -0.31622247 -2.81530194 -2.35880068  5.64812391]","[0.19168933 0.13497083 0.14772948 0.18322687 0.17575219 0.13095708
 0.20095168 0.07815562 0.07920146 0.03521749]","[0.40415534 0.43251459 0.42613526 0.40838657 0.4121239  0.43452146
 0.39952416 0.46092219 0.46039927 0.48239125]","[0.01562619 0.04678798 0.03125072 0.03166032 3.92238784 3.53004479
 0.04730272 0.03125    0.01603532 0.03126979]","[0.01562619 0.0155158  0.01562142 0.03166032 2.6429317  2.51666832
 0.03165674 0.01562738 0.         0.03126979]","[0.         0.01562333 0.01562929 0.         0.58465528 0.52637553
 0.         0.01562262 0.         0.        ]"
53,10,gaussian,"[ 1.08055522 -0.24514792 -1.0214891   3.93169227  5.21370249 -3.68329048
 -4.52066376 -2.64408629 -2.10375385  2.00287082]","[ 0.19994727  0.18720276  0.18313843  0.16770971  0.09428116  0.14650451
  0.06420476  0.15927616 -0.01555984  0.04504081]","[0.40002636 0.40639862 0.40843078 0.41614515 0.45285942 0.42674775
 0.46789762 0.42036192 0.50777992 0.4774796 ]","[0.015625   0.17276001 4.37779045 0.03125024 3.96638441 0.06293464
 0.04692316 6.7462182  0.13850641 0.07857394]","[1.56250000e-02 8.36811066e-02 2.87818766e+00 1.56238079e-02
 2.69750214e+00 4.51636314e-03 0.00000000e+00 5.37877488e+00
 1.15857124e-01 4.69031334e-02]","[0.         0.05331087 0.67995739 0.         0.6811533  0.01562929
 0.01562572 0.76403046 0.         0.01604748]"
54,10,gaussian,"[ 0.72442453  0.69131116 -1.33488283 -2.34525204  0.63679659 -1.61662372
  2.65938995  4.38943127 -3.78041322  6.38748135]","[0.19406474 0.10321774 0.23737386 0.12028273 0.20171488 0.06767295
 0.12328665 0.03625623 0.0206854  0.00730437]","[0.40296763 0.44839113 0.38131307 0.43985863 0.39914256 0.46616352
 0.43835668 0.48187189 0.4896573  0.49634781]","[0.40802693 4.69107223 0.04989338 3.13852024 0.34513521 0.06303024
 0.03124523 0.06297755 0.04687953 0.04731631]","[0.03124166 2.68404269 0.03124309 1.95223975 0.28923368 0.04291797
 0.         0.04537082 0.03125453 0.00801897]","[0.         1.4670527  0.01562715 0.70933151 0.02465034 0.0045228
 0.         0.01558495 0.015625   0.        ]"
55,10,gaussian,"[-1.36307171  0.06315578  0.33620567 -0.44229303  1.85529784 -1.305547
 -1.20401539 -1.0593339  -6.39985859  6.10473152]","[0.17202081 0.21122527 0.10026904 0.1768874  0.08212098 0.14076159
 0.15538116 0.09406484 0.07947581 0.0314239 ]","[0.41398959 0.39438736 0.44986548 0.4115563  0.45893951 0.42961921
 0.42230942 0.45296758 0.46026209 0.48428805]","[0.03124714 0.14148664 3.09196711 0.03124905 0.0629282  4.59775519
 2.90370631 0.04687214 0.03166914 0.03124642]","[0.         0.07403159 1.97969174 0.         0.03728199 3.57435131
 1.94199872 0.01562762 0.01602769 0.        ]","[0.         0.00201416 0.7027185  0.01562357 0.01562691 0.49880552
 0.47035408 0.01561928 0.         0.        ]"
56,10,gaussian,"[-2.16649544  1.44851333 -0.28436247  4.88678543 -3.39907628 -2.68973949
 -1.86333685  2.53952879 -1.68282522  1.75354066]","[0.07027632 0.20604784 0.11966921 0.10021603 0.03992817 0.19217078
 0.04112744 0.14831278 0.04994925 0.0544831 ]","[0.46486184 0.39697608 0.4401654  0.44989198 0.48003592 0.40391461
 0.47943628 0.42584361 0.47502537 0.47275845]","[0.73781729 0.04689908 0.03166723 0.03124857 0.04730988 0.31331277
 0.0533917  2.82503986 0.06250358 0.02266502]","[0.43213487 0.01564407 0.00702477 0.         0.01301718 0.01562452
 0.03124428 1.81645942 0.04687619 0.00701404]","[0.         0.01562929 0.         0.01563954 0.01562357 0.0312736
 0.01562762 0.61157703 0.01562738 0.01565099]"
57,10,gaussian,"[-0.72823989 -3.73685557  1.2095152   5.53174966  5.61291604  0.31100435
 -2.39988673  0.64032138 -3.07645852  2.67810558]","[0.15536585 0.14130113 0.10495572 0.16484756 0.02415205 0.13320977
 0.25174773 0.06538984 0.05916852 0.03453087]","[0.42231707 0.42934943 0.44752214 0.41757622 0.48792397 0.43339511
 0.37412614 0.46730508 0.47041574 0.48273457]","[0.015625   2.95022202 0.10983419 3.49978113 0.37676787 2.65165448
 1.08273387 0.03124571 0.02666593 0.03124523]","[0.         1.8489368  0.04731202 2.09551787 0.25995731 1.82898378
 0.84895468 0.0156157  0.01101255 0.01562572]","[0.         0.63758802 0.0468998  0.94585371 0.04687142 0.34116602
 0.06195402 0.01563001 0.01565337 0.01561952]"
58,10,gaussian,"[-1.61873089  0.18279532  0.13711955  4.36601556 -1.80233566 -2.08308885
 -0.53181984 -3.48218467 -4.25600884  5.68572683]","[1.07243850e-01 1.45679245e-01 5.14948333e-02 1.18603720e-01
 1.69012510e-01 6.83033476e-05 9.66887849e-02 7.91332580e-02
 1.06144403e-01 3.10323245e-02]","[0.44637808 0.42716038 0.47425258 0.44069814 0.41549374 0.49996585
 0.45165561 0.46043337 0.4469278  0.48448384]","[0.89456487 0.06295156 0.04728317 0.03124857 0.03125453 0.06251836
 0.03125286 0.02618766 5.31991863 0.07857084]","[0.55083299 0.         0.03165698 0.03124857 0.         0.03125501
 0.01562953 0.01053786 4.02967954 0.03124809]","[0.01565099 0.01603317 0.01562619 0.         0.         0.
 0.01562333 0.0156498  0.58969283 0.01914549]"
59,10,gaussian,"[-2.27437571  0.51729898  0.34406877  4.01281724 -1.76712813 -1.11056502
 -4.24456235 -5.68316683 -0.84568558  2.68715202]","[0.0907019  0.1005214  0.13614693 0.1103718  0.17351133 0.2112721
 0.05334588 0.14348074 0.05963339 0.03304633]","[0.45464905 0.4497393  0.43192654 0.4448141  0.41324434 0.39436395
 0.47332706 0.42825963 0.4701833  0.48347684]","[1.12934232 0.04732132 4.04792762 4.31037784 0.04689574 4.06406951
 0.04690218 0.04728746 0.03128099 0.03125072]","[0.66270638 0.01562595 2.92035532 2.91256738 0.         2.40054274
 0.01565146 0.03326869 0.01564717 0.01562524]","[0.01562786 0.01604795 0.59615183 0.7995398  0.03127432 1.20537472
 0.0156219  0.01401877 0.         0.        ]"
60,10,gaussian,"[-2.80959314  1.5318333   0.42729416 -1.91034681 -3.47334255  1.28631497
  2.39302244 -7.25612366 -1.05878569 -0.28476511]","[ 0.0826508   0.10426463  0.16757197  0.13522801  0.1177958   0.06702961
  0.11973197 -0.02929313  0.06659996 -0.29341744]","[0.4586746  0.44786768 0.41621401 0.43238599 0.4411021  0.46648519
 0.44013401 0.51464656 0.46670002 0.64670872]","[0.86280322 0.03167462 0.04690337 0.06291866 0.04689932 0.06293321
 0.06293917 0.06249237 0.01603651 0.204     ]","[0.52216911 0.00351501 0.01565194 0.03124762 0.         0.04689574
 0.04731774 0.0312438  0.01603651 0.13904381]","[0.         0.01563668 0.         0.         0.0156486  0.01603746
 0.01562142 0.01562428 0.         0.06495619]"
61,10,gaussian,"[-2.43279175  1.43298445  0.58115826 -0.69264387 -6.53997553 -0.25498081
  1.18022744 -5.49884632 -1.6788865   5.20586379]","[0.15809124 0.0978516  0.10725487 0.18485195 0.02389589 0.10468266
 0.01277558 0.1008382  0.20757354 0.01793472]","[0.42095438 0.4510742  0.44637257 0.40757402 0.48805205 0.44765867
 0.49361221 0.4495809  0.39621323 0.49103264]","[0.03125525 0.03170204 0.03125191 0.0160377  0.83112454 0.06304598
 0.09418821 0.04687977 5.38165998 0.04728389]","[0.03125525 0.         0.01562357 0.         0.46347857 0.04090428
 0.05941677 0.03125596 4.39260483 0.        ]","[0.         0.00803232 0.         0.         0.26731205 0.0221417
 0.01562786 0.         0.48956728 0.03426409]"
62,10,gaussian,"[-1.37963928  2.62537122 -0.66448118  3.37180545 -1.53537542 -1.1297644
 -3.62462099 -0.79202961 -5.88769344  3.97452047]","[ 0.1723551   0.09683646  0.11723694  0.13583433  0.13004236  0.12138932
  0.12334908  0.10351888 -0.01972051  0.14209597]","[0.41382245 0.45158177 0.44138153 0.43208283 0.43497882 0.43930534
 0.43832546 0.44824056 0.50986026 0.42895202]","[0.03124166 4.35068035 4.22074437 4.34548736 0.06293678 0.08014488
 0.08617043 0.07815218 0.08017039 6.33863831]","[0.         2.80310488 2.90817165 2.84536934 0.02714276 0.03125
 0.01564765 0.04689622 0.03327584 5.31949878]","[0.         1.04669547 0.74157286 0.81527758 0.02014422 0.01562595
 0.03927875 0.01563215 0.         0.42862511]"
63,10,gaussian,"[-2.15860464  1.65027476  1.28339308 -2.64738206  1.00097217 -1.01708235
  2.2092715  -6.42361249 -1.51051556  6.4277657 ]","[0.13933441 0.08676706 0.13018586 0.13690501 0.13313178 0.12862791
 0.08187902 0.11717846 0.02116829 0.13269754]","[0.43033279 0.45661647 0.43490707 0.43154749 0.43343411 0.43568604
 0.45906049 0.44141077 0.48941586 0.43365123]","[0.01562214 0.06292367 3.74769735 3.969769   0.06249762 0.0534327
 0.04680943 0.08464384 0.05642986 0.03166175]","[0.         0.01864552 2.43276787 2.75564742 0.03124547 0.00652647
 0.         0.03124404 0.02519989 0.01562095]","[0.         0.01562595 0.49671412 0.63990855 0.01562738 0.01565218
 0.         0.01562691 0.01560855 0.        ]"
64,10,gaussian,"[-1.94335837  1.36586402  0.27771791  2.46819111  6.49548866 -1.22203699
  1.69477773 -3.32112991 -0.99669517  5.4335003 ]","[ 0.12900214  0.09159263  0.15249067  0.13792257  0.18440842  0.12422466
  0.12959054  0.16332868 -0.03964788  0.09688425]","[0.43549893 0.45420368 0.42375467 0.43103871 0.40779579 0.43788767
 0.43520473 0.41833566 0.51982394 0.45155788]","[0.01562333 0.06294894 3.71832967 0.04728603 0.0625205  0.04728675
 0.04687858 0.04731297 0.09419823 5.20878887]","[0.         0.01565361 2.31369233 0.01603556 0.03126955 0.04728675
 0.0156219  0.01603913 0.0785594  4.14522004]","[0.         0.01562095 0.8065598  0.01562905 0.01562572 0.
 0.01562786 0.         0.         0.52638531]"
65,10,gaussian,"[-1.58986347 -1.13239102  1.46732368 -2.32319047  0.20680453  3.06593257
 -1.06755366 -0.08671993  4.42747692 -2.39802123]","[ 0.1366817   0.15173988  0.12795745  0.12698917  0.14816658  0.13707521
  0.08396376 -0.04511288  0.13460514  0.08031129]","[0.43165915 0.42413006 0.43602128 0.43650541 0.42591671 0.4314624
 0.45801812 0.52255644 0.43269743 0.45984435]","[0.03125429 0.06293726 0.04687142 0.04529405 0.03125072 0.04730201
 0.06293416 0.08263564 0.09418464 0.03125191]","[0.01563334 0.02016592 0.         0.0312736  0.03125072 0.01603055
 0.03166676 0.03576541 0.09418464 0.01562643]","[0.         0.02714348 0.         0.         0.         0.01564193
 0.         0.01562572 0.         0.        ]"
66,10,gaussian,"[-2.68861753  3.95052159  0.06702089 -3.1255701  -3.64096499  2.70888654
  2.93508592  2.35676215  1.84357726  1.00271517]","[0.16177608 0.0910274  0.12577275 0.15864538 0.19822311 0.09828141
 0.07168524 0.08447673 0.04675516 0.05831503]","[0.41911196 0.4544863  0.43711362 0.42067731 0.40088844 0.45085929
 0.46415738 0.45776163 0.47662242 0.47084249]","[0.01563263 3.56050944 0.06294489 0.03125119 0.03165531 0.03124785
 0.04731607 0.046875   0.04729867 0.07853436]","[0.         2.23901272 0.01565027 0.         0.         0.01562452
 0.03127456 0.0312531  0.04729867 0.07853436]","[0.         0.8808291  0.03064346 0.         0.00701714 0.01562333
 0.01604152 0.         0.         0.        ]"
67,10,gaussian,"[-1.5732793   0.23527593  0.5040903   0.21882053 -3.12143898  0.54961974
 -2.70611845  3.73043826  6.62994656  1.61655307]","[0.16782774 0.17105559 0.13619838 0.14549003 0.11947762 0.05851483
 0.10512871 0.03193931 0.05343104 0.06921812]","[0.41608613 0.41447221 0.43190081 0.42725499 0.44026119 0.47074259
 0.44743565 0.48403035 0.47328448 0.46539094]","[0.03124762 0.04679775 3.23219156 0.04730368 0.06252646 0.06293058
 0.04728913 0.03125119 0.06242895 0.04687738]","[0.01562667 0.         2.18764544 0.00302172 0.01564956 0.02813458
 0.00951958 0.01562214 0.04677677 0.03124928]","[0.         0.01562643 0.51069307 0.01563048 0.01562142 0.
 0.01562428 0.         0.         0.0156281 ]"
68,10,gaussian,"[-1.34533668 -2.47884651  0.90491636  0.56937951  4.20604975  2.39981406
 -2.71369532  0.14501952  2.02949271 -5.31740393]","[ 0.18727734  0.17140786  0.14274836  0.13277615  0.15575226  0.10375378
 -0.17701944  0.07602317  0.0300428   0.13265186]","[0.40636133 0.41429607 0.42862582 0.43361192 0.42212387 0.44812311
 0.58850972 0.46198841 0.4849786  0.43367407]","[0.01565051 0.07857251 0.07812238 4.51627421 3.98505139 0.1067028
 0.50171638 0.0468719  0.06294227 6.96637273]","[0.01565051 0.01604271 0.01562691 2.9602983  2.7357502  0.06890726
 0.38494015 0.01562285 0.04728842 5.25697255]","[0.         0.03124857 0.01562762 1.03329635 0.600281   0.01565146
 0.03125906 0.015625   0.01565385 0.93457723]"
69,10,gaussian,"[-1.27119436 -0.40497174  0.34324457  4.76143711  2.81524219 -0.09861267
 -3.76572936 -1.82733784  7.02038041 -1.7102839 ]","[0.15606488 0.1628822  0.14734845 0.12880408 0.16726886 0.16271925
 0.01850555 0.10203921 0.08375542 0.28698992]","[0.42196756 0.4185589  0.42632578 0.43559796 0.41636557 0.41864037
 0.49074722 0.44898039 0.45812229 0.35650504]","[0.015625   0.06292391 0.07856417 3.96939588 4.61410451 2.8789556
 0.06251979 0.04735661 0.03123641 0.26696849]","[0.         0.0226686  0.06191874 2.89531398 3.56863141 1.74160838
 0.01562405 0.01566195 0.01561522 0.18487072]","[0.         0.02463174 0.01562548 0.42439413 0.47348762 0.73291421
 0.01564336 0.0160377  0.01562119 0.06646538]"
70,10,gaussian,"[-0.57887772 -2.50892227 -0.60399155  0.14803267 -1.39913823  3.6561273
  3.47973273  3.2039209  -3.75124436 -0.41974569]","[0.14160226 0.15660383 0.10754967 0.15982512 0.14929799 0.11410281
 0.03379627 0.07156407 0.04649488 0.04959504]","[0.42919887 0.42169809 0.44622516 0.42008744 0.42535101 0.4429486
 0.48310186 0.46421796 0.47675256 0.47520248]","[0.1410563  0.03479958 2.88795042 2.87272358 4.77079082 4.3002975
 0.02865791 0.03124857 0.07856417 0.06306887]","[0.02514482 0.01915073 1.79539943 1.84771466 3.5874126  3.44653845
 0.         0.         0.05591536 0.0474875 ]","[0.         0.01564884 0.60047054 0.49294424 0.59880352 0.35310459
 0.02865791 0.         0.         0.        ]"
