,sample_size,kernel,weights,cor,res,time_outer,time_w,time_e
14,10,gaussian,"[ 0.85557013  1.15235457 -2.28310262 -0.70871449 -6.56721962 -0.56221369
 -0.82691411  1.55545099 -0.63732588 -3.81225969]","[ 0.17870203  0.13208027  0.19749989  0.07800293  0.05012543  0.09482294
  0.00938597 -0.08511672  0.03144967  0.06133483]","[0.41064898 0.43395986 0.40125005 0.46099854 0.47493729 0.45258853
 0.49530702 0.54255836 0.48427516 0.46933258]","[3.16655636e-02 1.47888226e+02 3.12778950e-02 3.82664204e-02
 3.34152865e+00 6.29060268e-02 4.68997955e-02 3.22673321e-02
 9.41896439e-02 1.55813694e-02]","[1.05206966e-02 1.40781623e+02 3.12778950e-02 1.56154633e-02
 3.42351913e-01 1.56245232e-02 1.56469345e-02 0.00000000e+00
 6.29341602e-02 0.00000000e+00]","[0.         2.42317176 0.         0.01563025 0.21347547 0.02113557
 0.01562357 0.01562572 0.0156281  0.        ]"
15,10,gaussian,"[-1.00730998  0.80568975 -1.26923696  3.90417091 -4.83805678  0.9269314
 -4.64179895 -0.31628248 -2.52788122  1.74855809]","[ 0.16119791  0.13758283  0.15002085  0.12473947  0.14535466  0.07919834
 -0.01018005  0.17673596  0.07892855  0.1710225 ]","[0.41940104 0.43120859 0.42498958 0.43763026 0.42732267 0.46040083
 0.50509003 0.41163202 0.46053573 0.41448875]","[4.42774296e-02 3.12747955e-02 2.17483387e+02 7.69203901e-01
 3.71861720e+00 5.03935814e-02 4.68990803e-02 2.22326781e+02
 3.16829681e-02 2.15851464e+02]","[1.56240463e-02 0.00000000e+00 2.08957739e+02 7.26427794e-01
 2.83577204e-01 3.47638130e-02 3.12469006e-02 2.12990180e+02
 1.25145912e-02 2.06775029e+02]","[0.         0.0156498  3.46673703 0.01152301 0.10931802 0.
 0.01565218 3.89583874 0.0156486  3.28444529]"
16,10,gaussian,"[ 0.31288338 -0.83471716 -1.3504324  -0.09400989 -0.3160989   2.52857079
 -2.70309168 -1.45262012 -3.64093317 -6.39368766]","[ 0.13793591  0.13237591  0.1321306   0.15361353  0.16024046  0.07084645
  0.08502525 -0.00456155  0.05463812  0.05549624]","[0.43103204 0.43381205 0.4339347  0.42319324 0.41987977 0.46457678
 0.45748737 0.50228077 0.47268094 0.47225188]","[1.56295300e-02 2.15824971e+02 8.16516876e-02 5.94344139e-02
 2.34299373e+02 3.20561218e+00 5.74266911e-02 4.72948551e-02
 4.68904972e-02 1.57122850e-01]","[0.00000000e+00 2.07555234e+02 4.68759537e-02 2.81491280e-02
 2.24797131e+02 2.39368200e-01 2.61435509e-02 4.72948551e-02
 3.12659740e-02 1.41497374e-01]","[0.         3.25275278 0.01914811 0.01566029 3.85301828 0.17546821
 0.01565194 0.         0.01562452 0.01562548]"
17,10,gaussian,"[ 1.10610549  0.30603913 -2.31877381 -0.36411721 -1.01322443  2.12309906
  0.65519047 -0.69863344 -3.26515383 -6.76547195]","[0.07970432 0.12640653 0.13531456 0.15151206 0.15491481 0.02621204
 0.02210669 0.02352097 0.13671375 0.06073033]","[0.46014784 0.43679674 0.43234272 0.42424397 0.4225426  0.48689398
 0.48894666 0.48823951 0.43164313 0.46963484]","[8.73881078e+00 1.98889292e+02 2.06851797e+02 3.12223434e-02
 6.29506111e-02 6.24971390e-02 3.06646824e-02 4.68788147e-02
 6.29384518e-02 6.29382133e-02]","[5.51471615e+00 1.90564334e+02 1.96184180e+02 0.00000000e+00
 1.56207085e-02 3.12452316e-02 1.56500340e-02 1.56245232e-02
 1.60391331e-02 4.69014645e-02]","[0.06557822 3.23413634 5.54844475 0.01563525 0.01605392 0.03125191
 0.01501465 0.03125429 0.01565289 0.01302052]"
18,10,gaussian,"[ 0.76412017 -0.39725841 -2.26929659  7.30645102 -1.48352724  0.02810392
 -3.59263531  1.38968132 -2.06510101 -2.31007133]","[ 0.06735698  0.13322585  0.14454268  0.12536277  0.12285802  0.06291485
  0.02741697 -0.01992624  0.08563931  0.14119312]","[0.46632151 0.43338708 0.42772866 0.43731862 0.43857099 0.46854257
 0.48629152 0.50996312 0.45718035 0.42940344]","[12.75592566  0.04731584  0.06239557  0.09416819  0.06252623  4.83980036
  0.06253004  0.06293273  0.04687619  2.17708755]","[8.60251498 0.         0.01562381 0.01562119 0.06252623 3.72960281
 0.04690242 0.03124332 0.03125978 1.55490017]","[0.01562428 0.02514505 0.01562524 0.01562595 0.         0.96475911
 0.01562762 0.01603985 0.01561642 0.54398131]"
19,10,gaussian,"[ 0.26688356  1.25740542 -2.16320485  0.6570993   3.77127632  1.07511289
  1.0324447   0.16839556 -5.23127621 -2.1411241 ]","[0.06257912 0.1739994  0.17566234 0.0623694  0.03620394 0.07688327
 0.07624767 0.13616604 0.04189603 0.02945088]","[0.46871044 0.4130003  0.41216883 0.4688153  0.48189803 0.46155837
 0.46187617 0.43191698 0.47905199 0.48527456]","[1.19121025e+01 2.14481871e+02 2.26230033e+02 2.54181314e+00
 4.68063354e-02 6.24997616e-02 3.04441619e+00 2.18699017e+02
 2.62072086e-02 4.68709469e-02]","[8.07077146e+00 2.06391135e+02 2.17300304e+02 2.17073584e+00
 0.00000000e+00 3.12552452e-02 2.49895930e+00 2.10102282e+02
 1.05590820e-02 4.68709469e-02]","[0.01560187 3.50704241 3.39480686 0.32417727 0.         0.01562428
 0.44073009 3.18675208 0.01564813 0.        ]"
20,10,gaussian,"[-0.2716862   1.90533088 -0.94880676 -3.30649068  2.43430084  3.58211002
  1.3304408   0.40829939 -5.1579204   0.81216705]","[ 0.13520308  0.11623164  0.10376742  0.15022566  0.05157267  0.17599587
  0.05043714  0.11110866  0.060956   -0.02838575]","[0.43239846 0.44188418 0.44811629 0.42488717 0.47421366 0.41200206
 0.47478143 0.44444567 0.469522   0.51419288]","[1.56509876e-02 2.06340495e+02 5.04188538e-02 4.99265194e-02
 9.41987038e-02 2.09508121e+02 3.77898216e-02 4.67703342e-02
 4.69009876e-02 3.77693176e-02]","[0.00000000e+00 1.97869462e+02 3.52096558e-03 1.56610012e-02
 5.59034348e-02 2.00844526e+02 0.00000000e+00 1.56311989e-02
 3.12743187e-02 0.00000000e+00]","[0.         3.62299514 0.         0.         0.         3.83624387
 0.01565051 0.         0.         0.        ]"
21,10,gaussian,"[-0.53239287  2.41727612 -1.53626698 -2.1106921   2.9596714   2.24099834
  2.2265634  -0.73752261 -5.38930078 -3.76000597]","[0.15023028 0.13113168 0.10657272 0.13944595 0.03645877 0.15326911
 0.04639498 0.08340395 0.12902943 0.01322652]","[0.42488486 0.43443416 0.44671364 0.43027702 0.48177061 0.42336545
 0.47680251 0.45829803 0.43548529 0.49338674]","[3.12716961e-02 1.27041531e+00 7.85474777e-02 2.32843842e+02
 3.01671028e-02 4.69141006e-02 3.97980213e-02 4.68716621e-02
 2.21230747e+02 4.68711853e-02]","[0.00000000e+00 6.97473288e-01 3.32725048e-02 2.24824874e+02
 0.00000000e+00 3.12812328e-02 2.41682529e-02 1.56638622e-02
 2.12596401e+02 3.12471390e-02]","[0.01565862 0.48774433 0.01562715 2.88153267 0.         0.01563287
 0.01562977 0.         3.5436523  0.        ]"
22,10,gaussian,"[-0.81090849  0.71894812 -0.52372506 -0.628995    7.58192202 -1.1299311
  1.48464831 -1.30208272 -4.65936344  0.79689062]","[0.17280457 0.09098978 0.09284744 0.08101499 0.16123605 0.04662067
 0.11550061 0.17969467 0.06941271 0.09685573]","[0.41359772 0.45450511 0.45357628 0.45949251 0.41938197 0.47668967
 0.4422497  0.41015266 0.46529364 0.45157214]","[2.96638012e-02 2.03512576e+02 6.29110336e-02 4.68950272e-02
 4.14657497e+00 2.97572756e+00 4.73234653e-02 6.25083447e-02
 4.30843830e-02 9.41910744e-02]","[0.00000000e+00 1.95167118e+02 3.12457085e-02 3.12764645e-02
 3.78201723e-01 2.55251932e+00 1.56469345e-02 1.56698227e-02
 2.46188641e-02 6.24966621e-02]","[0.         3.07408166 0.         0.01561856 0.06941867 0.31383705
 0.01604509 0.03121424 0.00599194 0.01816821]"
23,10,gaussian,"[ 0.51605172  0.72166499 -1.99549221  3.73401957  5.66874472 -1.52810677
 -1.68847078  2.89013682 -3.56864983 -4.17418605]","[0.17060478 0.10595695 0.1098781  0.1728253  0.07644444 0.07213078
 0.18571747 0.13006329 0.11491416 0.04178591]","[0.41469761 0.44702153 0.44506095 0.41358735 0.46177778 0.46393461
 0.40714127 0.43496835 0.44254292 0.47910704]","[2.84771919e-02 1.82299614e-02 2.25265725e+02 4.68766689e-02
 6.29265308e-02 4.68800068e-02 4.72946167e-02 4.68678474e-02
 2.19609782e+02 4.73129749e-02]","[0.00000000e+00 2.00080872e-03 2.16002158e+02 1.56252384e-02
 1.56428814e-02 3.12619209e-02 1.56204700e-02 1.56235695e-02
 2.10578445e+02 1.56214237e-02]","[0.         0.01222444 3.89212775 0.         0.01558256 0.01561809
 0.01603031 0.01562095 3.86811352 0.03169155]"
24,10,gaussian,"[ 0.47143046  0.73113312 -1.97973333  2.68951365  2.9638436   0.86793527
 -4.41452374  4.66597219 -4.29550168 -5.50072532]","[0.18228765 0.14650079 0.14509478 0.07968661 0.19793338 0.14667997
 0.12333863 0.1041476  0.06677158 0.05061212]","[0.40885617 0.42674961 0.42745261 0.4601567  0.40103331 0.42666002
 0.43833069 0.4479262  0.46661421 0.47469394]","[3.12507153e-02 2.15199796e+02 3.13141346e-02 3.12554836e-02
 2.25823241e+02 5.44345379e-02 2.09686756e-02 4.68790531e-02
 4.68020439e-02 5.33916950e-02]","[0.00000000e+00 2.06165343e+02 1.56469345e-02 0.00000000e+00
 2.17389016e+02 2.31359005e-02 5.34605980e-03 3.12459469e-02
 3.11768055e-02 3.12490463e-02]","[0.         3.40621734 0.         0.01562667 3.60312295 0.
 0.         0.         0.         0.02214265]"
25,10,gaussian,"[-1.29079272  0.45488694 -0.95468823  3.46313104  3.3362981  -1.42021921
 -3.14777512  4.21574014 -4.87416023 -3.63819545]","[0.17459412 0.07969144 0.16337725 0.10039284 0.02313507 0.04592066
 0.13272281 0.16180877 0.09867011 0.02961809]","[0.41270294 0.46015428 0.41831138 0.44980358 0.48843247 0.47703967
 0.4336386  0.41909561 0.45066494 0.48519096]","[3.12767029e-02 2.10897861e+02 4.68981266e-02 2.25203523e+02
 9.74853015e+00 6.29153252e-02 2.22058057e+02 4.02913094e-02
 9.41910744e-02 4.72755432e-02]","[1.56240463e-02 2.02105604e+02 0.00000000e+00 2.15981043e+02
 7.92069507e+00 4.72896099e-02 2.13496849e+02 2.46417522e-02
 9.11712646e-02 3.47604752e-02]","[0.         3.50643277 0.01565123 3.62053275 1.67919135 0.01562572
 3.16948605 0.01564956 0.         0.01251507]"
26,10,gaussian,"[-0.47151126 -0.36338354 -0.86684664  3.61213893  3.39192184 -0.58269307
 -5.51250242  5.69310644 -4.44333812 -3.41739036]","[0.17030151 0.09486515 0.07461495 0.15977448 0.17513259 0.15558645
 0.08148099 0.05460853 0.08131248 0.00029502]","[0.41484924 0.45256742 0.46269253 0.42011276 0.4124337  0.42220678
 0.4592595  0.47269573 0.45934376 0.49985249]","[0.03125    0.04730868 1.56910181 0.03124666 3.13756585 0.02717471
 2.13429713 0.07856584 0.03326869 0.10822177]","[0.01565957 0.         0.97360301 0.         0.29819846 0.
 1.66425872 0.03167033 0.01561475 0.0845654 ]","[0.         0.02514482 0.51737428 0.01562357 0.01561952 0.
 0.44884419 0.03126812 0.         0.01562357]"
27,10,gaussian,"[-0.08567212  1.07429013 -0.97959528  2.34385038  7.72813861 -2.20823666
 -3.72800247  3.3063337  -2.99988155 -2.1248626 ]","[0.17500237 0.19960725 0.17396994 0.07231637 0.22138734 0.07403549
 0.10834259 0.10863424 0.06601953 0.11528095]","[0.41249882 0.40019638 0.41301503 0.46384181 0.38930633 0.46298226
 0.4458287  0.44568288 0.46699023 0.44235952]","[1.56466961e-02 4.72846031e-02 4.68962193e-02 5.13958931e-02
 2.31179237e-01 3.12092304e-02 4.02991772e-02 3.12523842e-02
 6.29394054e-02 2.01944543e+02]","[0.00000000e+00 2.96449661e-02 1.56264305e-02 0.00000000e+00
 1.84286356e-01 0.00000000e+00 9.01937485e-03 1.56290531e-02
 4.69000340e-02 1.93462796e+02]","[0.         0.01562309 0.         0.         0.04689288 0.0155766
 0.01565456 0.01562333 0.01302075 3.33086848]"
28,10,gaussian,"[-0.53620796  1.99472738 -0.934694   -1.72000153  8.72659089  0.36800353
  2.67208976 -0.6732123  -2.47981216 -2.72019386]","[0.2003979  0.12054787 0.17947272 0.17735396 0.08755219 0.1366443
 0.08668241 0.05937474 0.06160122 0.04890876]","[0.39980105 0.43972606 0.41026364 0.41132302 0.45622391 0.43167785
 0.4566588  0.47031263 0.46919939 0.47554562]","[1.56488419e-02 1.94120662e+02 3.16729546e-02 5.25861692e+00
 4.68742847e-02 4.73237038e-02 4.68842983e-02 4.72881794e-02
 3.12478542e-02 3.16886902e-02]","[1.56488419e-02 1.86006092e+02 0.00000000e+00 3.91968536e+00
 1.56226158e-02 1.60434246e-02 1.56250000e-02 3.16443443e-02
 3.12478542e-02 9.02056694e-03]","[0.         3.04888439 0.03167295 1.26691198 0.         0.
 0.         0.01564384 0.         0.00702262]"
29,10,gaussian,"[-0.23035733  2.13903306 -0.78554042 -2.09331519  2.72541938 -0.50695046
  0.32397068  8.06807379 -1.29257343  0.69811736]","[ 0.1943008   0.17950442  0.16006052  0.21543696  0.12424142  0.0691396
  0.06515372 -0.00779323  0.15191105 -0.00304107]","[0.4028496  0.41024779 0.41996974 0.39228152 0.43787929 0.4654302
 0.46742314 0.50389661 0.42404447 0.50152053]","[1.56273842e-02 7.85551071e-02 3.57735133e+00 4.68976498e-02
 2.38571704e+02 4.72934246e-02 4.69071865e-02 4.72853184e-02
 4.36336470e+00 1.09705210e-01]","[0.00000000e+00 3.12590599e-02 5.61405897e-01 3.12678814e-02
 2.29285009e+02 3.16667557e-02 1.56536102e-02 4.72853184e-02
 3.79606938e+00 1.09705210e-01]","[0.         0.01562595 0.09416389 0.         3.52097321 0.01562667
 0.01562786 0.         0.52034998 0.        ]"
30,10,gaussian,"[-0.46294861 -0.2147476  -0.93823571 -0.18465063  1.56092211 -0.87303382
  6.41885024  2.17674479 -2.12352219  1.44456783]","[0.18289256 0.19708597 0.13674728 0.12079649 0.15529754 0.05746403
 0.07387798 0.12993354 0.09379622 0.10915247]","[0.40855372 0.40145702 0.43162636 0.43960175 0.42235123 0.47126798
 0.46306101 0.43503323 0.45310189 0.44542377]","[3.27911568e+00 4.68924046e-02 4.72905636e-02 4.68974113e-02
 6.29270077e-02 6.23977184e-02 6.25240803e-02 2.15739692e+02
 2.46652140e+02 7.85558224e-02]","[3.46467495e-01 0.00000000e+00 1.60388947e-02 0.00000000e+00
 3.12514305e-02 3.12507153e-02 3.12740803e-02 2.06855711e+02
 2.36806000e+02 7.85558224e-02]","[0.07754254 0.03130794 0.         0.         0.01603317 0.
 0.         3.64536738 4.10970879 0.        ]"
