,sample_size,kernel,weights,cor,res,time_outer,time_w,time_e
36,10,gaussian,"[ 1.49345861 -2.57585184 -0.22888089 -5.02543009 -4.41258553  1.79094438
  5.46304128 -1.22174129  2.23659953  2.03613094]","[0.12652303 0.10849945 0.08095555 0.16906964 0.11921319 0.18745905
 0.12493396 0.12013912 0.01877019 0.04579272]","[0.43673849 0.44575028 0.45952223 0.41546518 0.44039341 0.40627048
 0.43753302 0.43993044 0.4906149  0.47710364]","[0.03165889 0.03127289 0.04728913 0.04688454 0.03165936 0.04687858
 0.03677106 0.0312748  0.04687023 0.03127933]","[0.00301647 0.         0.03166556 0.0312531  0.03064084 0.03125191
 0.         0.         0.03124404 0.        ]","[0.         0.01564741 0.01562357 0.01563144 0.         0.01562667
 0.         0.01564837 0.         0.01564574]"
37,10,gaussian,"[ 1.27537018 -2.27579104 -0.75002498 -0.88325841 -4.71683537  0.70502483
  3.96883058 -5.27798386  2.78384398  1.9847243 ]","[0.12539626 0.10687337 0.11045275 0.14849585 0.15325031 0.08745598
 0.0478759  0.08854162 0.15052213 0.21680143]","[0.43730187 0.44656331 0.44477362 0.42575208 0.42337485 0.45627201
 0.47606205 0.45572919 0.42473893 0.39159928]","[0.01562667 0.03164864 0.04688096 0.03164697 0.03124928 0.03165841
 0.04689455 0.04729676 0.36069846 0.06252193]","[0.         0.         0.015625   0.0160315  0.         0.00201583
 0.01562452 0.01604128 0.07150865 0.01562166]","[0.         0.01763463 0.01562452 0.         0.01562572 0.01562285
 0.         0.         0.25692606 0.03127599]"
38,10,gaussian,"[ 1.68683101 -3.38251378 -0.35243649 -0.92078247 -4.14289955  0.90387818
  1.37518475 -1.73522445  5.06360491 -1.37955149]","[0.12503062 0.1361804  0.06719128 0.10324034 0.18706296 0.0644191
 0.08673017 0.1001097  0.05288702 0.33442376]","[0.43748469 0.4319098  0.46640436 0.44837983 0.40646852 0.46779045
 0.45663491 0.44994515 0.47355649 0.33278812]","[0.03166962 0.03125072 0.14098978 0.04687047 0.04734302 0.06291628
 0.07815194 0.02867103 0.0629108  0.23530865]","[0.00352073 0.         0.06251073 0.03124619 0.02219725 0.01252222
 0.01564932 0.         0.02464175 0.03128529]","[0.         0.01562572 0.02216697 0.01562428 0.01562142 0.01561809
 0.         0.01302004 0.01562285 0.14106965]"
39,10,gaussian,"[-0.29793319 -3.98613865  0.29212966 -1.55111415  1.40514931  1.10919337
  3.77165857  0.10572197  2.66114704 -3.65808692]","[ 0.15780093  0.09676627  0.0990965   0.12172282  0.20907487  0.10007621
  0.07806745  0.24485497  0.11658137 -0.00293893]","[0.42109954 0.45161686 0.45045175 0.43913859 0.39546257 0.4499619
 0.46096627 0.37757251 0.44170932 0.50146947]","[0.03124928 0.09377217 0.04529667 0.09420991 0.06292343 0.03124738
 0.03165579 0.03127503 0.01561975 0.03166771]","[0.         0.04687214 0.01562834 0.03927851 0.01763916 0.
 0.         0.         0.01561975 0.        ]","[0.         0.01564789 0.         0.         0.01562572 0.
 0.01562595 0.0156517  0.         0.        ]"
40,10,gaussian,"[ 7.29649214e-01  4.47386383e-03 -2.80500695e-01 -5.53577733e+00
  9.89671788e-01 -2.80326548e+00  6.32271593e+00 -1.95332996e+00
  5.88726562e-01  5.84221724e+00]","[ 0.16795157  0.18403699  0.12503409  0.10737498 -0.03085476  0.09533404
  0.13303312  0.11537422  0.08933011  0.03567804]","[0.41602422 0.4079815  0.43748296 0.44631251 0.51542738 0.45233298
 0.43348344 0.44231289 0.45533495 0.48216098]","[0.03124309 0.28255749 0.07855034 0.04689741 0.07855058 0.04687357
 0.04689932 0.03776908 0.09066367 0.0312674 ]","[0.01562309 0.01562452 0.03124762 0.03127027 0.         0.01562524
 0.03124833 0.00652313 0.         0.        ]","[0.         0.20441127 0.04377604 0.         0.02514386 0.01562428
 0.01565099 0.         0.0156486  0.01564598]"
41,10,gaussian,"[ 0.19108721 -2.19549159  0.30834582 -0.12317888  6.79180342  3.68811226
 -1.17693983 -2.05351685 -0.34007212  1.21928904]","[0.16856845 0.16714786 0.14076457 0.09923026 0.08025345 0.20208909
 0.11034673 0.11847274 0.15549503 0.15773668]","[0.41571577 0.41642607 0.42961772 0.45038487 0.45987327 0.39895545
 0.44482664 0.44076363 0.42225248 0.42113166]","[0.03122759 0.04731154 0.10982013 0.06294847 0.0312469  0.04732966
 0.04687524 0.01603413 0.03124785 0.28256059]","[0.0156014  0.01301622 0.01564908 0.03169489 0.01562428 0.01563263
 0.01562905 0.0045166  0.         0.06251788]","[0.         0.00302219 0.05589795 0.01562595 0.01562262 0.
 0.015625   0.01151752 0.01562333 0.17315459]"
42,10,gaussian,"[ 0.45042801 -4.09868529  0.03051106  0.31910647  3.4070931  -2.41994197
  4.07344644 -2.57765109  1.56751195 -1.15797579]","[0.18732097 0.1324442  0.09964278 0.12980534 0.13651057 0.07868086
 0.08675575 0.15057415 0.12658632 0.10954072]","[0.40633952 0.4337779  0.45017861 0.43509733 0.43174472 0.46065957
 0.45662212 0.42471293 0.43670684 0.44522964]","[0.01562262 0.07857084 0.07855463 0.04728794 0.06249762 0.05591989
 0.0472858  0.04689837 0.0312469  0.04731584]","[0.         0.04276776 0.00552058 0.01562285 0.03124499 0.01562977
 0.01863432 0.03125477 0.01562381 0.        ]","[0.         0.01563239 0.07303405 0.         0.         0.00901818
 0.01562452 0.0156436  0.01562309 0.0191474 ]"
43,10,gaussian,"[ 1.76883536 -3.68911818 -0.18606723  2.5280022   6.70594933 -2.16468066
 -1.53720589 -0.59832762  2.07819549 -1.35339527]","[0.19759015 0.17847959 0.14587096 0.1677337  0.19677365 0.11611555
 0.1270969  0.10253794 0.10907231 0.02063561]","[0.40120492 0.4107602  0.42706452 0.41613315 0.40161317 0.44194222
 0.43645155 0.44873103 0.44546384 0.4896822 ]","[0.01562619 0.03166223 0.03125238 0.4547472  0.03124785 0.25130963
 0.03125072 0.04728818 0.03125119 0.04728842]","[0.01562619 0.02513838 0.         0.03826165 0.01562715 0.04834604
 0.         0.02964711 0.01562572 0.0156219 ]","[0.         0.         0.01562524 0.34106803 0.01562071 0.17230368
 0.01562405 0.01764107 0.01562548 0.01563025]"
44,10,gaussian,"[ 1.11920083 -0.6754493  -1.12867195  1.34533126  8.3855657  -1.96124781
  1.49990496  0.26909031  1.79349493 -1.0201456 ]","[ 0.13110147  0.17595173  0.18288526  0.16791472  0.13590008  0.16428673
  0.10910647  0.09689838  0.04991237 -0.02152831]","[0.43444926 0.41202413 0.40855737 0.41604264 0.43204996 0.41785663
 0.44544676 0.45155081 0.47504381 0.51076415]","[0.06249452 0.04730225 0.28254747 0.06252122 0.0473094  0.12542677
 0.06293321 0.06249475 0.02216029 0.03124642]","[0.01561618 0.01401639 0.01562095 0.03129768 0.         0.06251931
 0.01562214 0.         0.00651526 0.        ]","[0.         0.         0.19788122 0.0155952  0.01603627 0.04728055
 0.03165698 0.         0.         0.        ]"
45,10,gaussian,"[ 1.68500881 -4.5154736  -0.98513186  6.37935586 -0.08907496 -0.89216277
 -3.03297501  1.11606305  1.95553248 -0.13293919]","[0.16217194 0.18515305 0.15063705 0.20839134 0.16393846 0.10657083
 0.21141757 0.02092475 0.07913342 0.08405109]","[0.41891403 0.40742348 0.42468148 0.39580433 0.41803077 0.44671458
 0.39429121 0.48953763 0.46043329 0.45797446]","[0.01552057 0.04690289 0.3450737  0.32083988 0.04686761 0.06293035
 0.03124619 0.03166008 0.03127122 0.01562262]","[0.         0.         0.03776312 0.04689479 0.         0.06091237
 0.         0.00801754 0.03127122 0.        ]","[0.         0.0312705  0.26040363 0.25127149 0.01562858 0.
 0.         0.01562476 0.         0.01562262]"
46,10,gaussian,"[ 1.44016623  0.13536729 -1.31711323  3.2035078   1.37976367 -2.88425968
 -4.72646745 -1.30027654  3.38141782 -6.29489513]","[0.18580431 0.15382995 0.14126124 0.13909726 0.10919003 0.14573508
 0.07709556 0.11994272 0.14463497 0.03687781]","[0.40709785 0.42308502 0.42936938 0.43045137 0.44540499 0.42713246
 0.46145222 0.44002864 0.42768251 0.4815611 ]","[0.01765919 0.345052   0.37671757 0.07803416 0.03776693 0.0720489
 0.01602769 0.01561904 0.0156343  0.04727435]","[0.00201535 0.04689765 0.02266431 0.03127003 0.         0.01562119
 0.00351167 0.         0.         0.0442555 ]","[0.         0.27800608 0.30716181 0.04676414 0.01561856 0.
 0.01251602 0.         0.0156343  0.        ]"
47,10,gaussian,"[ 0.93083317 -2.08032697 -0.25174628  2.81933803  0.19625544 -0.48270465
 -3.62952296 -1.53369251  6.80634205 -3.66143437]","[0.18957731 0.14032367 0.13990251 0.07420555 0.11315239 0.16064845
 0.13875577 0.17943211 0.09383934 0.03870911]","[0.40521135 0.42983816 0.43004874 0.46289722 0.44342381 0.41967578
 0.43062211 0.41028394 0.45308033 0.48064545]","[0.         0.07855868 0.04688287 0.04728937 0.04687548 0.32983303
 0.06251693 0.03166795 0.03124928 0.01562476]","[0.         0.01562428 0.         0.00101089 0.         0.02364039
 0.04686999 0.00201774 0.03124928 0.        ]","[0.         0.01562405 0.         0.         0.01562762 0.25129533
 0.01564693 0.01563025 0.         0.01562476]"
48,10,gaussian,"[ 1.32792682 -2.76461175 -0.53625572 -2.36017845  0.83855207 -1.66439975
  1.60811986  1.81632348  0.13122446 -7.76713921]","[0.17471974 0.13677552 0.10526415 0.16436645 0.18150721 0.01946718
 0.13267046 0.11464334 0.08604681 0.09341701]","[0.41264013 0.43161224 0.44736793 0.41781677 0.40924639 0.49026641
 0.43366477 0.44267833 0.45697659 0.4532915 ]","[0.02015734 0.48202395 0.04730129 0.03125167 0.4860189  0.04687381
 0.02267075 0.03125191 0.03166294 0.01562548]","[0.02015734 0.03126907 0.01251674 0.         0.04428554 0.03123522
 0.01565242 0.01562548 0.         0.        ]","[0.         0.36108184 0.01913667 0.01562428 0.36319971 0.01563859
 0.00701833 0.         0.01562476 0.01562548]"
49,10,gaussian,"[ 1.82121806 -0.55560011 -1.2776551  -3.42595494  5.85795367  0.86979705
  2.27415852  1.55855366 -4.634727   -2.1538169 ]","[0.11838628 0.10501034 0.08836065 0.15968743 0.08350522 0.06378627
 0.09925738 0.10096931 0.08185558 0.16347144]","[0.44080686 0.44749483 0.45581968 0.42015629 0.45824739 0.46810686
 0.45037131 0.44951535 0.45907221 0.41826428]","[0.04687166 0.10470915 0.04689646 0.23567533 0.09828568 0.0625217
 0.03166986 0.0312469  0.03226829 0.25090551]","[0.01562572 0.         0.01562214 0.04688907 0.06251216 0.03124738
 0.02114558 0.         0.         0.03428435]","[0.         0.0573976  0.         0.15711713 0.03577352 0.01565027
 0.01052427 0.01561928 0.01562166 0.18797731]"
50,10,gaussian,"[-0.01659337 -0.42177848 -0.75202593  3.92229652  8.71093718 -3.70268042
 -3.06473403 -0.49683714 -3.34356992 -0.12362072]","[0.14209474 0.1041413  0.08217977 0.02628689 0.16901184 0.176973
 0.16442722 0.12751454 0.04257321 0.06050156]","[0.42895263 0.44792935 0.45891012 0.48685655 0.41549408 0.4115135
 0.41778639 0.43624273 0.4787134  0.46974922]","[0.01914334 0.07814765 0.08465981 0.04679728 0.04687667 0.10671234
 0.03127265 0.04687023 0.02866578 0.01561761]","[0.00351596 0.0312705  0.06901407 0.01552582 0.01562262 0.0468998
 0.         0.01561546 0.         0.        ]","[0.         0.03125    0.01564574 0.         0.01562929 0.03766131
 0.01564288 0.03125477 0.01301908 0.        ]"
51,10,gaussian,"[ 1.04479836 -0.94807671 -1.22868079  0.32460704  6.57881314  0.91723839
  0.40591315 -2.15903299 -5.63729138  3.32306513]","[0.17962038 0.15114346 0.01573733 0.129139   0.13922411 0.23765662
 0.14696098 0.15040495 0.0283781  0.1289656 ]","[0.41018981 0.42442827 0.49213133 0.4354305  0.43038794 0.38117169
 0.42651951 0.42479753 0.48581095 0.4355172 ]","[0.02465463 0.07815003 0.07815218 0.04732871 0.03125334 0.07855535
 0.0629313  0.0785439  0.0312469  0.01562285]","[0.         0.         0.01562595 0.         0.         0.02714252
 0.04528618 0.03124881 0.01562357 0.01562285]","[0.         0.0468986  0.         0.0105257  0.01562715 0.03578424
 0.01764512 0.         0.01562333 0.        ]"
52,10,gaussian,"[-1.14534033 -0.37750979  0.57965496 -4.3491007   4.29288272 -2.34470473
  3.25558671  2.41727701 -3.94856689  5.81948841]","[0.19168933 0.12546583 0.14123617 0.16183751 0.2123923  0.1842268
 0.07248448 0.04394066 0.15886618 0.04930796]","[0.40415534 0.43726709 0.42938192 0.41908125 0.39380385 0.4078866
 0.46375776 0.47802967 0.42056691 0.47534602]","[0.01603436 0.04687142 0.03165364 0.28252935 0.03124762 0.0785532
 0.04688668 0.04729915 0.29767823 0.03125215]","[0.01401687 0.         0.00451469 0.02464581 0.         0.0156219
 0.01562285 0.04378271 0.02215195 0.        ]","[0.         0.01561999 0.01562214 0.21099043 0.01562333 0.01864314
 0.         0.         0.244349   0.        ]"
53,10,gaussian,"[ 0.09072076 -0.50930787  0.5450394  -4.63222285  3.63777531 -3.52462646
  3.73516666 -3.30287616 -1.62119241  5.89697854]","[ 0.19994727  0.14511535  0.04567812  0.21542883  0.15846387  0.14876514
  0.084591    0.04784559  0.03664133 -0.05072197]","[0.40002636 0.42744233 0.47716094 0.39228559 0.42076807 0.42561743
 0.4577045  0.47607721 0.48167934 0.52536099]","[0.01604199 0.07814527 0.07856107 0.03166533 0.04689813 0.40796781
 0.02364326 0.04689598 0.04729915 0.03127289]","[0.         0.         0.01301455 0.01562119 0.         0.06254172
 0.         0.01562262 0.02964759 0.        ]","[0.         0.0156281  0.01864004 0.         0.01562595 0.31418014
 0.01562548 0.01564503 0.         0.01564288]"
54,10,gaussian,"[ 0.48979308  1.1448758  -1.39897457  1.67986351 -0.19339989 -1.07600481
 -4.36060825  0.33848808 -5.37490305  4.30949083]","[ 0.19406474  0.11090612  0.16184376  0.21306795  0.13608972 -0.03295145
  0.05090596  0.06472789  0.05183377  0.04736768]","[0.40296763 0.44454694 0.41907812 0.39346602 0.43195514 0.51647572
 0.47454702 0.46763606 0.47408311 0.47631616]","[0.04687381 0.08966851 0.08367515 0.04629946 0.04727912 0.03126979
 0.03125238 0.03168106 0.04687667 0.03166461]","[0.         0.01562428 0.06252384 0.01564646 0.01562667 0.
 0.01562858 0.         0.01562595 0.        ]","[0.         0.04279733 0.01563001 0.01502156 0.00901794 0.01564431
 0.         0.0160358  0.         0.01914477]"
55,10,gaussian,"[-2.00124942  2.14806132 -0.62900144  1.72472088 -1.74776834 -1.96543475
 -2.09673951  1.95863081 -5.48709963  2.13462386]","[0.17202081 0.20756183 0.18341383 0.10117519 0.08500073 0.09119024
 0.10394714 0.09856245 0.11294244 0.05277747]","[0.41398959 0.39621908 0.40829309 0.44941241 0.45749963 0.45440488
 0.44802643 0.45071877 0.44352878 0.47361126]","[0.03125191 0.07855749 0.07804513 0.04687548 0.0473094  0.01561737
 0.04730439 0.04687643 0.07855439 0.03124499]","[0.         0.01603603 0.01564574 0.01561427 0.         0.01561737
 0.00351644 0.03125024 0.06252337 0.03124499]","[0.         0.01562333 0.03125167 0.         0.00651836 0.
 0.04378796 0.01562619 0.         0.        ]"
56,10,gaussian,"[-1.23856677 -2.53336462  0.22720646  5.40179108 -0.14975655 -5.03689428
 -0.20686024 -0.56801992 -0.74407817 -0.37365243]","[0.07027595 0.20604746 0.11966955 0.10016676 0.03986693 0.14392333
 0.13192533 0.01885694 0.0307326  0.07615203]","[0.46486202 0.39697627 0.44016523 0.44991662 0.48006654 0.42803834
 0.43403733 0.49057153 0.4846337  0.46192398]","[0.04731274 0.03125    0.03127146 0.03125882 0.04178786 0.26692677
 0.04688072 0.04730058 0.09416127 0.01564646]","[0.01564431 0.         0.01564813 0.         0.01562405 0.05838609
 0.03125572 0.01562071 0.03577161 0.        ]","[0.         0.01562691 0.         0.01562405 0.01051736 0.18840051
 0.015625   0.01401806 0.01562428 0.01564646]"
57,10,gaussian,"[-1.64797573 -1.85149755  1.10775006  3.28606885  4.97207833  1.52489327
  1.71269392 -4.32450411 -2.83785596  1.6321385 ]","[0.15536585 0.22441315 0.10806676 0.05225708 0.15499976 0.1778182
 0.08260811 0.15453138 0.05212005 0.03566274]","[0.42231707 0.38779342 0.44596662 0.47387146 0.42250012 0.4110909
 0.45869595 0.42273431 0.47393998 0.48216863]","[0.01562619 0.10980225 0.0941844  0.04732084 0.26690722 0.04687333
 0.06241012 0.28253174 0.03126907 0.03125095]","[0.         0.02114391 0.01664329 0.01565051 0.04426432 0.
 0.0312376  0.05940151 0.01561904 0.        ]","[0.         0.06249285 0.04629493 0.         0.17882919 0.01561475
 0.01551938 0.16280484 0.         0.01562357]"
58,10,gaussian,"[-1.63570785  0.18656809  0.20103288  4.2008545  -1.06268634 -2.0972313
 -0.16938814 -4.0002823  -4.19912643  5.72508708]","[0.10724251 0.14567816 0.05148933 0.11862463 0.16901354 0.00466235
 0.09825811 0.04265988 0.09421305 0.02137232]","[0.44637875 0.42716092 0.47425534 0.44068768 0.41549323 0.49766883
 0.45087095 0.47867006 0.45289348 0.48931384]","[0.06252384 0.04730368 0.06291533 0.04690361 0.04728222 0.07814646
 0.04730892 0.046875   0.03167748 0.03124762]","[0.0312686  0.01564217 0.01562786 0.015625   0.0201323  0.04689097
 0.01401758 0.01562595 0.00801754 0.        ]","[0.01562619 0.0150187  0.01562524 0.         0.01562262 0.
 0.00201678 0.01562405 0.00801301 0.        ]"
59,10,gaussian,"[-2.73697524  2.22754898  0.61498622 -2.18502751 -2.49351241  1.30433167
  0.92977336 -7.07275256 -0.59493364  2.06442293]","[0.0907019  0.10052112 0.16771725 0.16061357 0.20482343 0.14395868
 0.06953016 0.08700856 0.02751104 0.17768149]","[0.45464905 0.44973944 0.41614137 0.41969321 0.39758828 0.42802066
 0.46523492 0.45649572 0.48624448 0.41115926]","[0.04891324 0.04727888 0.29817414 0.03124547 0.03166366 0.42310953
 0.0629077  0.04689693 0.049891   0.02867031]","[0.00201607 0.02014279 0.06081963 0.01562428 0.         0.04690456
 0.01251602 0.01564598 0.01561999 0.        ]","[0.         0.01562023 0.17485905 0.01562119 0.01863694 0.29805231
 0.0191443  0.01562548 0.         0.        ]"
60,10,gaussian,"[-2.15527556 -0.31498487  0.26457459  5.58515078  0.23375406 -1.32137477
 -5.1183739  -4.25896865 -2.36546598  2.0136273 ]","[0.08264907 0.1042536  0.16756947 0.13512977 0.11841016 0.18369678
 0.1511528  0.07231313 0.02142027 0.05816342]","[0.45867546 0.4478732  0.41621526 0.43243511 0.44079492 0.40815161
 0.4244236  0.46384344 0.48928986 0.47091829]","[0.06291866 0.04687166 0.04730225 0.04688072 0.04730511 0.34506488
 0.01603413 0.03126645 0.03125072 0.02014709]","[0.03166866 0.03124404 0.01562738 0.01562452 0.         0.01152158
 0.         0.0156424  0.03125072 0.        ]","[0.         0.01562762 0.         0.         0.01562357 0.25543118
 0.01401949 0.01562405 0.         0.01562524]"
61,10,gaussian,"[-2.57343144  1.4377039   0.46118024  2.93883174 -4.50105434  1.22037254
 -4.49351108 -2.46217592 -2.02594158  2.10662084]","[0.15809124 0.0978526  0.10726427 0.17713161 0.10019524 0.15180625
 0.11114929 0.11007601 0.07339379 0.03980719]","[0.42095438 0.4510737  0.44636787 0.4114342  0.44990238 0.42409687
 0.44442535 0.44496199 0.46330311 0.4800964 ]","[0.03127265 0.046875   0.03169727 0.03125453 0.03225875 0.04689908
 0.32330322 0.01564765 0.03124595 0.04679346]","[0.01562452 0.01562428 0.         0.         0.01663351 0.01562548
 0.05387855 0.         0.         0.        ]","[0.         0.0156219  0.         0.01562524 0.         0.01565218
 0.26942468 0.01564765 0.01562119 0.03127456]"
62,10,gaussian,"[-1.58221546  0.23662842  1.39484765 -0.9886561   2.50830835 -2.5170683
  1.62733246 -4.46148596 -3.86477586  7.53669352]","[0.1723551  0.05894674 0.13847472 0.14075447 0.16509773 0.01405946
 0.1257345  0.03637192 0.1709379  0.0884113 ]","[0.41382245 0.47052663 0.43076264 0.42962276 0.41745113 0.49297027
 0.43713275 0.48181404 0.41453105 0.45579435]","[0.03124928 0.07856703 0.03124285 0.03479004 0.06249475 0.04429674
 0.39232898 0.01562452 0.03165197 0.03124809]","[0.03124928 0.04077148 0.01561737 0.00351644 0.01561809 0.01561999
 0.03165174 0.         0.         0.        ]","[0.         0.         0.01562548 0.01564765 0.         0.01302433
 0.27163696 0.01562452 0.01763391 0.01562452]"
63,10,gaussian,"[-1.7325477   0.95376006  0.71734484  4.09536433  3.8713784  -2.45148749
 -4.73207774 -3.69063321 -2.98365678  2.71753605]","[ 0.13933441  0.08676706  0.16709612  0.15601393  0.15005558  0.12911663
  0.1042663   0.06969703  0.10200798 -0.00573631]","[0.43033279 0.45661647 0.41645194 0.42199303 0.42497221 0.43544168
 0.44786685 0.46515148 0.44899601 0.50286815]","[0.         0.04731226 0.23526502 0.2110312  0.03127456 0.03125811
 0.03166151 0.03124595 0.03124928 0.01251841]","[0.         0.01564932 0.02713537 0.03063774 0.01562643 0.01562333
 0.01561594 0.         0.0156219  0.01251841]","[0.         0.01603627 0.19250607 0.17336869 0.01564813 0.
 0.01302242 0.01561952 0.         0.        ]"
64,10,gaussian,"[-2.51481368  3.95719578 -0.01366007 -2.40364866  3.48588723  1.02872386
  4.95088958 -1.67644612 -0.65709241  3.34319777]","[0.12900214 0.09159263 0.18719776 0.13844272 0.17117624 0.13902478
 0.14404437 0.16433899 0.04503643 0.11970916]","[0.43549893 0.45420368 0.40640112 0.43077864 0.41441188 0.43048761
 0.42797781 0.4178305  0.47748178 0.44014542]","[0.01562405 0.06292176 0.36019254 0.03426886 0.02866602 0.01563215
 0.02464437 0.03127432 0.03124666 0.01603007]","[0.         0.01562858 0.04685807 0.         0.02866602 0.
 0.01562572 0.01562452 0.03124666 0.01603007]","[0.         0.01562643 0.28207684 0.01562381 0.         0.01563215
 0.         0.         0.         0.        ]"
65,10,gaussian,"[-1.60955197 -0.20678557  1.51829629 -2.8418275   0.46202458  1.02321803
  0.2222805  -2.01465252  6.39690449 -0.81034263]","[0.1366817  0.15173988 0.12790163 0.12600654 0.16425282 0.05190153
 0.00235264 0.03940115 0.11709239 0.06413956]","[0.43165915 0.42413006 0.43604919 0.43699673 0.41787359 0.47404924
 0.49882368 0.48029942 0.4414538  0.46793022]","[0.03124881 0.0523963  0.04179287 0.0312469  0.30270576 0.04687214
 0.06292963 0.04687667 0.01604438 0.03127527]","[0.         0.01562715 0.01052094 0.01562428 0.04689693 0.03124857
 0.0312717  0.03125286 0.         0.01562762]","[0.         0.         0.01564789 0.01562262 0.22003984 0.01562357
 0.00451589 0.         0.01604438 0.01564765]"
66,10,gaussian,"[-1.97486412 -2.67807671  2.06080824 -2.86155735  1.42197372  1.21958885
  4.30387186 -5.12784255  2.02356979  1.00662587]","[0.16177608 0.10029114 0.12894042 0.17475687 0.14710813 0.1560537
 0.14877751 0.07199562 0.01438226 0.00269055]","[0.41911196 0.44985443 0.43552979 0.41262157 0.42644594 0.42197315
 0.42561125 0.46400219 0.49280887 0.49865472]","[0.01562786 0.09418535 0.04732037 0.03124523 0.0785563  0.03165364
 0.2347126  0.06294632 0.03125072 0.01562762]","[0.         0.06189585 0.01564598 0.         0.03127241 0.01562333
 0.03125596 0.         0.01562357 0.        ]","[0.         0.01664209 0.01604056 0.01562619 0.0160346  0.
 0.1878314  0.01562476 0.         0.01562762]"
67,10,gaussian,"[-2.74790844  2.13752119  0.89598235 -3.88185109 -1.87280707  2.76763488
  2.65918308 -1.96270974  1.36624305  6.43966243]","[0.16782774 0.17105559 0.14118478 0.16153378 0.15254858 0.16015763
 0.11494159 0.06140318 0.00491168 0.12742229]","[0.41608613 0.41447221 0.42940761 0.41923311 0.42372571 0.41992118
 0.44252921 0.46929841 0.49754416 0.43628886]","[0.03127956 0.0468719  0.09418702 0.03167677 0.40801501 0.32943177
 0.03164887 0.0312469  0.01562238 0.20339775]","[0.         0.01562381 0.04690409 0.         0.03124452 0.
 0.02113271 0.01562405 0.         0.05992293]","[0.         0.03124809 0.00301909 0.00701451 0.31585479 0.28255177
 0.01051617 0.01562285 0.         0.09356546]"
68,10,gaussian,"[-1.62126019  0.20547836  0.46122416  4.45972057  4.80110753 -0.71115078
 -4.58666599 -2.41955214  4.52955192  1.97225374]","[ 0.18727734  0.17140665  0.14380268  0.19385328  0.14426092  0.0795138
 -0.00863704  0.08752525  0.06474967  0.02063686]","[0.40636133 0.41429667 0.42809866 0.40307336 0.42786954 0.4602431
 0.50431852 0.45623737 0.46762516 0.48968157]","[0.03125358 0.06290483 0.0468998  0.23471236 0.30771303 0.01562262
 0.03124619 0.03167939 0.03125024 0.03124928]","[0.01562452 0.00351596 0.         0.04689765 0.01003528 0.
 0.01561451 0.03066373 0.         0.01562381]","[0.         0.0156219  0.01564527 0.1405313  0.18846846 0.
 0.01563168 0.         0.01562786 0.        ]"
69,10,gaussian,"[-1.69334895  1.41629111  0.52910131  0.21131549  6.74831914  3.50054124
 -2.52897622  1.83719661  0.6888893  -1.76248776]","[0.15606488 0.1628822  0.14821355 0.06837614 0.09368093 0.13513349
 0.08292611 0.09557942 0.07756603 0.00821775]","[0.42196756 0.4185589  0.42589323 0.46581193 0.45315953 0.43243325
 0.45853695 0.45221029 0.46121698 0.49589113]","[0.01051593 0.04687285 0.06293154 0.06451845 0.04528499 0.06291151
 0.04689741 0.03124619 0.04730749 0.04687548]","[0.01051593 0.         0.02014303 0.00201797 0.0156219  0.03927159
 0.0156436  0.01562428 0.02964544 0.        ]","[0.         0.03124976 0.011518   0.03124976 0.         0.
 0.         0.0156219  0.         0.        ]"
70,10,gaussian,"[-1.36125057  0.66623455 -0.1794685   0.21164985  7.80737133  3.98159944
  2.26999746 -1.50183815 -1.86729046 -1.13740598]","[0.14138034 0.15808802 0.20050881 0.1306289  0.14363509 0.10453275
 0.10948539 0.10151659 0.00028224 0.10314131]","[0.42930983 0.42095599 0.39974559 0.43468555 0.42818245 0.44773362
 0.44525731 0.44924171 0.49985888 0.44842934]","[0.02716827 0.05739641 0.36070323 0.01914597 0.01252389 0.03124642
 0.04729176 0.04690433 0.03124452 0.04689789]","[0.         0.         0.04687071 0.01562285 0.         0.01562738
 0.00652337 0.01564932 0.01562071 0.01565027]","[0.         0.02614713 0.25128627 0.00352311 0.01252389 0.01561904
 0.         0.0156281  0.         0.03124762]"
71,10,gaussian,"[-1.75440007  1.46574986 -0.51265864  1.50755791 -0.36741346  3.35087513
 -2.35448939  4.02502515  1.50721483 -7.81997537]","[ 0.16076333  0.19233739  0.20269823  0.07392539  0.01668061  0.15276509
  0.03208263 -0.02822522  0.05735819  0.01125676]","[0.41961834 0.40383131 0.39865089 0.4630373  0.4916597  0.42361746
 0.48395868 0.51411261 0.4713209  0.49437162]","[0.         0.12583923 0.03126907 0.046875   0.04731512 0.06291342
 0.06252813 0.06293845 0.06290245 0.04688096]","[0.         0.04078937 0.         0.01562643 0.         0.03166604
 0.01562357 0.03127384 0.0160315  0.0156014 ]","[0.         0.08504987 0.         0.01562381 0.00301957 0.01562238
 0.03124976 0.         0.01562405 0.01564956]"
