,sample_size,kernel,weights,cor,res,time_outer,time_w,time_e
0,100,gaussian,"[-0.49578829  0.37425547  0.05860114  1.45464951  0.04499439 -0.0862779
 -2.12374135  0.92692783  0.25763677 -0.04365427  0.51948402 -1.66143171
 -0.16049951  0.63989541 -0.16582388 -1.80744771  0.88194514 -0.13905123
  0.60488488 -0.30016469 -2.10679222 -1.56444974 -0.16001864 -1.32115404
  2.37897482  0.33270703 -0.33561459 -0.70215296  0.56912043  0.38186293
 -0.30727189  0.42010074 -0.82391475 -0.40559887  1.0731365  -2.49479486
 -0.0822966  -0.61409142 -0.85259603  0.06357087  0.03116396 -0.29308435
  0.68522738 -1.657736   -0.16468919  1.78540662  0.77011773  1.53966624
 -0.48710581  0.8790897   0.05296499 -0.59397565 -0.19562654 -0.51536253
 -0.32362993 -2.82734716  0.25460651 -0.83202216  1.81454137  0.51657216
 -1.93691451 -0.42609533  0.48102284 -0.28277291 -1.3093251  -0.37091416
 -1.45097334  0.34589471  1.44705696  0.4016128   2.17224415 -0.48235164
  0.93669025  0.42477113 -0.5877133   0.03180831 -0.12830208  1.4893259
  0.26569241  1.21897129  0.36518065  1.63532568 -0.02019386  0.39458278
  0.00285011 -0.27457058  0.36679281 -0.95576995 -0.51595708  1.67199832
  0.64709779 -1.28730016 -1.62624366  1.46461264  0.00632491  1.10565125
 -0.52907881  0.69331929  1.34164093  0.04779742]","[ 0.50976566  0.44553979  0.43591137  0.55677188  0.55836587  0.39242965
  0.33616851  0.15410635  0.03675809  0.12407638  0.26453371  0.49400856
  0.42096192  0.2683736  -0.02874679  0.2963314   0.21659403  0.48723087
  0.5636694   0.51792585  0.44833224  0.15320045  0.22490644  0.43488325
  0.46142442  0.50797085  0.1882194   0.39613628  0.38994743  0.40568207
  0.4785847   0.45640924  0.41953192  0.29631444  0.31019374  0.38677233
  0.39303306  0.33941021  0.43889554  0.43577412  0.39353048  0.51768858
  0.50902029  0.4414702   0.41559245  0.40625519  0.38809408  0.4868746
  0.48356355  0.448767    0.37867449  0.30103405  0.23278548  0.32971717
  0.30510333  0.40374684  0.30482489  0.41888339  0.3671753   0.36995296
  0.36041782  0.32856551  0.41534721  0.33914809  0.20138297  0.3370432
  0.31864944  0.30643548  0.2437602   0.27152168  0.34810425  0.26244482
  0.15110079  0.34262636  0.28410923  0.314615    0.21361965  0.29240543
  0.16364143  0.21631971  0.16720425  0.14726311  0.1224026   0.135782
  0.1831382   0.16465225  0.12465228  0.12501316  0.10912843  0.27428654
  0.18227843  0.05215549 -0.00534802  0.13704667  0.17164075 -0.03514596
  0.1044915   0.01587028 -0.07873833  0.08252084]","[0.24511717 0.2772301  0.28204431 0.22161406 0.22081706 0.30378518
 0.33191575 0.42294682 0.48162096 0.43796181 0.36773315 0.25299572
 0.28951904 0.3658132  0.5143734  0.3518343  0.39170299 0.25638456
 0.2181653  0.24103708 0.27583388 0.42339977 0.38754678 0.28255837
 0.26928779 0.24601458 0.4058903  0.30193186 0.30502629 0.29715896
 0.26070765 0.27179538 0.29023404 0.35184278 0.34490313 0.30661384
 0.30348347 0.33029489 0.28055223 0.28211294 0.30323476 0.24115571
 0.24548985 0.2792649  0.29220378 0.29687241 0.30595296 0.2565627
 0.25821823 0.2756165  0.31066276 0.34948297 0.38360726 0.33514141
 0.34744834 0.29812658 0.34758756 0.2905583  0.31641235 0.31502352
 0.31979109 0.33571725 0.29232639 0.33042595 0.39930851 0.3314784
 0.34067528 0.34678226 0.3781199  0.36423916 0.32594787 0.36877759
 0.42444961 0.32868682 0.35794538 0.3426925  0.39319018 0.35379728
 0.41817929 0.39184015 0.41639787 0.42636844 0.4387987  0.432109
 0.4084309  0.41767388 0.43767386 0.43749342 0.44543578 0.36285673
 0.40886079 0.47392225 0.50267401 0.43147667 0.41417963 0.51757298
 0.44775425 0.49206486 0.53936917 0.45873958]","[ 0.67212868  0.4886744   0.71511054  1.53472686  0.98735189  0.86673188
  0.92291522  1.24767113  0.87499928  1.7031281   1.0973599   0.35500002
  0.48900509  0.61599994  0.37821937  0.38200426  0.610008    3.59098125
  0.79900241  1.41993833  2.52450442  0.83499217  0.73800683  0.90399742
  1.80401802  1.14599872  1.37399459  1.70600009  1.50872874  1.54661059
  1.30659604  0.86570048  1.27899575  0.7590034   0.93199134  0.72699857
  0.59128666  0.81100249  0.70599985  2.72561741  0.9280045   0.76975965
  1.72657037  1.17284822  1.64063096  1.30564618  1.56249762  1.40625548
  1.7343688   1.29687572  1.21881461  0.87499833  1.62569833  1.07812333
  1.64063239  1.47243571  1.46700001  1.44500136  4.01499534 11.95240951
  2.26119018  1.75979686  1.46042371  1.24184537  1.95897865  1.65003657
  1.6383853   1.70461464  2.313941    3.96778178  1.99535465  3.70829844
  2.72781992  2.61919832  1.56457973  2.2914803   1.35136199  2.44620681
  1.58028603  2.61554861  2.08049011  1.50817204  3.11600089  2.26833725
  3.69339108  1.54040146  2.06734824  1.00627899  1.51233912  1.25801587
  1.07260513  1.43998194  0.83842278  4.159235    1.58830643  0.90877056
  1.03685904  0.90904665  8.02729654  1.12800264]","[0.63098598 0.4088645  0.61816406 1.45330906 0.94439816 0.80419564
 0.70066261 1.17228293 0.73436308 1.60935926 1.0198555  0.30500555
 0.42799687 0.55999207 0.31698966 0.32400608 0.5579896  3.44097733
 0.6839869  1.33392763 2.41449046 0.76200843 0.67498946 0.82399869
 1.73701882 1.04199338 1.26000643 1.62498474 1.42268491 1.46762228
 1.22357821 0.78969574 1.2070117  0.68399453 0.85898662 0.64398766
 0.52727485 0.73198938 0.65399957 2.59162736 0.86000896 0.70981121
 1.65356684 1.04585314 1.51563358 1.22753882 1.43749046 1.32812953
 1.65624499 1.21877027 1.08466291 0.79686928 1.54756188 1.01563931
 1.5624876  1.32811284 1.39104533 1.36999512 3.78201962 4.61521983
 2.12158394 1.61384821 1.41355395 1.1766746  1.85371947 1.5280509
 1.55547714 1.57912779 2.21681356 3.81848335 1.89803386 3.58115888
 2.60706139 2.53475022 1.50233126 2.22559738 1.30975413 2.374331
 1.51816988 2.47637367 2.00498772 1.38361335 3.03908968 2.11378837
 3.61924243 1.48352885 1.97437334 0.97503471 1.47945738 1.18917227
 1.0295589  1.39761996 0.79154587 4.11912823 1.54390836 0.87433147
 0.98346829 0.86578941 2.29479051 1.11237335]","[1.00469589e-03 3.99923325e-03 5.99718094e-03 2.00366974e-03
 1.56302452e-02 0.00000000e+00 2.06313133e-02 6.99806213e-03
 4.68800068e-02 0.00000000e+00 1.56197548e-02 2.00223923e-03
 7.00402260e-03 3.99827957e-03 3.22175026e-03 3.99971008e-03
 3.98945808e-03 1.80020332e-02 3.30104828e-02 1.59943104e-02
 5.99765778e-03 1.00090504e-02 6.99543953e-03 1.49943829e-02
 7.99632072e-03 2.20112801e-02 1.39870644e-02 8.99744034e-03
 1.59938335e-02 1.40011311e-02 7.00283051e-03 1.19915009e-02
 1.39768124e-02 1.29895210e-02 9.99093056e-03 1.69939995e-02
 1.60048008e-02 1.70118809e-02 1.49979591e-02 1.10058784e-02
 1.10063553e-02 8.98313522e-03 1.29957199e-02 0.00000000e+00
 4.68642712e-02 3.12414169e-02 1.56190395e-02 0.00000000e+00
 1.56271458e-02 0.00000000e+00 1.56288147e-02 1.56221390e-02
 0.00000000e+00 1.56219006e-02 0.00000000e+00 3.22518349e-02
 2.39953995e-02 2.00150013e-02 2.10142136e-02 2.28906393e-01
 2.59895325e-02 2.90200710e-02 1.56276226e-02 2.94835567e-02
 9.00268555e-03 1.63550377e-02 2.93560028e-02 2.98826694e-02
 3.40013504e-02 2.62880325e-02 2.10020542e-02 3.66342068e-02
 3.32529545e-02 2.09989548e-02 1.56288147e-02 1.76324844e-02
 1.86331272e-02 1.86407566e-02 1.80008411e-02 3.12550068e-02
 1.96192265e-02 3.69369984e-02 3.32543850e-02 1.80096626e-02
 2.60047913e-02 1.76279545e-02 1.66258812e-02 1.56254768e-02
 1.45182610e-02 2.69463062e-02 8.11934471e-03 1.76203251e-02
 3.12478542e-02 2.09999084e-03 2.07798481e-02 1.39942169e-02
 1.88636780e-02 3.22606564e-02 1.17020702e+00 0.00000000e+00]"
1,100,gaussian,"[-6.07910366e-01  8.28551653e-01 -1.02423107e-01 -1.40495397e+00
  9.50453723e-01  4.63082848e-02  2.46815400e-01  1.11498000e+00
 -2.96120513e-01  1.11864796e-01 -1.18201336e+00 -6.58357974e-01
  7.45114152e-01 -6.10209321e-03 -3.75215157e-01 -2.81008834e-01
 -3.45044238e-01  3.90456040e-01  6.84766823e-01 -7.21816562e-01
  9.49463198e-01 -1.17083677e-01 -1.26026775e+00 -4.28943909e+00
 -1.75124778e-03  1.00203702e+00 -4.83294017e-01 -7.68158415e-01
 -2.03286001e+00  2.08376437e+00 -1.23354532e+00  1.01034500e-01
 -3.40605299e-02  5.97372733e-01  1.44447733e+00  4.06558743e-01
 -5.22074682e-01 -7.02646032e-01  2.45062221e-01  1.06677796e+00
  1.42405803e+00  1.75445856e+00 -3.58991250e-01 -1.58528139e+00
 -1.65039587e-01  8.44333734e-01  6.57604776e-01 -5.12723179e-02
 -7.42414781e-01  7.98121652e-01 -1.02673804e+00 -4.26447131e-01
 -1.16265182e+00  1.72420430e-01 -1.54113517e-01 -5.29299188e-02
 -7.56726142e-01  4.28013238e-01  9.84028613e-01  1.87420080e+00
  1.30239257e-01 -3.24681450e-01  3.20171847e-01  2.17854164e+00
  7.13658196e-01  9.36832612e-01  1.55129581e-01  1.46823235e+00
 -5.02163854e-02 -8.75190841e-01  1.03894856e+00 -5.37515234e-01
  6.97342260e-01 -1.90875911e+00 -6.02025561e-02  3.66002167e-01
 -1.66720700e-01  5.40602406e-01 -6.59028906e-01  2.37431425e-01
 -9.62676667e-01 -7.99349807e-02 -3.40061296e-01  7.96195248e-01
  8.11871391e-01 -9.83929778e-01  2.20878141e+00 -2.62699261e-01
 -5.70021614e-02  2.31823032e-01 -2.52336511e-01  7.52580722e-01
 -1.75322988e+00  1.60268102e-01 -1.42030038e+00 -2.30441009e-01
 -3.99561489e-01 -1.20981981e+00  4.88061136e-02 -2.20558019e+00]","[ 0.50876093  0.45123535  0.46310054  0.41741878  0.59707801  0.39272412
  0.30045829  0.07871561 -0.02075058  0.21906597  0.37221896  0.45499799
  0.43063836  0.41906706  0.34681903  0.25686251  0.53055736  0.45598608
  0.46703304  0.3705713   0.24748916  0.45140975  0.30236168  0.3093295
  0.55577214  0.51799857  0.49479585  0.55967194  0.44405627  0.49129756
  0.42500701  0.51487353  0.42494891  0.16933436  0.23328446  0.36439676
  0.19941983  0.33230275  0.45309805  0.31446496  0.43676458  0.48484141
  0.38437425  0.3587779   0.46138309  0.41201731  0.45306632  0.40054676
  0.36730298  0.43946498  0.14410067  0.21766897  0.33923533  0.34190136
  0.37884253  0.42368332  0.30130304  0.30180178  0.36820829  0.33356786
  0.28010409  0.34840706  0.29802218  0.31888975  0.30302085  0.2648526
  0.3502643   0.36885829  0.2493469   0.3724671   0.34455208  0.2686577
  0.36337255  0.40857743  0.20577311  0.24565633  0.37930605  0.327585
  0.26435326  0.29490551  0.13038557  0.10478941  0.22175695  0.20107966
  0.20885235  0.19104911  0.25820972  0.12197589  0.17315383  0.0555252
  0.03223841  0.14411204  0.15478659  0.15352413  0.16522922  0.12754344
  0.0257867   0.01502651  0.05927692  0.09813444]","[0.24561954 0.27438232 0.26844973 0.29129061 0.201461   0.30363794
 0.34977086 0.46064219 0.51037529 0.39046702 0.31389052 0.27250101
 0.28468082 0.29046647 0.32659048 0.37156875 0.23472132 0.27200696
 0.26648348 0.31471435 0.37625542 0.27429513 0.34881916 0.34533525
 0.22211393 0.24100072 0.25260208 0.22016403 0.27797187 0.25435122
 0.2874965  0.24256323 0.28752554 0.41533282 0.38335777 0.31780162
 0.40029009 0.33384862 0.27345098 0.34276752 0.28161771 0.2575793
 0.30781287 0.32061105 0.26930846 0.29399135 0.27346684 0.29972662
 0.31634851 0.28026751 0.42794966 0.39116552 0.33038233 0.32904932
 0.31057873 0.28815834 0.34934848 0.34909911 0.31589585 0.33321607
 0.35994795 0.32579647 0.35098891 0.34055512 0.34848957 0.3675737
 0.32486785 0.31557085 0.37532655 0.31376645 0.32772396 0.36567115
 0.31831373 0.29571129 0.39711344 0.37717183 0.31034697 0.3362075
 0.36782337 0.35254724 0.43480721 0.44760529 0.38912153 0.39946017
 0.39557382 0.40447544 0.37089514 0.43901205 0.41342308 0.4722374
 0.48388079 0.42794398 0.42260671 0.42323793 0.41738539 0.43622828
 0.48710665 0.49248674 0.47036154 0.45093278]","[ 0.75867343  0.81527686  1.33750319  1.33541369  0.43512678  1.84094572
  1.32456231  1.63777804  2.02699685  0.98865628  0.99360847 12.31971073
  0.83650589  0.98154831  0.37202525  0.60124707  1.65075898  2.47697186
  1.42504573  1.4205687   0.90976143  0.81901026  2.58327031  1.77947807
  1.35249376  1.46820688  1.3201468   1.36146545  1.91030955  0.72235847
  1.70612168  1.50385642  2.38617206  1.00049376  2.18284941  1.95128536
  2.085078    1.61278653  0.88770413  2.05384469  0.45881462  0.69734049
  0.57362747  2.07870698  0.65798283  0.75281143  0.8466506   1.32727623
  7.29525185  0.42848468  0.9494288   1.05953169  0.83445263  1.29811597
  7.85219646  0.55893087  0.66323018  1.27181125  0.75662589  1.69143105
  0.48431754  1.7146318   0.78257275  0.85585642  1.0336082   0.80116796
  0.98007488  0.64278698  0.65820003  0.97165036  0.48653412  0.70894003
  0.81027174  0.70419908  1.13499713  0.86839247  0.62281084  0.98836446
  1.34868312  0.45517468  1.20074081  1.10281157  6.77835965  1.71565747
  0.9862802   1.57948494  1.64076567  1.14870405  2.16697574  1.88668585
  2.14764953  1.6612792   2.93289542  1.2540791   1.83163834  1.59328413
  2.93063402  1.80525613  2.31673288  1.58665562]","[0.69290781 0.70175529 1.20551634 1.26046872 0.39389801 1.75699544
 1.21451473 1.56978703 1.91002703 0.90588117 0.93336868 5.62697601
 0.80816865 0.91516232 0.33077025 0.55879426 1.46159363 2.38339996
 1.36502814 1.37920332 0.82450938 0.77373409 2.49539709 1.71107507
 1.25149393 0.97353268 1.20559573 1.29136539 1.82788849 0.66084194
 1.60312462 1.38292003 2.29109168 0.89900422 2.07399702 1.85719514
 2.04584312 1.53706598 0.79936337 1.93108106 0.42519259 0.63969517
 0.50626922 1.95264077 0.57740164 0.67935634 0.78939319 1.26164865
 2.48164821 0.37738919 0.87827206 1.00480008 0.72699213 1.19874263
 2.42160892 0.50942683 0.61682153 1.19469047 0.68839836 1.58574462
 0.4364233  1.5908711  0.7365489  0.78201675 0.94944978 0.77247643
 0.94911695 0.58029866 0.62689829 0.94043159 0.41118741 0.63380885
 0.76341343 0.6339891  1.0443666  0.80849576 0.5915947  0.94157124
 1.27931595 0.42318106 1.10789824 1.00137877 2.16034842 1.65921307
 0.93939233 1.51326489 1.595083   1.08182883 2.05734444 1.83280945
 2.0851562  1.61441064 2.87036133 1.17662883 1.76774335 1.55308437
 2.86062932 1.72445774 2.22623348 1.54255438]","[0.         0.01762748 0.0149765  0.         0.         0.00100255
 0.01900196 0.01561594 0.03224993 0.01560855 0.         0.08253241
 0.0020082  0.00499725 0.         0.00199485 0.06778574 0.01563096
 0.01662374 0.         0.         0.01662993 0.01499701 0.03067446
 0.0156281  0.02321768 0.01687431 0.01500249 0.01000023 0.01200891
 0.03100276 0.04632354 0.01762748 0.01861835 0.03262281 0.03085518
 0.01562572 0.03124189 0.02022219 0.02000451 0.00100112 0.00520968
 0.         0.0226171  0.01075673 0.02100897 0.01766419 0.01601958
 0.03360939 0.040097   0.         0.00576282 0.00902247 0.0176301
 0.58890724 0.00899005 0.00805712 0.01805925 0.00509548 0.
 0.00600266 0.01766777 0.0216136  0.02069497 0.01956034 0.01562428
 0.0050025  0.01566672 0.         0.01563263 0.00983    0.
 0.0156312  0.02034426 0.00200152 0.0222187  0.         0.01558161
 0.03217745 0.0219326  0.00399804 0.02252746 0.15576053 0.03124762
 0.01563025 0.01862597 0.01335573 0.03098798 0.04546309 0.01562142
 0.01561689 0.03124881 0.03127909 0.02257013 0.05187106 0.02820253
 0.04757261 0.03124642 0.03059721 0.01990151]"
2,100,gaussian,"[-7.04928967e-01  6.57292906e-01  7.81674725e-01  2.51095759e+00
  4.91282762e-01 -3.25600613e-01  1.84619482e+00 -4.77048473e-01
 -9.62860714e-01  2.47006122e+00 -1.39516743e+00 -9.11671212e-01
  5.43956965e-01  6.83859463e-01 -8.93033083e-01 -8.64558658e-01
  1.20268764e+00 -9.62272856e-01  1.98045338e+00  2.83486989e-01
 -5.66632582e-01 -2.72255459e+00 -4.53716908e-01  5.09941449e-01
  8.38416677e-03  4.36999168e-01 -4.49897953e-01  3.66290178e-02
  4.28795232e-01 -1.86771161e+00  6.17088189e-03  2.46462642e-01
 -5.27163492e-01 -2.20424741e-01  9.42776862e-01 -8.86378620e-01
 -1.54229492e+00 -4.28483024e-01  3.63667503e+00 -6.83381387e-01
  5.54976608e-01  1.39739264e+00  6.75191241e-01 -1.38264502e+00
 -1.63802417e-01  4.33605986e-01 -7.73390298e-01  6.53980584e-01
  7.02265631e-02 -5.98705839e-01 -2.93757590e-01 -1.46337654e+00
  3.83953135e-01 -7.66144415e-01 -5.20304678e-01 -9.12837548e-01
 -5.66607128e-01 -2.57815637e-01  2.42416852e+00 -3.77783990e-01
  1.29892717e+00  2.94491843e-01 -1.35166431e+00 -2.15767521e-01
  1.38768325e+00  7.93642028e-01 -1.63346175e+00  6.73392988e-01
  1.28129922e+00 -5.57871814e-01 -5.83880061e-01  1.35469466e+00
 -6.88925400e-01  4.50520827e-01  5.00402256e-04 -3.76180422e-01
 -5.86731154e-02  5.27684610e-01 -1.07333219e+00  1.67143982e-01
 -1.05912199e+00  7.01328840e-01 -1.56251454e-02 -9.77386116e-01
  8.90266725e-01 -6.08999596e-01  2.56571364e+00  7.86521904e-01
 -3.24538471e-01  7.94798598e-01 -5.64608306e-01 -6.59046143e-01
 -6.28835404e-02 -7.96686508e-01  1.44171160e-01  5.35162869e-01
 -4.13721945e-01 -2.56968790e+00  1.65522787e+00  5.51615035e-01]","[ 0.50122354  0.44383863  0.49631058  0.52138638  0.60342521  0.45571287
  0.44093557  0.16830764  0.26358912  0.04979621  0.25659362  0.45884802
  0.39713109  0.47410787  0.43684966  0.49098152  0.43231807  0.45977936
  0.49950257  0.52359919  0.26968736  0.50126045  0.46454612  0.42967928
  0.51958577  0.41406359  0.48779793  0.45935699  0.5335342   0.47617554
  0.50397881  0.27054088  0.43973844  0.32994043  0.29792522  0.48664899
  0.42907982  0.53660937  0.39903935  0.42169954  0.48964099  0.47545146
  0.36631445  0.40926616  0.45613777  0.50757767  0.44753616  0.36654561
  0.34668105  0.27874164  0.34114683  0.48022063  0.29005653  0.3816498
  0.44233879  0.24672149  0.37485366  0.38734624  0.31019694  0.28288476
  0.34094696  0.32851998  0.36746858  0.34707526  0.30961361  0.4274885
  0.33088954  0.27853384  0.46792157  0.32756638  0.23504211  0.38022953
  0.38153528  0.25574445  0.28654658  0.35269443  0.24962066  0.4188535
  0.2618286   0.22261237  0.31962619  0.21706307  0.19422619  0.21893754
  0.27972545  0.13088497  0.18393466  0.25921772  0.17993623  0.12624383
  0.19381221  0.27205713  0.15069252  0.1418022   0.04135318  0.08128585
  0.14789387  0.07441704  0.08083841 -0.01478866]","[0.24938823 0.27808068 0.25184471 0.23930681 0.19828739 0.27214357
 0.27953221 0.41584618 0.36820544 0.4751019  0.37170319 0.27057599
 0.30143446 0.26294606 0.28157517 0.25450924 0.28384097 0.27011032
 0.25024871 0.23820041 0.36515632 0.24936978 0.26772694 0.28516036
 0.24020712 0.2929682  0.25610103 0.27032151 0.2332329  0.26191223
 0.24801059 0.36472956 0.28013078 0.33502979 0.35103739 0.25667551
 0.28546009 0.23169532 0.30048033 0.28915023 0.25517951 0.26227427
 0.31684277 0.29536692 0.27193112 0.24621117 0.27623192 0.31672719
 0.32665947 0.36062918 0.32942658 0.25988968 0.35497173 0.3091751
 0.2788306  0.37663926 0.31257317 0.30632688 0.34490153 0.35855762
 0.32952652 0.33574001 0.31626571 0.32646237 0.3451932  0.28625575
 0.33455523 0.36073308 0.26603922 0.33621681 0.38247894 0.30988524
 0.30923236 0.37212778 0.35672671 0.32365279 0.37518967 0.29057325
 0.3690857  0.38869382 0.3401869  0.39146847 0.40288691 0.39053123
 0.36013727 0.43455752 0.40803267 0.37039114 0.41003189 0.43687809
 0.4030939  0.36397144 0.42465374 0.4290989  0.47932341 0.45935707
 0.42605306 0.46279148 0.4595808  0.50739433]","[ 1.02857757  0.96047235  0.97395563  2.14215493  1.65653801  1.43421149
  1.63874578  3.24452996  1.94469786  0.84531808  1.09676051  0.51766849
  0.61031842 10.97460175  0.59322786  1.36355019  0.9247334   1.22288942
  1.03507519  0.95622468  1.12909341  6.11680126  1.01759577  1.23836517
  0.87807465  0.90830922  1.80296445  1.42586708  0.62699914  1.1592114
  0.62701821  0.78540778  0.61026692  1.42783165  0.99032116  0.40778184
  0.56447577  0.67583013  0.76762772  1.28072143  1.06650853  0.9873755
  0.68268347  0.54883504  0.61143684  0.67284894  0.91036344  1.12898135
  0.940485    1.33298063  0.71582532  0.95499468  1.00410795  1.08107591
  0.4863131   0.83028293  0.61134577  0.92492914  0.70508432  0.65816259
  1.31755877  0.95403576  0.77932334  0.84470868  1.52161288  0.9874506
  1.1290462   2.14767456  0.76957726  1.05000734  2.4454248   0.83119202
  1.5841136   1.37794018  1.96121812  1.00302577  1.14458942  1.41129994
  1.69340539  1.7083385   1.16110921  1.99046683  1.69449902  1.70816302
  0.97285914  1.89562654  0.89452243  2.24149609  1.27157831  1.1280055
  1.66230035  1.17492652  1.53736663  0.9873147   0.97271299  0.64279866
  1.69237733  1.18258166  0.56353378  1.25404239]","[0.92031527 0.83618689 0.85596013 2.0219841  1.53318858 1.36637831
 1.43332911 3.14219046 1.87118673 0.7594614  1.01763773 0.49541593
 0.56345177 4.5612781  0.49143314 1.28384066 0.88512301 1.15482044
 0.98292708 0.90935636 1.00404119 6.03015757 0.95510244 1.13361287
 0.76868033 0.83019423 1.7284863  1.36336136 0.55800009 1.12094283
 0.5565269  0.7133007  0.56339669 1.34373164 0.89270282 0.37549376
 0.54884839 0.61693668 0.75200486 1.23846889 1.03773522 0.95617342
 0.6045754  0.5175879  0.56461191 0.61327434 0.8707397  1.06658864
 0.8703959  1.26366091 0.697505   0.90811729 0.85463595 1.06544924
 0.46569419 0.79902434 0.50194526 0.87107873 0.6232152  0.61029267
 1.27830791 0.91814065 0.73253512 0.78120065 1.4591012  0.94058037
 1.03063869 2.08516693 0.70483565 0.96315598 2.33683038 0.79995537
 1.47473526 1.30475187 1.89873266 0.94052005 1.06608748 1.13559222
 1.630898   1.59895945 1.1298492  1.92713928 1.61135793 1.67692471
 0.94865918 1.80188155 0.84164882 2.0704968  1.23437238 0.98251319
 1.61542201 1.14366937 1.48349929 0.93243909 0.92584419 0.62717986
 1.6142633  1.13069677 0.54691124 1.19152832]","[8.52131844e-03 3.82423401e-04 3.40080261e-02 2.50809193e-02
 2.51910686e-02 1.00016594e-03 1.02810860e-02 5.15699387e-03
 2.00128555e-03 0.00000000e+00 1.56257153e-02 0.00000000e+00
 0.00000000e+00 4.53187943e-01 1.56276226e-02 1.56219006e-02
 1.66251659e-02 1.56259537e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.50491905e-03 1.56233311e-02 1.66325569e-02
 3.12478542e-02 3.12500000e-02 3.12354565e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.66215897e-02 1.73232555e-02
 1.56247616e-02 0.00000000e+00 9.97543335e-04 0.00000000e+00
 1.56273842e-02 3.99708748e-03 1.56228542e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.56211853e-02
 0.00000000e+00 1.87747478e-02 1.39973164e-02 0.00000000e+00
 1.56250000e-02 3.12519073e-02 1.56297684e-02 1.56226158e-02
 1.56235695e-02 0.00000000e+00 0.00000000e+00 1.56309605e-02
 1.56202316e-02 1.56269073e-02 1.56230927e-02 1.56176090e-02
 9.97543335e-04 0.00000000e+00 4.07814980e-03 3.12495232e-02
 0.00000000e+00 0.00000000e+00 1.45583153e-02 1.56228542e-02
 3.12566757e-02 1.66184902e-02 1.56214237e-02 1.56168938e-02
 1.56290531e-02 2.27165222e-02 3.12445164e-02 1.56278610e-02
 7.00283051e-03 1.66163445e-02 1.56195164e-02 3.12643051e-02
 3.12600136e-02 1.56338215e-02 3.22551727e-02 1.56185627e-02
 4.57382202e-03 3.12442780e-02 3.12457085e-02 8.92739296e-02
 3.12452316e-02 1.09236717e-01 1.56240463e-02 1.56288147e-02
 1.66242123e-02 1.66237354e-02 3.12433243e-02 1.56188011e-02
 3.12473774e-02 1.66237354e-02 1.56285763e-02 1.56309605e-02]"
