,sample_size,kernel,weights,cor,res,time_outer,time_w,time_e
33,10,gaussian,"[ 0.02207524  0.06421011 -0.16426895 -0.00521612  0.35558662 -0.04459023
  0.11177011 -0.40567052 -0.42801466  0.06801321]","[0.15023028 0.10648426 0.11619415 0.11958086 0.07594629 0.02302983
 0.12279675 0.07531489 0.10238867 0.02021493]","[0.42488486 0.44675787 0.44190292 0.44020957 0.46202685 0.48848508
 0.43860162 0.46234255 0.44880567 0.48989254]","[0.03125715 0.04731321 0.10982394 0.06296062 0.04687834 0.06241632
 0.06901646 0.03127551 0.03124833 0.01604271]","[0.01562476 0.01302385 0.07858014 0.02516198 0.01561522 0.03128099
 0.04686928 0.         0.01562905 0.        ]","[0.         0.01562166 0.0312438  0.         0.         0.
 0.015625   0.0156548  0.01561928 0.00352526]"
34,10,gaussian,"[ 0.06997982 -0.01648831 -0.25007872  0.30139774  0.32769313  0.54325768
 -0.36971822  0.45477947 -0.81520677 -0.13104565]","[0.17280457 0.17097904 0.07954694 0.1707572  0.17330358 0.14891066
 0.16150938 0.16507237 0.14860909 0.14942261]","[0.41359772 0.41451048 0.46022653 0.4146214  0.41334821 0.42554467
 0.41924531 0.41746381 0.42569546 0.4252887 ]","[0.0337615  0.20400405 0.04731321 0.45489502 0.5692451  0.04730892
 0.04688454 0.06293941 0.34502006 0.3629787 ]","[0.01813388 0.04678273 0.         0.06254148 0.03580999 0.
 0.03125191 0.00702071 0.07803774 0.03125572]","[0.         0.10982108 0.01252055 0.32940793 0.47092628 0.03166199
 0.01563263 0.01565242 0.20749426 0.284832  ]"
35,10,gaussian,"[ 0.0868215  -0.20903744 -0.23456975  0.3038108   0.43685738 -0.27231301
  0.02032091  0.63292072 -0.64807932 -0.41743957]","[ 0.17060478  0.10595695  0.24885331  0.19196723  0.05783923  0.09188648
  0.22981326  0.04548867 -0.02432323  0.08548389]","[0.41469761 0.44702153 0.37557335 0.40401639 0.47108039 0.45405676
 0.38509337 0.47725567 0.51216162 0.45725806]","[0.02517009 0.046875   0.26695991 0.04731178 0.0941689  0.43929958
 0.05139542 0.04279923 0.09080362 0.01561785]","[0.         0.01562786 0.02464747 0.01564956 0.06292081 0.04892135
 0.00452352 0.01152015 0.05002546 0.        ]","[0.         0.01562285 0.1985178  0.01663876 0.         0.34349799
 0.01562262 0.         0.01562691 0.01561785]"
36,10,gaussian,"[ 0.13492085  0.33310767 -0.31547358 -0.04240529  0.58314356 -0.25261758
 -0.2769254   0.43775936 -0.37382039 -0.50121626]","[0.18228765 0.23271933 0.11189333 0.09983952 0.15626992 0.14329363
 0.20579691 0.07772141 0.00492866 0.03740237]","[0.40885617 0.38364033 0.44405334 0.45008024 0.42186504 0.42835319
 0.39710154 0.4611393  0.49753567 0.48129882]","[0.04689956 0.20401311 0.094203   0.04731917 0.33602905 0.36472297
 0.04730177 0.04690146 0.07856226 0.03125143]","[0.01562572 0.03716087 0.01562333 0.02817249 0.08383799 0.05593491
 0.         0.01562762 0.03128958 0.01562691]","[0.         0.09429741 0.01566839 0.         0.19648075 0.2212522
 0.03167129 0.01564837 0.01561761 0.01562452]"
37,10,gaussian,"[-0.0944665   0.43162952 -0.26560444  0.26487718  0.61904499 -0.14400992
 -0.51762218  0.61336573 -0.4546489  -0.43992684]","[0.17459412 0.08363721 0.16758161 0.25433427 0.11734134 0.07966865
 0.08308069 0.05795858 0.17040841 0.1354742 ]","[0.41270294 0.4581814  0.41620919 0.37283287 0.44132933 0.46016568
 0.45845966 0.47102071 0.41479579 0.4322629 ]","[0.04690218 0.14147401 0.42367983 0.25131679 0.15669465 0.08243585
 0.10981369 0.07856441 0.12543726 0.04461169]","[0.         0.03480434 0.06254697 0.06043601 0.03327703 0.03889465
 0.02513838 0.         0.03426957 0.02903605]","[0.         0.0377624  0.28259206 0.13945866 0.04689622 0.02717161
 0.01562738 0.01604128 0.01562643 0.01057792]"
38,10,gaussian,"[-0.19628497 -0.07393584 -0.10429997  0.01722584  0.20385068  0.13333482
 -0.12716385  0.95415177 -0.81070449 -0.82174599]","[0.17030151 0.09486515 0.21478813 0.22156204 0.15171675 0.14318334
 0.08844195 0.13011719 0.24818924 0.00647918]","[0.41484924 0.45256742 0.39260593 0.38921898 0.42414162 0.42840833
 0.45577903 0.43494141 0.37590538 0.49676041]","[0.04989648 0.06613517 0.09367537 0.09418297 0.40094399 0.40808558
 0.06351304 0.04630256 0.17278552 0.04688144]","[0.01402283 0.02769375 0.03124666 0.03779721 0.04629683 0.05692887
 0.03124881 0.0150249  0.04992008 0.03125787]","[0.         0.01942587 0.01552272 0.00951838 0.29020572 0.30838418
 0.01562119 0.01565313 0.07858539 0.01562357]"
39,10,gaussian,"[-0.07075144  0.46800577 -0.25843612 -0.25441157  0.49628553 -0.03747455
  0.0245122   0.36885136 -0.57490084 -0.54341826]","[0.17500237 0.20179099 0.17165978 0.12976289 0.19259074 0.1450854
 0.03459453 0.131167   0.03652268 0.01567032]","[0.41249882 0.39910451 0.41417011 0.43511855 0.40370463 0.4274573
 0.48270273 0.4344165  0.48173866 0.49216484]","[0.03419042 0.07858396 0.0629487  0.04688406 0.10982585 0.54912591
 0.06294179 0.50204158 0.04687715 0.04380512]","[0.01565099 0.         0.00352263 0.01562881 0.04691029 0.01562905
 0.03328538 0.01562524 0.01562142 0.01562381]","[0.         0.03777742 0.01562691 0.01562905 0.0030241  0.45140028
 0.01563311 0.40828061 0.01562452 0.02818131]"
40,10,gaussian,"[ 0.06402449 -0.11762605 -0.20635966 -0.16429504  0.88650352  0.12950272
  0.27611089  0.72124626 -0.37718176 -0.31552643]","[0.2003979  0.09268811 0.16630741 0.19529156 0.17121489 0.21657466
 0.12151848 0.08378221 0.03668423 0.04249433]","[0.39980105 0.45365595 0.41684629 0.40235422 0.41439255 0.39171267
 0.43924076 0.45810889 0.48165789 0.47875284]","[0.03166866 0.14056468 0.12591648 0.08010554 0.06293821 0.4392128
 0.06247854 0.04079938 0.06296086 0.03125167]","[0.01562691 0.03122759 0.05946183 0.         0.03064132 0.02264357
 0.01562643 0.         0.0035224  0.        ]","[0.         0.06250238 0.01605797 0.01757503 0.         0.29807496
 0.         0.02518773 0.02815866 0.01562214]"
41,10,gaussian,"[-0.03327493  0.00313481 -0.16000592 -0.09209664  0.64501041  0.14186346
  0.35591322  0.81377618 -0.57815812  0.09191   ]","[ 0.1943008   0.17950445  0.1596276   0.20937782  0.0353271   0.14455638
  0.08431891  0.09854627  0.13645778 -0.04386508]","[0.4028496  0.41024777 0.4201862  0.39531109 0.48233645 0.42772181
 0.45784054 0.45072686 0.43177111 0.52193254]","[0.0317018  0.10983038 0.10982609 0.0785768  0.07858348 0.0468812
 0.06295991 0.06294227 0.03124666 0.06295037]","[0.00302386 0.06252861 0.0785563  0.04691434 0.05843949 0.01562858
 0.04893327 0.01562381 0.01561642 0.01562333]","[0.         0.03125191 0.01562119 0.0211401  0.01561952 0.01562834
 0.01402664 0.02364421 0.         0.01604605]"
42,10,gaussian,"[-0.01059991  0.00192381 -0.18004429  0.00097428  0.2035732   0.04331897
  0.55360703  0.66390917 -0.28472295  0.20297665]","[0.18289256 0.19708597 0.13677555 0.1207744  0.15503404 0.0584882
 0.07094743 0.1377074  0.03245105 0.11983141]","[0.40855372 0.40145702 0.43161222 0.4396128  0.42248298 0.4707559
 0.46452629 0.4311463  0.48377447 0.4400843 ]","[0.04733491 0.07857418 0.08998346 0.07856941 0.11317754 0.10984111
 0.04687762 0.47657514 0.06294084 0.39240026]","[0.00452423 0.         0.05086637 0.04226971 0.04686999 0.01965427
 0.03125548 0.04691553 0.02464271 0.0619359 ]","[0.         0.04177332 0.01562166 0.01562881 0.01596522 0.03124833
 0.         0.33248734 0.0156548  0.22675538]"
43,10,gaussian,"[-0.01294821  0.31680196 -0.1871666  -0.30084079  0.45044108  0.5740962
  0.08359445  0.67185291 -0.25554628 -0.14083612]","[0.20259268 0.11885175 0.17814507 0.18696098 0.20299328 0.06293271
 0.11502202 0.05279253 0.0870459  0.02805756]","[0.39870366 0.44057413 0.41092746 0.40651951 0.39850336 0.46853364
 0.44248899 0.47360374 0.45647705 0.48597122]","[0.01562357 0.10822725 0.09830546 0.07854915 0.50579476 0.10982537
 0.0942142  0.01562119 0.03170633 0.04687715]","[0.01562357 0.01563048 0.06705022 0.         0.05647135 0.03526354
 0.06296158 0.         0.02418113 0.03125072]","[0.         0.03170443 0.03125525 0.02615595 0.31426144 0.
 0.03125262 0.01562119 0.         0.01562643]"
44,10,gaussian,"[-0.0644604   0.11682083 -0.09652311 -0.49138577  0.44286933  0.18807139
  0.76241449  0.77866509 -0.24193382  0.36658923]","[0.23267407 0.21161724 0.14663467 0.13133855 0.05466503 0.11159899
 0.12668549 0.16985848 0.13625437 0.06475396]","[0.38366297 0.39419138 0.42668267 0.43433073 0.47266748 0.44420051
 0.43665726 0.41507076 0.43187281 0.46762302]","[0.01562977 0.10983133 0.11134839 0.04690504 0.09421492 0.47098327
 0.36116886 0.03125644 0.06294847 0.03125358]","[0.         0.04231095 0.02817392 0.01561666 0.02415633 0.03777361
 0.01864862 0.         0.03677249 0.03125358]","[0.         0.01561522 0.00502372 0.01565862 0.00752735 0.33496165
 0.26081276 0.         0.01052594 0.        ]"
45,10,gaussian,"[ 0.03458305 -0.30738818 -0.14104883 -0.38740319 -0.22057138  0.27839725
  1.08023353  0.25001949 -0.246274   -0.0021801 ]","[0.117847   0.24124819 0.13204331 0.15412002 0.18236143 0.14159129
 0.17023533 0.1287334  0.04877282 0.16961518]","[0.4410765  0.37937591 0.43397834 0.42293999 0.40881929 0.42920435
 0.41488234 0.4356333  0.47561359 0.41519241]","[0.07990241 0.0625267  0.09420419 0.07857323 0.61205196 0.0549202
 0.61208582 0.02817202 0.04687548 0.41665554]","[0.04805923 0.01562166 0.01562285 0.         0.06534219 0.00801897
 0.07858157 0.01565289 0.01562023 0.03777218]","[0.         0.04690504 0.04733682 0.016047   0.50091553 0.01564717
 0.45494604 0.01251912 0.01562715 0.32246709]"
46,10,gaussian,"[ 0.07814623 -0.14999592 -0.17860121  0.02656462 -0.47206797  0.10705958
  0.65422996  0.2992956   0.10931629  0.41978794]","[0.2107935  0.20724229 0.1065809  0.15848493 0.09398755 0.12324668
 0.1361143  0.09282478 0.07508888 0.00083615]","[0.39460325 0.39637885 0.44670955 0.42075753 0.45300622 0.43837666
 0.43194285 0.45358761 0.46245556 0.49958193]","[0.0312469  0.12585974 0.09678888 0.04690123 0.07858014 0.39241266
 0.078578   0.03125453 0.04731846 0.06291747]","[0.01562381 0.07505202 0.0342989  0.01562214 0.03127432 0.09419847
 0.         0.         0.03166556 0.02015233]","[0.         0.0316658  0.0312531  0.01565552 0.02264833 0.23728657
 0.         0.01563144 0.01565289 0.01562047]"
47,10,gaussian,"[ 0.01921596 -0.31924501 -0.03992931  0.01146239 -0.27049541  0.37818296
  0.49756552  0.22978735 -0.02455242  0.7047664 ]","[ 0.14821767  0.14045692  0.22133563  0.12536989  0.14869247  0.05051343
  0.12775481  0.13512646 -0.01645612  0.08360937]","[0.42589117 0.42977154 0.38933218 0.43731506 0.42565376 0.47474328
 0.43612259 0.43243677 0.50822806 0.45819532]","[0.03125072 0.06294894 0.20403171 0.40929198 0.01764894 0.06252861
 0.06294966 0.04731297 0.04687548 0.04732203]","[0.         0.01561809 0.07854819 0.07814479 0.         0.01563597
 0.00802374 0.00201774 0.01563048 0.02015114]","[0.         0.01604724 0.04027843 0.28205347 0.01764894 0.01565695
 0.03128028 0.         0.03124499 0.01151896]"
48,10,gaussian,"[ 0.1458378  -0.18214756 -0.07485476 -0.52584731 -0.83643918  0.22558202
  0.4749752  -0.05181962  0.21884819  0.52560941]","[0.12652303 0.10849945 0.08095555 0.16906964 0.11921319 0.18745905
 0.12493396 0.12013912 0.01877019 0.04579272]","[0.43673849 0.44575028 0.45952223 0.41546518 0.44039341 0.40627048
 0.43753302 0.43993044 0.4906149  0.47710364]","[0.03125072 0.06295514 0.07858777 0.07858872 0.06294942 0.09729934
 0.05943131 0.04731965 0.07802129 0.03125167]","[0.         0.0156281  0.03068447 0.01605034 0.04733729 0.03128219
 0.02814388 0.01565337 0.03114486 0.01562333]","[0.         0.01604748 0.0312531  0.0156343  0.         0.05039454
 0.01565623 0.         0.01563215 0.01562834]"
49,10,gaussian,"[ 0.1651553  -0.46290946 -0.03267783  0.07949093 -0.44722635  0.05720655
  0.28627574 -0.68270956  0.37038189  0.52263063]","[0.12539626 0.10687337 0.11045275 0.14849585 0.15325031 0.08745598
 0.0478759  0.08854162 0.15052213 0.21680143]","[0.43730187 0.44656331 0.44477362 0.42575208 0.42337485 0.45627201
 0.47606205 0.45572919 0.42473893 0.39159928]","[0.03166962 0.04688001 0.07857037 0.06294036 0.05589795 0.04690099
 0.06293511 0.04687357 0.41011071 0.07815194]","[0.00652313 0.         0.02814293 0.01865053 0.         0.
 0.03165603 0.         0.08368111 0.03127742]","[0.         0.01562643 0.0156498  0.01562381 0.01562166 0.01565623
 0.01562667 0.         0.30912519 0.03125358]"
50,10,gaussian,"[ 0.26042635 -0.60956485 -0.07145287  0.52959114 -0.69229592  0.0965208
 -0.40527428 -0.11538044  0.62110837  0.23519083]","[0.12503062 0.1361804  0.06719128 0.10324034 0.18706296 0.0644191
 0.08673017 0.1001097  0.05288702 0.33442376]","[0.43748469 0.4319098  0.46640436 0.44837983 0.40646852 0.46779045
 0.45663491 0.44994515 0.47355649 0.33278812]","[0.03128314 0.04730701 0.17735577 0.06250215 0.06252408 0.07858872
 0.10982227 0.06296253 0.06249213 0.25134826]","[0.03128314 0.         0.09421301 0.         0.01562285 0.01562619
 0.02415204 0.03167343 0.01564097 0.03178549]","[0.         0.01562881 0.03124714 0.01563072 0.01565385 0.03125834
 0.0312767  0.01563358 0.03124738 0.15674376]"
51,10,gaussian,"[-0.07141707 -0.60385784  0.02221879  0.13209101  0.35415411 -0.06665959
  0.39361214  0.24825118  0.28571016  0.02233837]","[ 0.15780093  0.09676627  0.0990965   0.12172282  0.20907487  0.10007621
  0.07806745  0.24485497  0.11658137 -0.00293893]","[0.42109954 0.45161686 0.45045175 0.43913859 0.39546257 0.4499619
 0.46096627 0.37757251 0.44170932 0.50146947]","[0.03124261 0.13499761 0.07854724 0.10982847 0.0941875  0.04839373
 0.06253481 0.04732084 0.01562834 0.05051279]","[0.01562262 0.05681992 0.04427481 0.05389118 0.04627085 0.0327673
 0.03128219 0.         0.         0.03158092]","[0.         0.01565647 0.01562262 0.01562834 0.01562643 0.01562643
 0.0156281  0.01604629 0.01562834 0.01352835]"
52,10,gaussian,"[ 0.16410518 -0.16075023 -0.12133554 -0.29163643  0.1841023  -0.2210631
  0.62162208 -0.19821026  0.21069233  0.58813039]","[ 0.16795157  0.18403699  0.12503409  0.10737498 -0.03085476  0.09533404
  0.13303312  0.11537422  0.08933011  0.03567804]","[0.41602422 0.4079815  0.43748296 0.44631251 0.51542738 0.45233298
 0.43348344 0.44231289 0.45533495 0.48216098]","[0.03125    0.3767941  0.1258769  0.06250715 0.12590265 0.07855773
 0.06253386 0.04732037 0.10982108 0.07858324]","[0.01562262 0.09070945 0.01562858 0.01563239 0.01004696 0.03328252
 0.03124928 0.00802469 0.07815075 0.00452471]","[0.         0.23527455 0.04730797 0.0312531  0.04179859 0.03124905
 0.01562762 0.00801969 0.         0.03126359]"
53,10,gaussian,"[ 0.11755348 -0.37194181 -0.02830055  0.07932764  1.04385326  0.43962543
 -0.1774285  -0.1976523  -0.08707361  0.11853944]","[0.16856845 0.16714786 0.14076457 0.09923026 0.08025345 0.20208909
 0.11034673 0.11847274 0.15549503 0.15773668]","[0.41571577 0.41642607 0.42961772 0.45038487 0.45987327 0.39895545
 0.44482664 0.44076363 0.42225248 0.42113166]","[0.04729366 0.07815719 0.18840337 0.10981607 0.06295037 0.0785861
 0.07805848 0.04687786 0.03152466 0.40803766]","[0.03124928 0.03124785 0.08820844 0.04687881 0.0191431  0.05643439
 0.04680514 0.01562858 0.00566888 0.07057047]","[0.         0.         0.07754946 0.0473175  0.01252294 0.01562905
 0.01560378 0.         0.00952125 0.23530006]"
54,10,gaussian,"[ 0.08990217 -0.47887744 -0.07608237  0.07241236  0.42397055 -0.3132159
  0.41019308 -0.16540372  0.28155043 -0.17286586]","[0.18732097 0.1324442  0.09964278 0.12980534 0.13651057 0.07868086
 0.08675575 0.15057415 0.12658632 0.10954072]","[0.40633952 0.4337779  0.45017861 0.43509733 0.43174472 0.46065957
 0.45662212 0.42471293 0.43670684 0.44522964]","[0.03123808 0.10473394 0.12546325 0.07858181 0.10983253 0.07857609
 0.06297636 0.06251287 0.06192303 0.06295514]","[0.01561236 0.05840969 0.03330326 0.0160532  0.07857728 0.05142379
 0.01052618 0.01562071 0.03064942 0.024652  ]","[0.         0.01504946 0.04527497 0.01563263 0.01563191 0.01563001
 0.01563597 0.01562667 0.01565027 0.02265143]"
55,10,gaussian,"[ 0.30555014 -0.59682056 -0.07373391  0.24450986  0.68456294 -0.18320304
 -0.18267032  0.18370068  0.31981645  0.09772442]","[0.19759015 0.17847959 0.14587096 0.1677337  0.19677365 0.11611555
 0.1270969  0.10253794 0.10907231 0.02063561]","[0.40120492 0.4107602  0.42706452 0.41613315 0.40161317 0.44194222
 0.43645155 0.44873103 0.44546384 0.4896822 ]","[0.03124046 0.04690266 0.06296062 0.5991354  0.04729795 0.37637496
 0.06294179 0.0629425  0.04687643 0.0629468 ]","[0.         0.         0.01566339 0.10382867 0.01152325 0.04892826
 0.03577209 0.036798   0.01563239 0.04630232]","[0.         0.01565146 0.01915574 0.45511627 0.01562333 0.28055763
 0.0271697  0.0261445  0.         0.01664448]"
56,10,gaussian,"[ 0.23299096 -0.18107113 -0.17624744  0.18494291  0.54463244 -0.20670184
  0.28940344  0.16114936  0.49600786  0.09373187]","[ 0.13110147  0.17595173  0.18288526  0.16791472  0.13590008  0.16428673
  0.10910647  0.09689838  0.04991237 -0.02152831]","[0.43444926 0.41202413 0.40855737 0.41604264 0.43204996 0.41785663
 0.44544676 0.45155081 0.47504381 0.51076415]","[0.09420729 0.06291294 0.37584162 0.07205725 0.07856917 0.20402479
 0.07857084 0.07855964 0.06286693 0.04688191]","[0.04031157 0.01863813 0.02814913 0.02515197 0.01562524 0.06252313
 0.03166318 0.02613974 0.0156517  0.01563001]","[0.         0.01563334 0.28517723 0.03128743 0.01604438 0.08759475
 0.03127146 0.02113938 0.01403856 0.01562572]"
57,10,gaussian,"[ 0.246569   -0.5229356  -0.17431766  0.79963289  0.18068149 -0.28062553
 -0.27411085  0.53805791  0.45738103 -0.08103222]","[0.16217194 0.18515305 0.15063705 0.20839134 0.16393846 0.10657083
 0.21141757 0.02092475 0.07913342 0.08405109]","[0.41891403 0.40742348 0.42468148 0.39580433 0.41803077 0.44671458
 0.39429121 0.48953763 0.46043329 0.45797446]","[0.01565313 0.07857347 0.45488858 0.50174356 0.09419942 0.07858372
 0.06291723 0.06252623 0.04732347 0.03125191]","[0.         0.         0.0468781  0.07210112 0.04687977 0.03126311
 0.02864599 0.01565719 0.0383029  0.        ]","[0.         0.04687667 0.3137908  0.35722709 0.04731965 0.0125258
 0.01562691 0.01561928 0.00902057 0.01562786]"
58,10,gaussian,"[ 0.23436522 -0.07466492 -0.23201252  0.48438733  0.12586949 -0.42212841
 -0.64904819  0.10974896  0.38026066 -0.65533394]","[0.18580431 0.15382995 0.14126124 0.13909726 0.10919003 0.14573508
 0.07709556 0.11994272 0.14463497 0.03687781]","[0.40709785 0.42308502 0.42936938 0.43045137 0.44540499 0.42713246
 0.46145222 0.44002864 0.42768251 0.4815611 ]","[0.0312767  0.45810103 0.4480443  0.12585974 0.03125334 0.09417939
 0.03166866 0.01562262 0.02514029 0.03127527]","[0.         0.08365679 0.03124452 0.02367139 0.         0.02866888
 0.01252079 0.         0.00951958 0.01562738]","[0.         0.32753611 0.3543117  0.0306685  0.01563048 0.04686427
 0.01562428 0.01562262 0.         0.        ]"
59,10,gaussian,"[ 0.10569455 -0.24382072 -0.07934985  0.40657485 -0.08427792  0.04903425
 -0.59058539 -0.3176688   0.85732254 -0.08610142]","[0.18957731 0.14032367 0.13990251 0.07420555 0.11315239 0.16064845
 0.13875577 0.17943211 0.09383934 0.03870911]","[0.40521135 0.42983816 0.43004874 0.46289722 0.44342381 0.41967578
 0.43062211 0.41028394 0.45308033 0.48064545]","[0.01561975 0.1098218  0.04689813 0.07858229 0.09420061 0.40803385
 0.07856488 0.03166175 0.04687619 0.03170848]","[0.01561975 0.04687428 0.         0.03126311 0.02865195 0.05180907
 0.04529953 0.         0.01563191 0.        ]","[0.         0.         0.         0.         0.01863813 0.30482721
 0.01562405 0.01562524 0.01562524 0.03170848]"
60,10,gaussian,"[ 0.17755927 -0.35587937 -0.10639175 -0.13925893  0.17016543 -0.27175953
  0.11035363  0.27652374  0.34527975 -0.86802225]","[0.17471974 0.13677552 0.10526415 0.16436645 0.18150721 0.01946718
 0.13267046 0.11464334 0.08604681 0.09341701]","[0.41264013 0.43161224 0.44736793 0.41781677 0.40924639 0.49026641
 0.43366477 0.44267833 0.45697659 0.4532915 ]","[0.01562786 0.62809896 0.06249547 0.04689765 0.59642601 0.04729128
 0.04687405 0.06294727 0.03124714 0.01152396]","[0.         0.04729271 0.01561999 0.         0.03266716 0.01562405
 0.         0.03127623 0.0156188  0.        ]","[0.         0.47407722 0.04687548 0.         0.48779416 0.01562428
 0.015625   0.01604414 0.01562834 0.01152396]"
61,10,gaussian,"[ 0.24182359 -0.1511331  -0.14403186 -0.36460224  0.51157641  0.10415736
  0.18299413  0.38992587 -0.41682816 -0.15395343]","[0.11838628 0.10501034 0.08836065 0.15968743 0.08350522 0.06378627
 0.09925738 0.10096931 0.08185558 0.16347144]","[0.44080686 0.44749483 0.45581968 0.42015629 0.45824739 0.46810686
 0.45037131 0.44951535 0.45907221 0.41826428]","[0.07859039 0.14288545 0.06296015 0.32946825 0.1258688  0.12545872
 0.06290579 0.07815123 0.04080343 0.34550452]","[0.03167915 0.00151944 0.         0.08317876 0.05132103 0.02165484
 0.01562524 0.01565242 0.02514696 0.05434728]","[0.         0.07874346 0.01604438 0.20512819 0.02767205 0.03124952
 0.01562119 0.03125072 0.01565647 0.21922588]"
62,10,gaussian,"[-0.00955582 -0.15237939 -0.11504027  0.42566616  1.14168758 -0.37801961
 -0.13459618  0.14220767 -0.31416732 -0.34829118]","[0.14209474 0.1041413  0.08217977 0.02628689 0.16901184 0.176973
 0.16442722 0.12751454 0.04257321 0.06050156]","[0.42895263 0.44792935 0.45891012 0.48685655 0.41549408 0.4115135
 0.41778639 0.43624273 0.4787134  0.46974922]","[0.04687691 0.1213522  0.12547851 0.06248999 0.08618331 0.12749386
 0.03455448 0.06295013 0.0473156  0.03125358]","[0.         0.00552344 0.04892778 0.01562428 0.00803423 0.01767206
 0.01645422 0.0382967  0.01562285 0.01563048]","[0.01562452 0.05739474 0.01562452 0.01561761 0.01565003 0.042804
 0.01561546 0.00902295 0.01604462 0.01562309]"
63,10,gaussian,"[ 0.08947862 -0.14375249 -0.11984562 -0.14893565  1.32991789 -0.04268525
  0.06705983 -0.02305107 -0.7545587   0.17539137]","[0.17962038 0.15114346 0.01573733 0.129139   0.13922411 0.23765662
 0.14696098 0.15040495 0.0283781  0.1289656 ]","[0.41018981 0.42442827 0.49213133 0.4354305  0.43038794 0.38117169
 0.42651951 0.42479753 0.48581095 0.4355172 ]","[0.03166032 0.14106035 0.12535501 0.06250501 0.06252599 0.14147758
 0.06253195 0.09418797 0.04733515 0.01562262]","[0.0156188  0.         0.07205176 0.03125143 0.         0.04728436
 0.03127623 0.01664352 0.03680539 0.        ]","[0.         0.05338717 0.01552987 0.01562357 0.         0.03125763
 0.0156281  0.01562595 0.01052976 0.01562262]"
64,10,gaussian,"[-0.19789757 -0.08004414  0.04753553 -0.54935916  0.94913194 -0.32314233
  0.34830469  0.32658523 -0.71543177  0.26702509]","[0.19168933 0.12546583 0.14123617 0.16183751 0.2123923  0.1842268
 0.07248448 0.04394066 0.15886618 0.04930796]","[0.40415534 0.43726709 0.42938192 0.41908125 0.39380385 0.4078866
 0.46375776 0.47802967 0.42056691 0.47534602]","[0.0312736  0.10982776 0.06293774 0.3607111  0.04630303 0.109833
 0.07857394 0.06570387 0.43933153 0.01562214]","[0.01565313 0.         0.         0.03125501 0.01566029 0.05592728
 0.04690218 0.         0.07607675 0.        ]","[0.         0.0489018  0.02364302 0.22004128 0.01501989 0.03828406
 0.03167176 0.01841259 0.32448506 0.01562214]"
65,10,gaussian,"[-0.0976338  -0.09141493  0.02994656 -0.27212611  0.79104768 -0.48886019
 -0.03178022  0.20316279 -0.33949092  0.46613484]","[ 0.19994727  0.14511535  0.04567812  0.21542883  0.15846387  0.14876514
  0.084591    0.04784559  0.03664133 -0.05072197]","[0.40002636 0.42744233 0.47716094 0.39228559 0.42076807 0.42561743
 0.4577045  0.47607721 0.48167934 0.52536099]","[0.01562142 0.09419513 0.10983944 0.04733419 0.07854629 0.61210966
 0.03125024 0.06295943 0.03125334 0.04731631]","[0.         0.01102376 0.04230475 0.01565647 0.04686975 0.10073972
 0.01562309 0.03167534 0.         0.02467322]","[0.         0.03124881 0.01562762 0.01714778 0.01562619 0.42330074
 0.01562715 0.         0.01562238 0.00702   ]"
66,10,gaussian,"[ 0.08561262 -0.10061346 -0.17134069 -0.04791068  0.40243437 -0.11858853
 -0.2777296   0.22113753 -0.80014151  0.05646719]","[ 0.19406474  0.11090612  0.16184376  0.21306795  0.13608972 -0.03295145
  0.05090596  0.06472789  0.05183377  0.04736768]","[0.40296763 0.44454694 0.41907812 0.39346602 0.43195514 0.51647572
 0.47454702 0.46763606 0.47408311 0.47631616]","[0.06293845 0.1098156  0.09419394 0.06292772 0.04687309 0.04732418
 0.03124785 0.03169298 0.07964396 0.03127432]","[0.01502109 0.02115345 0.0553968  0.01564765 0.0156076  0.
 0.         0.         0.01561999 0.        ]","[0.         0.03124404 0.03127503 0.         0.         0.00501919
 0.01562572 0.01604033 0.01562476 0.01565266]"
67,10,gaussian,"[-0.29293539  0.18565135 -0.03717667  0.05394898 -0.07772699 -0.42008402
 -0.10748985  0.30301327 -0.66619693  0.00382929]","[0.17202081 0.20756183 0.18341383 0.10117519 0.08500073 0.09119024
 0.10394714 0.09856245 0.11294244 0.05277747]","[0.41398959 0.39621908 0.40829309 0.44941241 0.45749963 0.45440488
 0.44802643 0.45071877 0.44352878 0.47361126]","[0.03166819 0.10984588 0.07811856 0.05891895 0.06295466 0.04687333
 0.06297851 0.04728317 0.07853651 0.03124881]","[0.01562858 0.04480171 0.01562023 0.0276444  0.01565385 0.04687333
 0.01554537 0.00952291 0.03476501 0.        ]","[0.         0.0312469  0.         0.01564646 0.01563048 0.
 0.         0.03124046 0.01562309 0.        ]"
68,10,gaussian,"[-0.12654872 -0.28859091  0.12313715  0.36988753  0.26491725 -0.45300033
  0.02863867  0.12683831 -0.41786976 -0.04081483]","[0.07027595 0.20604746 0.11966955 0.10016676 0.03986693 0.14392333
 0.13192533 0.01885694 0.0307326  0.07615203]","[0.46486202 0.39697627 0.44016523 0.44991662 0.48006654 0.42803834
 0.43403733 0.49057153 0.4846337  0.46192398]","[0.06295419 0.0625     0.04730844 0.06295514 0.08364749 0.32949591
 0.04728937 0.03407311 0.07857442 0.03125215]","[0.00302744 0.01562119 0.015625   0.01605058 0.0312469  0.05491829
 0.         0.01563025 0.04581451 0.01562738]","[0.         0.01562977 0.         0.0156281  0.01562333 0.20565772
 0.01562738 0.015625   0.01562595 0.01562476]"
