,AV,SD,IR,VaR,MDD,P2T,P2P,P2PL,Calmar,Stability,Omega,Sortino,TailRatio,CSR,Kurtosis
1asset,20.53,42.47,0.48,0.2,-1.79,348.0,,746.0,0.11,0.0,1.09,0.72,1.09,1.18,3.69
5assets,27.32,45.47,0.6,0.21,-1.47,121.0,,746.0,0.19,0.55,1.11,0.86,0.98,1.09,6.04
10assets,21.16,39.66,0.53,0.18,-1.23,336.0,,746.0,0.17,0.29,1.1,0.76,1.01,1.11,5.27
30assets,-9.36,43.85,-0.21,0.2,-1.99,400.0,,746.0,-0.05,0.49,0.96,-0.29,0.82,0.79,1.61
