,assets,sparsity,overall_while,cvg_w,cvg_e,w,e,cor,res
26,10,1.0,500,10,100,"[[-0.32776232 -0.94727357 -0.05224377 -0.68148712  0.05432883  0.01339865
  -0.09430512 -0.03593204 -0.09966269]
 [-0.67991585  0.21994726  1.39958432  0.60611136  0.74299799  0.56526073
   0.24578551 -0.16059413  0.36453166]
 [-0.61049174  0.56794613 -0.62511198 -0.17690839 -0.08837982 -0.18523844
   0.18871258 -0.0471429   0.11859471]
 [-0.15583381 -0.23479188  0.02217024  0.6992289  -0.61620424  0.1117694
   0.26699981  0.48658117 -3.05367555]
 [ 0.01179685 -0.13218111 -0.11023533  0.19969791  0.20858769 -1.98382488
   1.81337791 -1.6858727  -0.39005295]
 [-0.06406804 -0.25588021 -0.27665014  0.53802232  0.99906983 -1.00083279
  -0.91242507  0.96588183  0.38731701]
 [-0.0815845  -0.43217014 -0.16509262  0.72499825 -1.20017777  0.06432608
   0.4124601   0.13841265  2.79487223]
 [-0.06257631 -0.05172681 -0.02484665  0.26903908 -0.1697286  -0.02217429
  -2.06763215 -1.79802411 -0.32623571]
 [ 0.06777346 -0.31521271 -0.85568324  0.34477153  0.84031726  1.56962092
   0.3792541  -0.21557247 -0.09294191]]","[[ 2.75784408e-04 -4.54647933e-02 -7.12825301e-02 ...  7.65430432e-02
   5.22010585e-02  1.59333759e+00]
 [ 2.49584896e-04  7.25732454e-02 -5.30933355e-02 ...  9.85762160e-02
   3.22389499e-01 -1.44593088e-01]
 [ 2.45031153e-04  2.92474739e-02  1.35748128e-01 ... -1.01183342e-01
  -2.29671048e-01 -2.54008323e-01]
 ...
 [ 2.65286505e-04 -3.68349109e-02  7.17670673e-02 ... -6.31552742e-02
  -2.17097462e-02  6.94667240e-01]
 [ 2.68142764e-04 -1.87299922e-02 -6.72899293e-02 ...  2.28984223e-01
  -9.43750655e-02 -6.12062744e-01]
 [ 2.60455061e-04 -1.56494334e-02  9.70549261e-03 ... -1.33956192e-01
  -1.31266554e-01 -2.16660624e-01]]","[0.07970067 0.33923832 0.52517192 0.87614209 0.8334585  0.64231927
 0.75043017 0.93246589 0.1789545 ]","[0.46014967 0.33038084 0.23741404 0.06192895 0.08327075 0.17884036
 0.12478491 0.03376706 0.41052275]"
27,10,1.0,500,10,10,"[[-0.32776232 -0.94727357 -0.05224377 -0.68148712  0.05432883  0.01339865
  -0.09430512 -0.03593204 -0.09966269]
 [-0.67991585  0.21994726  1.39958432  0.60611136  0.74299799  0.56526073
   0.24578551 -0.16059413  0.36453166]
 [-0.61049174  0.56794613 -0.62511198 -0.17690839 -0.08837982 -0.18523844
   0.18871258 -0.0471429   0.11859471]
 [-0.15583381 -0.23479188  0.02217024  0.6992289  -0.61620424  0.1117694
   0.26699981  0.48658117 -3.05367555]
 [ 0.01179685 -0.13218111 -0.11023533  0.19969791  0.20858769 -1.98382488
   1.81337791 -1.6858727  -0.39005295]
 [-0.06406804 -0.25588021 -0.27665014  0.53802232  0.99906983 -1.00083279
  -0.91242507  0.96588183  0.38731701]
 [-0.0815845  -0.43217014 -0.16509262  0.72499825 -1.20017777  0.06432608
   0.4124601   0.13841265  2.79487223]
 [-0.06257631 -0.05172681 -0.02484665  0.26903908 -0.1697286  -0.02217429
  -2.06763215 -1.79802411 -0.32623571]
 [ 0.06777346 -0.31521271 -0.85568324  0.34477153  0.84031726  1.56962092
   0.3792541  -0.21557247 -0.09294191]]","[[ 2.75784408e-04 -4.54647933e-02 -7.12825301e-02 ...  7.65430432e-02
   5.22010585e-02  1.59333759e+00]
 [ 2.49584896e-04  7.25732454e-02 -5.30933355e-02 ...  9.85762160e-02
   3.22389499e-01 -1.44593088e-01]
 [ 2.45031153e-04  2.92474739e-02  1.35748128e-01 ... -1.01183342e-01
  -2.29671048e-01 -2.54008323e-01]
 ...
 [ 2.65286505e-04 -3.68349109e-02  7.17670673e-02 ... -6.31552742e-02
  -2.17097462e-02  6.94667240e-01]
 [ 2.68142764e-04 -1.87299922e-02 -6.72899293e-02 ...  2.28984223e-01
  -9.43750655e-02 -6.12062744e-01]
 [ 2.60455061e-04 -1.56494334e-02  9.70549261e-03 ... -1.33956192e-01
  -1.31266554e-01 -2.16660624e-01]]","[0.07970067 0.33923832 0.52517192 0.87614209 0.8334585  0.64231927
 0.75043017 0.93246589 0.1789545 ]","[0.46014967 0.33038084 0.23741404 0.06192895 0.08327075 0.17884036
 0.12478491 0.03376706 0.41052275]"
28,10,1.0,100,100,100,"[[-0.32776232 -0.94727357 -0.05224377 -0.68148712  0.05432883  0.01339865
  -0.09430512 -0.03593204 -0.09966269]
 [-0.67991585  0.21994726  1.39958432  0.60611136  0.74299799  0.56526073
   0.24578551 -0.16059413  0.36453166]
 [-0.61049174  0.56794613 -0.62511198 -0.17690839 -0.08837982 -0.18523844
   0.18871258 -0.0471429   0.11859471]
 [-0.15583381 -0.23479188  0.02217024  0.6992289  -0.61620424  0.1117694
   0.26699981  0.48658117 -3.05367555]
 [ 0.01179685 -0.13218111 -0.11023533  0.19969791  0.20858769 -1.98382488
   1.81337791 -1.6858727  -0.39005295]
 [-0.06406804 -0.25588021 -0.27665014  0.53802232  0.99906983 -1.00083279
  -0.91242507  0.96588183  0.38731701]
 [-0.0815845  -0.43217014 -0.16509262  0.72499825 -1.20017777  0.06432608
   0.4124601   0.13841265  2.79487223]
 [-0.06257631 -0.05172681 -0.02484665  0.26903908 -0.1697286  -0.02217429
  -2.06763215 -1.79802411 -0.32623571]
 [ 0.06777346 -0.31521271 -0.85568324  0.34477153  0.84031726  1.56962092
   0.3792541  -0.21557247 -0.09294191]]","[[ 2.75784408e-04 -4.54647933e-02 -7.12825301e-02 ...  7.65430432e-02
   5.22010585e-02  1.59333759e+00]
 [ 2.49584896e-04  7.25732454e-02 -5.30933355e-02 ...  9.85762160e-02
   3.22389499e-01 -1.44593088e-01]
 [ 2.45031153e-04  2.92474739e-02  1.35748128e-01 ... -1.01183342e-01
  -2.29671048e-01 -2.54008323e-01]
 ...
 [ 2.65286505e-04 -3.68349109e-02  7.17670673e-02 ... -6.31552742e-02
  -2.17097462e-02  6.94667240e-01]
 [ 2.68142764e-04 -1.87299922e-02 -6.72899293e-02 ...  2.28984223e-01
  -9.43750655e-02 -6.12062744e-01]
 [ 2.60455061e-04 -1.56494334e-02  9.70549261e-03 ... -1.33956192e-01
  -1.31266554e-01 -2.16660624e-01]]","[0.07970067 0.33923832 0.52517192 0.87614209 0.8334585  0.64231927
 0.75043017 0.93246589 0.1789545 ]","[0.46014967 0.33038084 0.23741404 0.06192895 0.08327075 0.17884036
 0.12478491 0.03376706 0.41052275]"
29,10,1.0,100,100,10,"[[-0.32776232 -0.94727357 -0.05224377 -0.68148712  0.05432883  0.01339865
  -0.09430512 -0.03593204 -0.09966269]
 [-0.67991585  0.21994726  1.39958432  0.60611136  0.74299799  0.56526073
   0.24578551 -0.16059413  0.36453166]
 [-0.61049174  0.56794613 -0.62511198 -0.17690839 -0.08837982 -0.18523844
   0.18871258 -0.0471429   0.11859471]
 [-0.15583381 -0.23479188  0.02217024  0.6992289  -0.61620424  0.1117694
   0.26699981  0.48658117 -3.05367555]
 [ 0.01179685 -0.13218111 -0.11023533  0.19969791  0.20858769 -1.98382488
   1.81337791 -1.6858727  -0.39005295]
 [-0.06406804 -0.25588021 -0.27665014  0.53802232  0.99906983 -1.00083279
  -0.91242507  0.96588183  0.38731701]
 [-0.0815845  -0.43217014 -0.16509262  0.72499825 -1.20017777  0.06432608
   0.4124601   0.13841265  2.79487223]
 [-0.06257631 -0.05172681 -0.02484665  0.26903908 -0.1697286  -0.02217429
  -2.06763215 -1.79802411 -0.32623571]
 [ 0.06777346 -0.31521271 -0.85568324  0.34477153  0.84031726  1.56962092
   0.3792541  -0.21557247 -0.09294191]]","[[ 2.75784408e-04 -4.54647933e-02 -7.12825301e-02 ...  7.65430432e-02
   5.22010585e-02  1.59333759e+00]
 [ 2.49584896e-04  7.25732454e-02 -5.30933355e-02 ...  9.85762160e-02
   3.22389499e-01 -1.44593088e-01]
 [ 2.45031153e-04  2.92474739e-02  1.35748128e-01 ... -1.01183342e-01
  -2.29671048e-01 -2.54008323e-01]
 ...
 [ 2.65286505e-04 -3.68349109e-02  7.17670673e-02 ... -6.31552742e-02
  -2.17097462e-02  6.94667240e-01]
 [ 2.68142764e-04 -1.87299922e-02 -6.72899293e-02 ...  2.28984223e-01
  -9.43750655e-02 -6.12062744e-01]
 [ 2.60455061e-04 -1.56494334e-02  9.70549261e-03 ... -1.33956192e-01
  -1.31266554e-01 -2.16660624e-01]]","[0.07970067 0.33923832 0.52517192 0.87614209 0.8334585  0.64231927
 0.75043017 0.93246589 0.1789545 ]","[0.46014967 0.33038084 0.23741404 0.06192895 0.08327075 0.17884036
 0.12478491 0.03376706 0.41052275]"
30,10,1.0,100,10,100,"[[-0.32776232 -0.94727357 -0.05224377 -0.68148712  0.05432883  0.01339865
  -0.09430512 -0.03593204 -0.09966269]
 [-0.67991585  0.21994726  1.39958432  0.60611136  0.74299799  0.56526073
   0.24578551 -0.16059413  0.36453166]
 [-0.61049174  0.56794613 -0.62511198 -0.17690839 -0.08837982 -0.18523844
   0.18871258 -0.0471429   0.11859471]
 [-0.15583381 -0.23479188  0.02217024  0.6992289  -0.61620424  0.1117694
   0.26699981  0.48658117 -3.05367555]
 [ 0.01179685 -0.13218111 -0.11023533  0.19969791  0.20858769 -1.98382488
   1.81337791 -1.6858727  -0.39005295]
 [-0.06406804 -0.25588021 -0.27665014  0.53802232  0.99906983 -1.00083279
  -0.91242507  0.96588183  0.38731701]
 [-0.0815845  -0.43217014 -0.16509262  0.72499825 -1.20017777  0.06432608
   0.4124601   0.13841265  2.79487223]
 [-0.06257631 -0.05172681 -0.02484665  0.26903908 -0.1697286  -0.02217429
  -2.06763215 -1.79802411 -0.32623571]
 [ 0.06777346 -0.31521271 -0.85568324  0.34477153  0.84031726  1.56962092
   0.3792541  -0.21557247 -0.09294191]]","[[ 2.75784408e-04 -4.54647933e-02 -7.12825301e-02 ...  7.65430432e-02
   5.22010585e-02  1.59333759e+00]
 [ 2.49584896e-04  7.25732454e-02 -5.30933355e-02 ...  9.85762160e-02
   3.22389499e-01 -1.44593088e-01]
 [ 2.45031153e-04  2.92474739e-02  1.35748128e-01 ... -1.01183342e-01
  -2.29671048e-01 -2.54008323e-01]
 ...
 [ 2.65286505e-04 -3.68349109e-02  7.17670673e-02 ... -6.31552742e-02
  -2.17097462e-02  6.94667240e-01]
 [ 2.68142764e-04 -1.87299922e-02 -6.72899293e-02 ...  2.28984223e-01
  -9.43750655e-02 -6.12062744e-01]
 [ 2.60455061e-04 -1.56494334e-02  9.70549261e-03 ... -1.33956192e-01
  -1.31266554e-01 -2.16660624e-01]]","[0.07970067 0.33923832 0.52517192 0.87614209 0.8334585  0.64231927
 0.75043017 0.93246589 0.1789545 ]","[0.46014967 0.33038084 0.23741404 0.06192895 0.08327075 0.17884036
 0.12478491 0.03376706 0.41052275]"
31,10,1.0,100,10,10,"[[-0.32776232 -0.94727357 -0.05224377 -0.68148712  0.05432883  0.01339865
  -0.09430512 -0.03593204 -0.09966269]
 [-0.67991585  0.21994726  1.39958432  0.60611136  0.74299799  0.56526073
   0.24578551 -0.16059413  0.36453166]
 [-0.61049174  0.56794613 -0.62511198 -0.17690839 -0.08837982 -0.18523844
   0.18871258 -0.0471429   0.11859471]
 [-0.15583381 -0.23479188  0.02217024  0.6992289  -0.61620424  0.1117694
   0.26699981  0.48658117 -3.05367555]
 [ 0.01179685 -0.13218111 -0.11023533  0.19969791  0.20858769 -1.98382488
   1.81337791 -1.6858727  -0.39005295]
 [-0.06406804 -0.25588021 -0.27665014  0.53802232  0.99906983 -1.00083279
  -0.91242507  0.96588183  0.38731701]
 [-0.0815845  -0.43217014 -0.16509262  0.72499825 -1.20017777  0.06432608
   0.4124601   0.13841265  2.79487223]
 [-0.06257631 -0.05172681 -0.02484665  0.26903908 -0.1697286  -0.02217429
  -2.06763215 -1.79802411 -0.32623571]
 [ 0.06777346 -0.31521271 -0.85568324  0.34477153  0.84031726  1.56962092
   0.3792541  -0.21557247 -0.09294191]]","[[ 2.75784408e-04 -4.54647933e-02 -7.12825301e-02 ...  7.65430432e-02
   5.22010585e-02  1.59333759e+00]
 [ 2.49584896e-04  7.25732454e-02 -5.30933355e-02 ...  9.85762160e-02
   3.22389499e-01 -1.44593088e-01]
 [ 2.45031153e-04  2.92474739e-02  1.35748128e-01 ... -1.01183342e-01
  -2.29671048e-01 -2.54008323e-01]
 ...
 [ 2.65286505e-04 -3.68349109e-02  7.17670673e-02 ... -6.31552742e-02
  -2.17097462e-02  6.94667240e-01]
 [ 2.68142764e-04 -1.87299922e-02 -6.72899293e-02 ...  2.28984223e-01
  -9.43750655e-02 -6.12062744e-01]
 [ 2.60455061e-04 -1.56494334e-02  9.70549261e-03 ... -1.33956192e-01
  -1.31266554e-01 -2.16660624e-01]]","[0.07970067 0.33923832 0.52517192 0.87614209 0.8334585  0.64231927
 0.75043017 0.93246589 0.1789545 ]","[0.46014967 0.33038084 0.23741404 0.06192895 0.08327075 0.17884036
 0.12478491 0.03376706 0.41052275]"
32,10,1.0,20,100,100,"[[-0.32776232 -0.94727357 -0.05224377 -0.68148712  0.05432883  0.01339865
  -0.09430512 -0.03593204 -0.09966269]
 [-0.67991585  0.21994726  1.39958432  0.60611136  0.74299799  0.56526073
   0.24578551 -0.16059413  0.36453166]
 [-0.61049174  0.56794613 -0.62511198 -0.17690839 -0.08837982 -0.18523844
   0.18871258 -0.0471429   0.11859471]
 [-0.15583381 -0.23479188  0.02217024  0.6992289  -0.61620424  0.1117694
   0.26699981  0.48658117 -3.05367555]
 [ 0.01179685 -0.13218111 -0.11023533  0.19969791  0.20858769 -1.98382488
   1.81337791 -1.6858727  -0.39005295]
 [-0.06406804 -0.25588021 -0.27665014  0.53802232  0.99906983 -1.00083279
  -0.91242507  0.96588183  0.38731701]
 [-0.0815845  -0.43217014 -0.16509262  0.72499825 -1.20017777  0.06432608
   0.4124601   0.13841265  2.79487223]
 [-0.06257631 -0.05172681 -0.02484665  0.26903908 -0.1697286  -0.02217429
  -2.06763215 -1.79802411 -0.32623571]
 [ 0.06777346 -0.31521271 -0.85568324  0.34477153  0.84031726  1.56962092
   0.3792541  -0.21557247 -0.09294191]]","[[ 2.75784408e-04 -4.54647933e-02 -7.12825301e-02 ...  7.65430432e-02
   5.22010585e-02  1.59333759e+00]
 [ 2.49584896e-04  7.25732454e-02 -5.30933355e-02 ...  9.85762160e-02
   3.22389499e-01 -1.44593088e-01]
 [ 2.45031153e-04  2.92474739e-02  1.35748128e-01 ... -1.01183342e-01
  -2.29671048e-01 -2.54008323e-01]
 ...
 [ 2.65286505e-04 -3.68349109e-02  7.17670673e-02 ... -6.31552742e-02
  -2.17097462e-02  6.94667240e-01]
 [ 2.68142764e-04 -1.87299922e-02 -6.72899293e-02 ...  2.28984223e-01
  -9.43750655e-02 -6.12062744e-01]
 [ 2.60455061e-04 -1.56494334e-02  9.70549261e-03 ... -1.33956192e-01
  -1.31266554e-01 -2.16660624e-01]]","[0.07970067 0.33923832 0.52517192 0.87614209 0.8334585  0.64231927
 0.75043017 0.93246589 0.1789545 ]","[0.46014967 0.33038084 0.23741404 0.06192895 0.08327075 0.17884036
 0.12478491 0.03376706 0.41052275]"
33,10,1.0,20,100,10,"[[-0.32776232 -0.94727357 -0.05224377 -0.68148712  0.05432883  0.01339865
  -0.09430512 -0.03593204 -0.09966269]
 [-0.67991585  0.21994726  1.39958432  0.60611136  0.74299799  0.56526073
   0.24578551 -0.16059413  0.36453166]
 [-0.61049174  0.56794613 -0.62511198 -0.17690839 -0.08837982 -0.18523844
   0.18871258 -0.0471429   0.11859471]
 [-0.15583381 -0.23479188  0.02217024  0.6992289  -0.61620424  0.1117694
   0.26699981  0.48658117 -3.05367555]
 [ 0.01179685 -0.13218111 -0.11023533  0.19969791  0.20858769 -1.98382488
   1.81337791 -1.6858727  -0.39005295]
 [-0.06406804 -0.25588021 -0.27665014  0.53802232  0.99906983 -1.00083279
  -0.91242507  0.96588183  0.38731701]
 [-0.0815845  -0.43217014 -0.16509262  0.72499825 -1.20017777  0.06432608
   0.4124601   0.13841265  2.79487223]
 [-0.06257631 -0.05172681 -0.02484665  0.26903908 -0.1697286  -0.02217429
  -2.06763215 -1.79802411 -0.32623571]
 [ 0.06777346 -0.31521271 -0.85568324  0.34477153  0.84031726  1.56962092
   0.3792541  -0.21557247 -0.09294191]]","[[ 2.75784408e-04 -4.54647933e-02 -7.12825301e-02 ...  7.65430432e-02
   5.22010585e-02  1.59333759e+00]
 [ 2.49584896e-04  7.25732454e-02 -5.30933355e-02 ...  9.85762160e-02
   3.22389499e-01 -1.44593088e-01]
 [ 2.45031153e-04  2.92474739e-02  1.35748128e-01 ... -1.01183342e-01
  -2.29671048e-01 -2.54008323e-01]
 ...
 [ 2.65286505e-04 -3.68349109e-02  7.17670673e-02 ... -6.31552742e-02
  -2.17097462e-02  6.94667240e-01]
 [ 2.68142764e-04 -1.87299922e-02 -6.72899293e-02 ...  2.28984223e-01
  -9.43750655e-02 -6.12062744e-01]
 [ 2.60455061e-04 -1.56494334e-02  9.70549261e-03 ... -1.33956192e-01
  -1.31266554e-01 -2.16660624e-01]]","[0.07970067 0.33923832 0.52517192 0.87614209 0.8334585  0.64231927
 0.75043017 0.93246589 0.1789545 ]","[0.46014967 0.33038084 0.23741404 0.06192895 0.08327075 0.17884036
 0.12478491 0.03376706 0.41052275]"
34,10,1.0,20,10,100,"[[-0.32776232 -0.94727357 -0.05224377 -0.68148712  0.05432883  0.01339865
  -0.09430512 -0.03593204 -0.09966269]
 [-0.67991585  0.21994726  1.39958432  0.60611136  0.74299799  0.56526073
   0.24578551 -0.16059413  0.36453166]
 [-0.61049174  0.56794613 -0.62511198 -0.17690839 -0.08837982 -0.18523844
   0.18871258 -0.0471429   0.11859471]
 [-0.15583381 -0.23479188  0.02217024  0.6992289  -0.61620424  0.1117694
   0.26699981  0.48658117 -3.05367555]
 [ 0.01179685 -0.13218111 -0.11023533  0.19969791  0.20858769 -1.98382488
   1.81337791 -1.6858727  -0.39005295]
 [-0.06406804 -0.25588021 -0.27665014  0.53802232  0.99906983 -1.00083279
  -0.91242507  0.96588183  0.38731701]
 [-0.0815845  -0.43217014 -0.16509262  0.72499825 -1.20017777  0.06432608
   0.4124601   0.13841265  2.79487223]
 [-0.06257631 -0.05172681 -0.02484665  0.26903908 -0.1697286  -0.02217429
  -2.06763215 -1.79802411 -0.32623571]
 [ 0.06777346 -0.31521271 -0.85568324  0.34477153  0.84031726  1.56962092
   0.3792541  -0.21557247 -0.09294191]]","[[ 2.75784408e-04 -4.54647933e-02 -7.12825301e-02 ...  7.65430432e-02
   5.22010585e-02  1.59333759e+00]
 [ 2.49584896e-04  7.25732454e-02 -5.30933355e-02 ...  9.85762160e-02
   3.22389499e-01 -1.44593088e-01]
 [ 2.45031153e-04  2.92474739e-02  1.35748128e-01 ... -1.01183342e-01
  -2.29671048e-01 -2.54008323e-01]
 ...
 [ 2.65286505e-04 -3.68349109e-02  7.17670673e-02 ... -6.31552742e-02
  -2.17097462e-02  6.94667240e-01]
 [ 2.68142764e-04 -1.87299922e-02 -6.72899293e-02 ...  2.28984223e-01
  -9.43750655e-02 -6.12062744e-01]
 [ 2.60455061e-04 -1.56494334e-02  9.70549261e-03 ... -1.33956192e-01
  -1.31266554e-01 -2.16660624e-01]]","[0.07970067 0.33923832 0.52517192 0.87614209 0.8334585  0.64231927
 0.75043017 0.93246589 0.1789545 ]","[0.46014967 0.33038084 0.23741404 0.06192895 0.08327075 0.17884036
 0.12478491 0.03376706 0.41052275]"
35,10,1.0,20,10,10,"[[-0.32776232 -0.94727357 -0.05224377 -0.68148712  0.05432883  0.01339865
  -0.09430512 -0.03593204 -0.09966269]
 [-0.67991585  0.21994726  1.39958432  0.60611136  0.74299799  0.56526073
   0.24578551 -0.16059413  0.36453166]
 [-0.61049174  0.56794613 -0.62511198 -0.17690839 -0.08837982 -0.18523844
   0.18871258 -0.0471429   0.11859471]
 [-0.15583381 -0.23479188  0.02217024  0.6992289  -0.61620424  0.1117694
   0.26699981  0.48658117 -3.05367555]
 [ 0.01179685 -0.13218111 -0.11023533  0.19969791  0.20858769 -1.98382488
   1.81337791 -1.6858727  -0.39005295]
 [-0.06406804 -0.25588021 -0.27665014  0.53802232  0.99906983 -1.00083279
  -0.91242507  0.96588183  0.38731701]
 [-0.0815845  -0.43217014 -0.16509262  0.72499825 -1.20017777  0.06432608
   0.4124601   0.13841265  2.79487223]
 [-0.06257631 -0.05172681 -0.02484665  0.26903908 -0.1697286  -0.02217429
  -2.06763215 -1.79802411 -0.32623571]
 [ 0.06777346 -0.31521271 -0.85568324  0.34477153  0.84031726  1.56962092
   0.3792541  -0.21557247 -0.09294191]]","[[ 2.75784408e-04 -4.54647933e-02 -7.12825301e-02 ...  7.65430432e-02
   5.22010585e-02  1.59333759e+00]
 [ 2.49584896e-04  7.25732454e-02 -5.30933355e-02 ...  9.85762160e-02
   3.22389499e-01 -1.44593088e-01]
 [ 2.45031153e-04  2.92474739e-02  1.35748128e-01 ... -1.01183342e-01
  -2.29671048e-01 -2.54008323e-01]
 ...
 [ 2.65286505e-04 -3.68349109e-02  7.17670673e-02 ... -6.31552742e-02
  -2.17097462e-02  6.94667240e-01]
 [ 2.68142764e-04 -1.87299922e-02 -6.72899293e-02 ...  2.28984223e-01
  -9.43750655e-02 -6.12062744e-01]
 [ 2.60455061e-04 -1.56494334e-02  9.70549261e-03 ... -1.33956192e-01
  -1.31266554e-01 -2.16660624e-01]]","[0.07970067 0.33923832 0.52517192 0.87614209 0.8334585  0.64231927
 0.75043017 0.93246589 0.1789545 ]","[0.46014967 0.33038084 0.23741404 0.06192895 0.08327075 0.17884036
 0.12478491 0.03376706 0.41052275]"
36,50,0.1,500,100,100,"[[-0.12628027 -0.3397576   0.13204236 ...  0.22863232  0.00261691
   0.05764309]
 [-0.20610915 -0.28054093 -0.00638844 ...  0.12392352 -0.6879099
   0.22755715]
 [-0.17873671 -0.48264691 -0.458966   ... -0.03724765 -0.07399532
   0.01952489]
 ...
 [ 0.00238264 -0.08431604  0.092645   ... -1.42016314  0.72764091
  -0.12315388]
 [ 0.08214513  0.02497166  0.08772212 ...  0.04199205 -0.41097732
  -0.63684373]
 [-0.00944472 -0.26286741  0.01194528 ...  0.00184508  0.19143947
   0.11145314]]","[[ 3.34214976e-04 -3.33274179e-03 -9.81326419e-02 ... -8.02209524e-01
   5.68466874e-01 -3.01174312e-01]
 [ 2.65862128e-04  4.08575905e-02 -4.19855633e-02 ...  5.77148974e-01
   1.73544247e+00  8.03435733e-01]
 [ 2.68488732e-04  1.80258073e-03  1.84852804e-01 ... -2.54832379e-01
   1.44495924e-01  1.64483760e-02]
 ...
 [ 2.71132625e-04 -2.11840114e-02  3.74382971e-03 ...  1.15235804e+00
   6.99768006e-01 -1.86904306e+00]
 [ 2.93025157e-04 -3.45120580e-03 -8.33108680e-03 ...  3.33055640e-02
   1.71854695e-01  7.70030945e-02]
 [ 2.85632493e-04 -8.84974990e-03  1.40611223e-02 ...  1.75927412e-01
  -6.78818607e-01  1.56726379e-01]]","[0.33709676 0.65463931 0.93258793 0.95497006 0.95961871 0.98850461
 0.94996639 0.99116632 0.80788731 0.96827648 0.97529472 0.98023167
 0.96707773 0.98437986 0.93319564 0.97827315 0.98871291 0.84889372
 0.92781437 0.68151741 0.62571919 0.96405655 0.86767408 0.96520973
 0.92680712 0.86368128 0.97346395 0.93231311 0.93360016 0.90379816
 0.91732629 0.63993553 0.92138278 0.77312763 0.79236752 0.90029749
 0.78569129 0.90602772 0.89549895 0.93466726 0.89957184 0.60166263
 0.66980794 0.78584048 0.3285275  0.45299704 0.40550471 0.19472618
 0.02708866]","[0.33145162 0.17268035 0.03370603 0.02251497 0.02019064 0.00574769
 0.0250168  0.00441684 0.09605634 0.01586176 0.01235264 0.00988416
 0.01646114 0.00781007 0.03340218 0.01086343 0.00564354 0.07555314
 0.03609282 0.1592413  0.1871404  0.01797173 0.06616296 0.01739514
 0.03659644 0.06815936 0.01326803 0.03384344 0.03319992 0.04810092
 0.04133685 0.18003224 0.03930861 0.11343618 0.10381624 0.04985125
 0.10715436 0.04698614 0.05225052 0.03266637 0.05021408 0.19916869
 0.16509603 0.10707976 0.33573625 0.27350148 0.29724764 0.40263691
 0.48645567]"
37,50,0.1,500,100,10,"[[-0.12628027 -0.3397576   0.13204236 ...  0.22863232  0.00261691
   0.05764309]
 [-0.20610915 -0.28054093 -0.00638844 ...  0.12392352 -0.6879099
   0.22755715]
 [-0.17873671 -0.48264691 -0.458966   ... -0.03724765 -0.07399532
   0.01952489]
 ...
 [ 0.00238264 -0.08431604  0.092645   ... -1.42016314  0.72764091
  -0.12315388]
 [ 0.08214513  0.02497166  0.08772212 ...  0.04199205 -0.41097732
  -0.63684373]
 [-0.00944472 -0.26286741  0.01194528 ...  0.00184508  0.19143947
   0.11145314]]","[[ 3.34214976e-04 -3.33274179e-03 -9.81326419e-02 ... -8.02209524e-01
   5.68466874e-01 -3.01174312e-01]
 [ 2.65862128e-04  4.08575905e-02 -4.19855633e-02 ...  5.77148974e-01
   1.73544247e+00  8.03435733e-01]
 [ 2.68488732e-04  1.80258073e-03  1.84852804e-01 ... -2.54832379e-01
   1.44495924e-01  1.64483760e-02]
 ...
 [ 2.71132625e-04 -2.11840114e-02  3.74382971e-03 ...  1.15235804e+00
   6.99768006e-01 -1.86904306e+00]
 [ 2.93025157e-04 -3.45120580e-03 -8.33108680e-03 ...  3.33055640e-02
   1.71854695e-01  7.70030945e-02]
 [ 2.85632493e-04 -8.84974990e-03  1.40611223e-02 ...  1.75927412e-01
  -6.78818607e-01  1.56726379e-01]]","[0.33709676 0.65463931 0.93258793 0.95497006 0.95961871 0.98850461
 0.94996639 0.99116632 0.80788731 0.96827648 0.97529472 0.98023167
 0.96707773 0.98437986 0.93319564 0.97827315 0.98871291 0.84889372
 0.92781437 0.68151741 0.62571919 0.96405655 0.86767408 0.96520973
 0.92680712 0.86368128 0.97346395 0.93231311 0.93360016 0.90379816
 0.91732629 0.63993553 0.92138278 0.77312763 0.79236752 0.90029749
 0.78569129 0.90602772 0.89549895 0.93466726 0.89957184 0.60166263
 0.66980794 0.78584048 0.3285275  0.45299704 0.40550471 0.19472618
 0.02708866]","[0.33145162 0.17268035 0.03370603 0.02251497 0.02019064 0.00574769
 0.0250168  0.00441684 0.09605634 0.01586176 0.01235264 0.00988416
 0.01646114 0.00781007 0.03340218 0.01086343 0.00564354 0.07555314
 0.03609282 0.1592413  0.1871404  0.01797173 0.06616296 0.01739514
 0.03659644 0.06815936 0.01326803 0.03384344 0.03319992 0.04810092
 0.04133685 0.18003224 0.03930861 0.11343618 0.10381624 0.04985125
 0.10715436 0.04698614 0.05225052 0.03266637 0.05021408 0.19916869
 0.16509603 0.10707976 0.33573625 0.27350148 0.29724764 0.40263691
 0.48645567]"
