date,cca_cor_1,cca_cor_2,cca_cor_3,cca_cor_4,cca_cor_5,cca_cor_6,cca_cor_7,cca_cor_8,cca_cor_9,cca_cor_10,cca_cor_11,cca_cor_12,cca_cor_13,cca_cor_14,cca_cor_15,cca_cor_16,cca_cor_17,cca_cor_18,cca_cor_19,cca_cor_20,cca_cor_21,cca_cor_22,cca_cor_23,cca_cor_24,cca_cor_25,cca_cor_26,cca_cor_27,cca_cor_28,cca_cor_29,cca_cor_30,cca_cor_31,cca_cor_32,cca_cor_33,cca_cor_34,cca_cor_35,cca_cor_36,cca_cor_37,cca_cor_38,cca_cor_39,cca_cor_40,cca_cor_41,cca_cor_42,cca_cor_43,cca_cor_44,cca_cor_45,cca_cor_46,cca_cor_47,cca_cor_48,cca_cor_49,cca_cor_50,cca_cor_51,cca_cor_52,cca_cor_53,cca_cor_54,cca_cor_55,cca_cor_56,cca_cor_57,cca_cor_58,cca_cor_59,cca_cor_60,cca_cor_61,cca_cor_62,cca_cor_63,cca_cor_64,cca_cor_65,cca_cor_66,cca_cor_67,cca_cor_68,cca_cor_69,cca_cor_70,cca_cor_71,cca_cor_72,cca_cor_73,cca_cor_74,cca_cor_75,cca_cor_76,cca_cor_77,cca_cor_78,cca_cor_79,cca_cor_80,cca_cor_81,cca_cor_82,cca_cor_83,cca_cor_84,cca_cor_85,cca_cor_86,cca_cor_87,cca_cor_88,cca_cor_89,cca_cor_90,cca_cor_91,cca_cor_92,cca_cor_93,cca_cor_94,cca_cor_95,cca_cor_96,cca_cor_97,cca_cor_98,cca_cor_99,cca_cor_100
2001-01-04,75.99887972574663,19.17283912448385,9.75174877665079,7.2430324453104635,4.646073413293451,3.7370494096187374,3.564389069846019,2.945506149944617,1.945112326642812,1.838688103999933,1.4672099587862015,1.2733760285927738,1.1899763360003581,0.8985385813239227,0.7767795182573431,0.6219300398681243,0.5692656170597094,0.5263039755165027,0.4871596087582463,0.4555289509523345,0.42833107371307727,0.3766952218397693,0.38613581929426616,0.3322487493355018,0.3150999548480211,0.23960351629436463,0.2253815955058657,0.20661527752394665,0.19303421052362296,0.1714590277223361,0.16241024854979738,0.13838939024356114,0.127742614768719,0.11947231665035157,0.10380749596682544,0.09532162866029932,0.0875380340412405,0.07808632928811796,0.07338242042210731,0.07098373531597764,0.06452704416540614,0.05998907455670388,0.055279232176572324,0.05137531172514522,0.045519298250461235,0.04321157686284368,0.040873658529777715,0.03763904375975541,0.035697286099625906,0.030252707426542513,0.02759065218711444,0.026771986895002046,0.025285815129490668,0.023364104286820418,0.021719057696054377,0.020405661169978877,0.01932445748554014,0.017720223231224956,0.016983776843369203,0.015006922689183032,0.013953117159196534,0.011760708787204472,0.012216849220281597,0.012431707489721005,0.010480333824777435,0.009129644472889374,0.009003173047670416,0.008322665109247597,0.007620556835420181,0.006808245910682339,0.006589336934080044,0.005351129198279144,0.005953095872361392,0.006180251755605142,0.004982266099614877,0.004721649324930985,0.004157745337207651,0.0038916319997667516,0.0035731166862718647,9.007361910125739e-05,0.00013584221054561556,0.003066592458026908,0.0027420633229159157,0.0024017276797092726,0.0024883934548200377,0.0019357890035147298,0.003129911423828576,0.001382405550088553,0.00020799784694654883,0.0002925632869237815,0.0016048939446374965,0.001732204350267361,0.000842683092747094,0.0009239197633252161,0.0002397098481108636,0.0007351160566656194,0.0005329553579451506,0.0011702245763369216,0.0004609988186514061,0.0006097122654938558
2001-01-05,74.5756726163853,18.02574784905535,9.304571344113338,7.040873580020518,4.584667576700308,3.7102689375103415,3.503937165160556,2.9589741667302,1.997567636466395,1.710498486063044,1.4404374715548969,1.255985717198047,1.1366765910457155,0.8953477892691494,0.7720936079099727,0.6204019748187033,0.5775840307795875,0.5053381118852885,0.483857403381787,0.4516920090089858,0.43916001809153365,0.3872643294396129,0.3572854159287101,0.33174852904070706,0.3109588315137242,0.24803828309512407,0.22436892042763482,0.20068281381905817,0.19182031178819753,0.1658598492911705,0.1585038883755856,0.13746105699261676,0.12761694139145385,0.1199895435013307,0.10510977231339277,0.09425365905395205,0.09098681762114247,0.07865920855834513,0.07146025825705754,0.06883315417377162,0.06604460677032752,0.06007953077975316,0.055748018513002866,0.05295252750811369,0.04495638699724255,0.0445779524466131,0.04085437163381956,0.03758493864475948,0.03551859096760804,0.03001640175981548,0.027518022398097336,0.027243625550792152,0.025678870906274374,0.023265946645326736,0.022292686246988474,0.020674532407574487,0.01902864355116369,0.017877618460578185,0.01719969856945569,0.015532527990618257,0.0141105521951136,0.012715660295677892,0.011853665823722206,0.011069732684285297,0.010881430369249177,0.009849146912039924,0.009236598621442804,0.00858844975944809,0.007955060750761522,0.005382424400792659,0.005943363225208331,0.0066154734400581585,0.006656020135724552,0.0063439739551660514,0.004920476494489108,0.004250309697886796,0.004811080614090119,0.003918920173354904,0.0036549401625011733,0.0032239349031180937,0.002961489459822086,0.002677931320364576,0.0025201950914786387,0.002329706245100539,0.0017607685371268497,0.0014163973119738296,0.00011334507053203118,0.00013310802786600475,0.00024557235716527766,0.0002624633034592803,0.00035081813258395843,0.0008127675138219888,0.00047439816565514103,0.0010678581080997465,0.000639179647594024,0.0009855481183308333,0.0004311143494294029,0.0006995663266330914,0.0019594574890591456,0.0014980446258958937
2001-01-08,74.4554742781629,18.641608163134972,9.612474922329174,7.316660302481358,4.526207008362527,3.84979566732819,3.6024368593780576,2.930718003025791,1.9692572360409466,1.6719963454477083,1.4739405855712626,1.2917687360788224,1.2075087274187182,0.953870758774739,0.7710664734262147,0.6468290376761365,0.5865080750042246,0.527023733832272,0.4921767610104934,0.4664416962950231,0.4110337638637922,0.40525913711072864,0.36936632620648874,0.3299687758280662,0.3088588308842832,0.22755039827562,0.22667238878166324,0.20943078978248816,0.19079535507532314,0.16346019949301868,0.15465666470764342,0.13982382214344805,0.1326746553426497,0.12177520436102617,0.10901721608643257,0.0969052393809566,0.08968707197434167,0.08086270335517656,0.07589715274151597,0.07172813700367554,0.06475880663044387,0.06134777843279043,0.05550158910863418,0.05110398227236464,0.04466054992929844,0.0437713718001445,0.04101678435171852,0.03950699857640269,0.03230647013027712,0.030461628063595054,0.02849481856397742,0.02652395434901926,0.026471908243066913,0.02318880237896897,0.02198793514801943,0.020862085261107596,0.018700292166188716,0.017680409484823557,0.01741095107738043,0.01610787501788546,0.014957231940988509,0.013212646257458768,0.012920010175700956,0.011340342421590864,0.01111804492691929,0.009922920612971314,0.009221311627221456,0.008247823101923367,0.008555526530716924,0.006666187938786082,0.006519883715257693,0.006280111405636357,0.0057875049438496345,0.005328119507027745,0.004981421490069134,0.004417663837747685,0.004742210617128873,0.0038891336476564544,0.0037215614970435135,0.0031895692694996233,0.002764013610411136,9.463574168158631e-05,0.002339895087161906,0.0020227787331063857,0.0016866979643295056,0.0013787449624287492,0.0008491137920453478,0.00015663136388550846,0.0005072334950149823,0.002935795658308186,0.002448309812513642,0.0019119850892313811,0.00020914717783236168,0.0007801416342259869,0.000583043572352641,0.0006715165072361876,0.0002980967191648279,0.0002800852372608103,0.00019574708131234563,0.0014184631097474
2001-01-09,75.06881809833736,18.63512529976253,9.471423089157343,7.0257874930803474,4.536443954262104,3.794097673858592,3.6984367547727905,2.8912929816551403,2.038553386386587,1.7080288614784052,1.5155650199153967,1.2838125956969126,1.187156637706944,1.0457498392784654,0.7628176384947676,0.6689327599935235,0.5667205272281949,0.5466602296298184,0.4934058305643961,0.4815824040946057,0.44604125847973386,0.3971240216385349,0.37305667067175174,0.3365938856543467,0.30582433459400316,0.23961821844415734,0.22607455654713007,0.2143992500161341,0.18932859393168894,0.17770600366711045,0.15632319482163698,0.14036368542410166,0.13609051474020814,0.12007797418101361,0.10942999195577753,0.09779333435693457,0.0909208425537861,0.08068686591348703,0.07659488045247859,0.07216123745732525,0.06793877985031391,0.06414954626700788,0.056578354224739856,0.05159937048729451,0.04746937857105207,0.044103843443800195,0.041043824593501775,0.038941126760652076,0.033594321528845894,0.03158240305866043,0.029239770245521976,0.02746481966224029,0.026015964802224067,0.02361393143710748,0.02132402183659116,0.02224183272956699,0.019115043464595728,0.017311353256115877,0.018093723453716775,0.015054646026271068,0.01626370097210449,0.013575836583069397,0.012878191767415717,0.011631555852543444,0.011394552207923478,0.010028657765267209,0.00907238645912161,0.008628130286875247,0.008230918382201335,0.007399181402339506,0.006796815015554327,0.006404609068546743,0.006005830274782847,0.005364713318038492,0.005176554937965712,0.004707784498406815,0.00437547362119008,0.0039954388907135875,0.003722612395513574,0.0028805314680739615,0.002587789775408953,7.209880709434366e-05,0.003382560696653953,0.00328814960027103,0.0022395080745772574,0.0008639123685192892,0.0014406297672126505,0.0016948967532479826,0.002101743856955183,0.0020191007599210525,0.0015329995642617699,0.0007420051081796803,0.00012081023017287652,0.0005323604151039726,0.0002674571261411909,0.0001788027493816385,0.0002288067470256599,0.0006832015573190436,0.00015306639527635737,0.0005563401891524606
2001-01-10,73.17101526635167,18.06521399653767,9.731206113260143,7.373057163042609,4.534863990359977,3.6986800561954754,3.7250011159460175,2.9552813873852433,2.077308367988014,1.7813773575004963,1.522239092754943,1.3155871220571431,1.214539063545162,1.0627589355618983,0.7827346410163901,0.6968156049442159,0.5868252367974017,0.5601462031703379,0.5412170949225362,0.4889303518481801,0.43674645139019275,0.38826597428669746,0.37444539214985445,0.33142674583045706,0.31294817103039896,0.2567577628963577,0.23523028689211964,0.22693122673635166,0.1888348277144263,0.18498329678444406,0.16965223213702352,0.14297592620064553,0.13769073000903007,0.12832722149173637,0.10816852579463407,0.09795741109156805,0.09470937147376629,0.08270122672117139,0.08153504174681393,0.0745121683070694,0.06928454667593938,0.06527908594790764,0.056531456886638465,0.05185300762809753,0.04938606901065532,0.0451971824546606,0.04211426860683353,0.037639863849485485,0.03424698831148279,0.032229392838545576,0.030487664832348944,0.027936160357454692,0.026346563899050386,0.023550095471439502,0.02374569062946781,0.02209914624478476,0.018654639023534494,0.01847820771290173,0.01743918600666257,0.016480001196534585,0.015255640535837367,0.01354449251302762,0.013120035191584362,0.012030689839824724,0.011372742088941441,0.01045129214118359,0.008361858647378017,0.008977041214818682,0.008840537320898342,0.007744862073437353,0.007246593019773075,0.006503466586686942,0.005881936343987761,0.005417712069893822,0.005088812040177792,0.0040419954204200725,0.004449277318803912,0.0037506604830472535,0.00454794135678974,0.0034465875426255683,0.003180563110893367,0.0027002613484093814,0.0012261666577933826,0.0014614809661782102,0.0023839561827017643,0.0017237804310109759,7.463697755600851e-05,0.0029756606211574976,0.0008855779751083898,0.0004684739932389978,0.00011948540509751772,0.0002830717992346352,0.00019868009405958048,0.00014610097636605205,0.002126418852940046,0.002087939808416835,0.0007547164759117764,0.0007896221147049389,0.0005978853441819523,0.00024122572393248372
2001-01-11,74.30878895855784,17.611448992514322,9.116805600946662,6.9295479862571785,4.597432917603486,3.697238702830859,3.6520970073147403,3.057190592726853,2.091249084533072,1.7354656365882353,1.5010351107262836,1.289558761227624,1.1332723400619513,1.055583779383482,0.7937137800200149,0.7190692995227328,0.6054256947007995,0.5327485307843449,0.5209931625907532,0.4816430397083901,0.4428976763449386,0.3999346050876837,0.37968498047596083,0.3182766862726694,0.3261142449733816,0.25915175506057264,0.23473707864947974,0.23111545012256468,0.19695665305232204,0.18250610388825386,0.170370081813065,0.1407401527135862,0.1354123127325966,0.12707619221656227,0.11371346285458388,0.09808125659684531,0.09648183130995079,0.08135898931965962,0.07976883779326432,0.07499045961956866,0.06920497082513373,0.06503477047546989,0.06040194890377192,0.05114791927936512,0.0485526181212903,0.0436922281962303,0.042725632994284134,0.04113547656652822,0.036788985457333424,0.032960926912975655,0.02984264155517554,0.02859202202273283,0.026267031358469275,0.02428220196704529,0.023268187106990072,0.021755859817284805,0.020459885564176945,0.01900104981239656,0.018074664130855476,0.014481288783917114,0.015732360484271582,0.015917474452836807,0.01309197783670891,0.011698420550435202,0.011187360678098612,0.010181437438315314,0.009494628420156678,0.007018275745678758,0.008976255784890984,0.008600825882650855,0.00822900369374566,0.006467669844434654,0.005760159861344215,0.005892799326771306,0.004989900511678114,0.004693057396809108,0.00436996198432771,0.003949803157639892,0.0036703110484725904,0.003254747608438896,0.0031647850705461655,0.002367407170540283,0.002094506438236112,0.001661546868876397,0.001496645041439229,0.0011169453909636601,6.86185444450943e-05,0.0008895909337183213,0.0004706273326086516,0.00010820968568197858,0.0027619139750318404,0.002847758974044282,0.002237411341258828,0.00012213343090696673,0.00023370631420120244,0.00026153129264656547,0.0006245446976037756,0.0007517629542018654,0.0007111769755547908,0.00018989152378793336
2001-01-12,71.61648851758814,16.755172035005593,9.596694120427372,6.593671059477662,4.633972795070651,3.5967268202316145,3.4837834111587687,3.051629445642014,2.1799135358933475,1.804197370804001,1.5683192397783459,1.2937020281343,1.1720913261321722,1.0926168898163584,0.8132978160364471,0.7227470324694595,0.6253051259296697,0.5383965006843836,0.504170855560031,0.4930476749605444,0.4519418484031089,0.39749712894653544,0.38264942040603356,0.32135557629380035,0.33048737432791453,0.2703099834929169,0.2480126386043062,0.23468390047711324,0.2025052321182082,0.18226068326161618,0.1712453589567312,0.14364527030381405,0.13870997540889843,0.1301624501431925,0.11233205668315527,0.10278717147282482,0.09578340083015956,0.08361518961433563,0.0809660048794799,0.07316077247582146,0.0685238618798264,0.0664015374370568,0.060190817399386046,0.052295283613701615,0.0485193841762779,0.04660252067381029,0.0429368837417467,0.040613008162367625,0.03708770022553007,0.0340691890086802,0.030530712748588866,0.02914710104386917,0.02612600946460872,0.024313074674479202,0.022994949501374116,0.02179622088198407,0.021021267705063882,0.019081536272841964,0.017376653569052783,0.01624727388117957,0.015812250395716265,0.014362990117899448,0.013642879727707601,0.011741032772105246,0.011029848316769815,0.010576155650208271,0.010036224849973513,0.009187995340684678,0.009642224973695454,0.008206435988432348,0.007302805431071803,0.006995519869795043,0.006261346381939132,0.005593388492200207,0.0057274353639520615,0.005067232622081906,0.004439534370072511,0.003990176768971947,0.0038570173111224073,0.00349544070664183,0.0033571032223691775,0.0024697860300342453,0.0029313395375551304,0.001781998758067454,0.0016125986119276171,6.565947302709647e-05,0.00014153796571467393,0.0021357943013529342,0.0001695631314529579,0.0010907941066008284,0.002847098138057907,0.0007657512085692268,0.0005587550749872103,0.002193400459463357,0.0009405909608392155,0.0008600342771788712,0.0006302707221217511,0.0003005319792568295,0.00027991849652593163,0.000302723005689801
2001-01-16,70.40093623315444,16.788330070419317,9.677588709669585,6.770691061328042,4.459170164228082,3.5738074390619374,3.3232530510908727,2.943298656090717,2.115108005266175,1.801023470873915,1.5110260468795471,1.272106958760421,1.1205602970727349,1.046295800721842,0.7874418495253059,0.7197603378626412,0.5871667679897887,0.5490250861938983,0.48859738372877465,0.476958829076914,0.4482842626123016,0.3868383493204031,0.3706532517251306,0.31817370304297166,0.32497206970925946,0.26713968948934197,0.23640068344700077,0.24220584498670578,0.19308725556274958,0.17958434991802916,0.16847706189050288,0.1412180164743958,0.13555442241624288,0.12435544291653218,0.10740615298614502,0.10051072495677929,0.08860425539466742,0.08385162310886632,0.07886897421696279,0.07309649307435147,0.06634771124671779,0.06418862761828552,0.05869914902012075,0.051739177614733727,0.048505194170371656,0.043427848720223684,0.04020844448447386,0.040626902920680275,0.035639832902369904,0.03212397887725764,0.030496415166233515,0.029376840888113008,0.025089437620597288,0.023806723378527052,0.020596882381891054,0.02187355018983077,0.022199323856327436,0.019302776383501107,0.016191701687496545,0.01650867505736587,0.01478707343210463,0.013968197815670444,0.012174803952676398,0.012550405920900566,0.011171553165145766,0.010528806508489735,0.009934950090194771,0.009511479988335124,0.008619504552081181,0.007736693256245003,0.0067820385402195,0.0063628786432485505,0.006202984702193366,0.0050255449348500575,0.004737922647926825,0.005463605055487651,0.003765776177729832,0.0039819511144956335,0.00413054055936949,0.002800605276980034,0.0032434999327455643,0.0016901331774975214,0.002087124644310247,0.0023257073993998823,0.0014004748662712352,3.9945642990613394e-05,0.00013408716084897777,0.0011421406221922997,0.0007447493893030491,0.0033374297153704524,0.0031412673036072996,0.002212634053846462,0.0008519540854437139,0.0010048773864148816,0.00020034412137815035,0.00017799177556919167,0.0003619030185585642,0.0004633703028690925,0.0005691024760590877,0.0003104687354517667
2001-01-17,70.32148063269341,16.401584553896363,10.283951696917466,7.148871002521671,4.522864931280849,3.6032196891079007,3.416674402418891,3.0312896323101355,2.10914355648393,1.8009808220439736,1.6086688260962567,1.3159801162746276,1.1386167363179105,1.0337590979401405,0.8094740672306927,0.7712879829909814,0.6195842337291176,0.5444810065692087,0.5116175629236228,0.46539076502454896,0.48025362042803604,0.39048060278163027,0.365077649261984,0.32587570248374004,0.33979157765743,0.2826434779130717,0.26560516255179173,0.2396978565017424,0.20264414999536773,0.1830706391988725,0.17272998384353136,0.13963549944477596,0.13416085732823488,0.12166247614279728,0.1085390369904676,0.10516246733324235,0.0892843249680159,0.0836572719078387,0.07904483505822338,0.07543425888371477,0.0658529956587869,0.06421421763658273,0.05795865049460593,0.05186360226714,0.047580952778162364,0.04511097714984154,0.040449049815606646,0.03989985567962286,0.03649137447059231,0.031953470688262355,0.030393206669560115,0.02886271956820109,0.024775004675502033,0.023950354735177124,0.021568550087230444,0.020832478688139266,0.020243011770759115,0.019137072636707442,0.015045239487489813,0.016740587005586317,0.016322014676101344,0.013799035224111137,0.012765588954371174,0.011547966703724705,0.01116701402479985,0.010817223513158829,0.009394179861148811,0.009169842539267538,0.008235935528342562,0.007640119173109632,0.006182405484778748,0.006922047340637939,0.006650810562616885,0.005695470772027955,0.0051498368049733125,0.004803510415380858,0.004429791366938656,0.0041476284289531165,0.0036325412526010026,6.762923888598194e-05,0.003185325498137138,0.002691524760267106,0.0024005506770155794,0.0038561592269423157,0.0020154285907943476,0.001418870361480422,0.00015291535561314575,0.00028749977762598767,0.000355842518576815,0.0016587265648995433,0.0010587413276340366,0.0008377109997107655,0.0022073936347443168,0.0030700034402346725,0.0009186568576323837,0.000165957366263696,0.0005800527803357116,0.0004890817164353296,0.0005026857734996492,0.0009662860015907865
2001-01-18,73.22645975920739,16.41074030344938,10.593387435209282,7.108745979699714,4.5816504042001736,3.7515053140864074,3.3741936377033452,3.0419668414893017,2.14650110676563,1.8222975529228966,1.6149110968607905,1.3037965619832246,1.1891712663036835,0.9954440334604939,0.8160511401548078,0.7898445983276087,0.6376437607435637,0.5631218937103358,0.5417730793734348,0.502340884817891,0.4833812997795994,0.39985853128727306,0.36538531559936127,0.3338158057240142,0.34854646602489775,0.30857344030092626,0.25662858161729346,0.2389441150459078,0.20854109731299916,0.18986464262887284,0.16666817269804485,0.1423526154913499,0.13730034310748757,0.11733915886837082,0.11348768917917008,0.10922511948886295,0.08899452805336917,0.0858088094549672,0.08328361428758779,0.0764817625439658,0.06743325426281682,0.06337211171428349,0.0569576894613804,0.054496659250319664,0.048672384642438775,0.0439732787956119,0.04241303439976697,0.0406753996608172,0.03483640028697133,0.03297376973689808,0.033344744404876725,0.028039845397795082,0.02630236840767574,0.025273526815060003,0.022575926604157845,0.02088021825730126,0.021157045839989088,0.018880022827934006,0.01824956288037303,0.01604415158410299,0.015394654951988307,0.01399301727890664,0.013725412879129994,0.011903983616334156,0.011246682407862786,0.011498851362357319,0.009484227918465251,0.008544051816355123,0.008347549735475445,0.007888607849832918,0.006945339583506294,0.005968856607110994,0.006262149178737153,0.006500910609889187,0.005638835182868961,0.004952536194711419,0.004820749098183508,0.004269640967135157,0.00393808124822438,0.0033831645797316678,0.003671268005525686,4.735193085171156e-05,0.0029123931508776425,0.0031839498212461936,0.002440304946096474,0.002270235814549752,0.00014758038981355488,0.0021060570609670952,0.0017916502738288414,0.00021544757216383114,0.0013035374094289777,0.0002934408168007954,0.0011244484196316232,0.00037270206239553675,0.000414895462975039,0.0008038132967961401,0.0005601900532741644,0.0006099641904988158,0.0009197535617750957,0.000996517499320142
