date,ret14593,ret10107,ret84788,ret47896,ret22111,ret55976,ret59408,ret83443,ret18163,ret11850,ret66093,ret92655,ret26403,ret59328,ret65875,ret17778,ret66181,ret11308,ret22752,ret14541,ret38703,ret21936,ret76076,ret13856,ret19561,ret70519,ret10104,ret75510,ret20482,ret19393,ret43449,ret86580,ret14008,ret62092,ret87055,ret17830,ret10145,ret57665,ret50876,ret48725,ret15579,ret12490,ret24205,ret49680,ret21178,ret77702,ret59176,ret22592,ret77178,ret12060,ret17005,ret13901,ret66157,ret61399,ret86783,ret69032,ret87447,ret18542,ret86868,ret10696,ret73139,ret87267,ret64186,ret71563,ret44644,ret39642,ret40539,ret13928,ret60442,ret78975,ret64936,ret27959,ret18411,ret17478,ret49154,ret77605,ret24942,ret75186,ret53613,ret18729,ret24766,ret56573,ret62148,ret45751,ret14702,ret70578,ret19350,ret36468,ret19502,ret28222,ret61241,ret12052,ret64311,ret85913,ret75825,ret48653,ret11955,ret81055,ret17750,ret24109
2001-01-04,0.0568101580586306,0.0587911450679428,0.2048181407042935,-0.109394400791392,-0.1159175565843588,0.1214246909917168,0.0071056670321542,-0.0535664253455099,-0.0580928884566302,0.1754549146852269,-0.180620627866223,-0.1717417973303151,0.0783256381625633,0.1004654044490674,0.1025107498628421,0.2073964167883388,0.0230100185684449,-0.0801840783341028,-0.0192071755211816,-0.211858714100096,0.3642393332056286,0.1147802053972361,0.1156495717877544,-0.1504796999417069,-0.1084537965148542,-0.1442293496759022,-0.0223491027948891,0.0794967788017638,0.1671562271279667,0.0373129992981401,-0.1540916713279782,0.0029578009726367,0.0001904693179355,0.1213203321943753,-0.2531337488892656,0.1581165373878388,-0.0281366932552319,-0.1231195278955836,-0.0036611825944546,-0.1425862719094746,0.1048432329430051,-0.0757104514371643,-0.0307065618459225,0.1352528903708194,-0.1464578097071923,-0.0716493681692851,-0.0474577164244596,0.0902385436395862,-0.0503466345855164,0.4822118633145749,-0.0551476026592074,-0.0188628888380969,-0.1850248504458104,-0.4117442579293479,0.0853272441462463,-0.0471006578339788,-0.123081813914046,0.0936310511432926,-0.3024228457014666,0.1348705420227622,-0.1776278511268839,0.1992486628366706,0.1847689116619322,-0.1076382278067925,0.1028897956000003,0.1387729753059443,-0.1681554254163474,-0.016168320653311,0.0061534611216555,0.0046610901739141,0.0756850694338086,0.22797085844136,-0.0472065918553856,-0.0850485977260962,0.0069892885268257,-0.1201595092093221,-0.1922582642361164,-0.0022801977673924,0.0719084882700779,0.113934110079907,-0.0544693308704551,-0.1646192319626937,-0.127303976808945,0.2420931768522556,-0.4114127565394818,0.0794068399285622,0.0929743344666205,-0.0692685376655455,0.225935955735959,-0.049310645806883,-0.0219044319346683,0.3026707774161888,0.3474223998743631,-0.0942769329397632,0.0063691174179355,0.0355091890634444,-0.3259382549013571,0.0712382021718854,0.2916272798223294,-0.1093664845636988
2001-01-05,0.0003652941621498046,0.05879110585372013,0.27678730020301284,-0.10267247766882694,-0.11591756922725356,0.23122287645190553,0.007105597900096696,-0.05677624495714279,-0.11056511436216389,0.1754548968792738,-0.18062062799899056,-0.15146609638540678,-0.04743615235601294,0.0759986444040509,0.08291152470796202,0.14245679735413255,0.02300995443437025,-0.08018407100358735,-0.012459577876984285,-0.193206790920563,0.364239330302541,0.1147801815622518,-0.12770687619767035,0.04875081499043828,-0.14607465443559736,-0.1349125328737744,-0.0023741178025192947,0.06540210183981349,0.21245962893864365,0.021137105896062096,-0.1070921797891982,-0.0600240003150214,0.00019041576373761984,0.12132027449576677,-0.20222756890813942,0.07611766877694669,-0.021285199114610062,-0.056949643361953954,-0.003661084246916754,-0.14258403743204548,0.00984212198181447,-0.004791032597623739,-0.03925414706597871,0.1263299628205203,-0.08618721091441099,-0.07110699655717989,-0.04064109911190822,0.09023852333572512,0.016861123295139287,0.27009323809469266,-0.09934964575194946,-0.23616393348400636,-0.21992824087769824,-0.25881088610364944,0.010038416476019977,-0.04710065415361406,-0.1709339067486708,0.0767249351083043,-0.16612328734644347,0.07564773001382533,-0.13322102143178408,0.06527993759973816,0.23579734878231665,-0.10763823274689746,0.13668026758612561,0.138772925541586,-0.16815537153192492,0.13857381408163305,-0.12570385331792455,0.0015228953084050912,0.08388906150338252,0.1717192609632079,0.054850938931069466,-0.23714980091397572,-0.03340333862088375,-0.12016266297877061,-0.11886160602935873,0.15524635692467237,0.12034700137400758,0.11393354052095098,0.013411615499377909,-0.16238139320982128,-0.07693609725403723,0.30971007579207577,-0.14491068018675032,0.07880508761817738,0.09297432183808871,-0.23941248006017715,0.2007885289754846,-0.02643434255044653,-0.02190448171027297,0.2149318620726682,0.13381835948672063,-0.35245969853500464,-0.009555785887991336,0.04331966451137102,-0.1743043764914565,-0.020636414827945336,0.29162726695806196,-0.025554038376776354
2001-01-08,-0.019858622682180964,0.032962782371707466,0.1247305756342459,0.03406651039874161,-0.11591757451673439,0.23866982618472435,0.07201988860106417,-0.0567762626960762,-0.15093461434313363,0.12819995050437466,-0.14788587693136337,-0.15146610314258693,-0.047436154638928335,0.07599863315500194,0.042835110961602176,0.11054191061905196,-0.0791927212640732,-0.011995435502499426,0.12436411970160882,-0.14289605249371254,0.2610234170475996,0.09216805473123489,0.1228822688593346,-0.10009673294657578,-0.01669877287688606,-0.1349125406293565,-0.0023741202716526296,0.08914168888352747,0.21246998994049682,0.021137094672118807,0.030924495466772964,-0.056625277035092514,0.007934662919914515,0.12132026781113862,-0.12458459343546545,0.16842387635327435,0.05628630269722736,-0.004710300089940231,0.01748256002175804,-0.11916714310021977,0.009842120478208385,-0.07460182107268136,-0.03925415651523326,0.1263307853852159,-0.03701688482395641,-0.1159558935456308,0.15812855418247065,0.36329248070803644,0.03367139200178193,0.2700932369385902,-0.06450106100899801,-0.19221677565311782,-0.13168649658378445,-0.08538705463069002,-0.005661217612871042,-0.04815409290518441,-0.18616253483567233,0.12133285454034441,-0.16612329068242046,0.07564772003099673,-0.08136659821370364,0.1290964629590478,0.2357971870233688,-0.3039033536689176,0.1972143887465444,0.05914255327548989,-0.03704606330709945,-0.12063165455757188,-0.20743430663102116,0.044800169874514455,0.06456475976196992,0.1940391381616585,0.05485093038684855,-0.23714978141883736,-0.1257396562126678,-0.12016267438191386,-0.015385132298511992,0.027211468589701686,0.061696437997569555,-0.003057257365807267,0.013411621243324113,-0.16238139457141007,-0.07693604650370921,0.3217635203382731,-0.18945064443850884,-0.01618336085800662,0.09297431986976606,-0.2404631164934008,-0.02105529098147776,-0.024297069610624836,0.005521995078388459,-0.014368959399837886,0.13381834745007787,-0.3524596982929315,-0.07811151745595343,-0.09815625120879683,-0.17429914688348014,-0.020636426615360942,-0.06284018080560244,0.08468243625926664
2001-01-09,-0.053364557871327344,-0.02350728084110958,0.13315686984445524,0.03406465821400102,-0.044418548394170074,0.23049439969967925,-0.15462533488106117,-0.05677328581172422,-0.1509347314754216,0.12820704852066814,-0.05233647925338702,-0.08754206207417012,0.07398266462995724,0.010316384871948777,0.013244450593396212,0.11055515214920104,-0.038442051678313105,0.02243373622603798,0.12438569199362434,-0.01658344190237671,0.2610173622203305,0.015713991682700934,0.14665280225218555,-0.02314433816007999,-0.01670502710073788,-0.13488720575466936,-0.0023907818070062156,0.07696595041231014,0.24292302800354318,-0.005675571388279682,0.03092484291746126,-0.13344997061376515,-0.01576225186251309,0.12131959846031003,-0.13132247534525432,0.168424955158398,0.055156554344647155,-0.09578281463814488,0.09154615221602827,-0.11916981661131289,0.07311489204229674,-0.07460165290299214,0.07818563511259798,0.3622862891997224,-0.096602538742839,-0.14276923692938942,0.29946501448847035,0.19373316726398035,0.015089148268690844,0.31237641409187966,-0.06619365251348658,-0.19221050376100166,-0.06030553566786956,0.010870025451120247,0.020774740242565117,-0.16580500740087245,-0.10518615075353563,0.10374347758968465,-0.07553515793100053,-0.014701599104292518,0.05245451691724402,0.17497399870857647,0.17584613864076126,-0.18189280115638615,0.1518312257605348,0.058809732862553914,-0.07967786050514047,-0.06939055045604274,-0.2074323102323732,0.14633564458806136,0.06456366568131465,0.03820919268523596,-0.06610157579429989,-0.23712763937793022,-0.12573957034034242,-0.1201500819740229,0.08949819366908067,0.02720693191758258,0.12366298463604807,-0.1653397130337175,0.007167395602439751,-0.07607596502458995,-0.24528128295715723,0.3217687996822047,-0.3171871758338743,-0.15201126688398492,0.09297022728863437,-0.04923815512609778,-0.15171255725284022,-0.024297109079006854,0.012184380474942101,-0.09275070174625921,0.13391386507392591,-0.2936159674130361,-0.07811175402457039,-0.038713577282573734,-0.0788126204635625,-0.020636750798583216,-0.06284293276977995,0.08468123574750241
2001-01-10,-0.05336456386807737,-0.159949000462222,0.023185289132278502,-0.053504723071266184,-0.020817515915936197,0.23049438597217625,-0.12062051373896754,-0.05677329635454391,-0.10928123001750233,0.16898146243629453,-0.05233648198053371,-0.08980041336623724,0.03794021108018674,0.05987528776405179,-0.13218152322670282,0.11055514326027963,-0.03844205211822765,0.06389229291967798,0.1665381372198906,-0.016583446822732294,0.2904573532824011,-0.08238672040442699,0.08385410419407226,-0.023144348702349014,-0.016705040122804687,-0.13488714852654832,-0.1958744909579292,0.016860969177295144,0.2012914318781033,-0.09089997031106517,0.025535699053867766,-0.06514590362868447,-0.016273058019885055,0.16375925737531927,-0.1388127850799397,0.1684249431815662,0.1366993305252155,-0.1956682136746798,0.06676722725032257,-0.11617852507879237,0.03838849241627727,-0.0027114030794217485,0.03680704668837004,0.2984226725197456,-0.13851616560392144,-0.12687841693392002,0.29946500329676806,0.18585872576870568,0.1560447828567271,0.31479145418207377,-0.09977383356493952,-0.192210439569722,-0.06096216604902926,0.010870017796787994,-0.0008939029452068592,-0.1658050186499473,-0.10518612251839618,0.07803712504847991,-0.07553516468581242,-0.0143068596121679,0.05214234522535398,0.15144532847517048,0.14025352279318173,0.08942202758663403,0.032511681729653456,0.032894525653998745,-0.19962710350166632,-0.06939055634435388,-0.20743232197053604,0.14633565260938494,0.10428182115180573,0.2431756248913183,-0.28681755786045066,0.02581730997158426,-0.0743300402379634,-0.0682620566941821,0.011280323808370614,0.08866997595670713,0.08765100753940203,-0.05435000804112384,0.00716738519150804,-0.07607598612886346,-0.24528129102578478,0.3217687947940104,-0.12519161928877276,-0.03608185287838857,0.01776517993772,0.09350830658534319,0.12006918534611953,-0.02429694611899353,0.027532974710169446,-0.09275070767555392,0.05225620430827195,-0.2936159721956713,-0.09951220468274084,-0.13278329045287013,-0.07881262563942991,-0.02447824495082751,-0.014643835577850412,-0.12237136044852526
2001-01-11,-0.03531688211663626,-0.23314303683585616,0.04386809440063308,-0.28998527937007457,0.07793862567986691,0.20443434456774873,-0.07541308239372489,-0.05677331213102647,-0.0734115608473842,0.28245828516986304,-0.11995763990466855,-0.23144975805558055,-0.007403245971057094,0.02055555152813801,-0.13218157138533587,0.2535930297418223,-0.036985969623998693,0.06389227070788212,0.1665382303983702,-0.016583467280107147,0.36292012024501336,-0.08036048849293785,0.09838394719027438,0.09878329210942771,0.04398532950051139,-0.19164539688034044,-0.24060395113035052,0.16984219005701837,0.20129086003280605,-0.03511315042782514,-0.15403932967207312,-0.017991152072805404,-0.016273057428711588,0.14742745598247398,-0.09472210813840172,-0.016413941667681335,0.13669936123728127,-0.13846252314638785,0.06676722128944093,-0.08710360789094321,0.09069984417930631,-0.01524998022760212,0.03680701439081242,0.06371494016610248,-0.07588068194148306,-0.15419645102968416,0.29946509680709155,0.2150524916400426,0.13778624646124296,0.31479150684832885,-0.1879520701508693,-0.17672321489997384,-0.026509642869421583,-0.11049383048145062,0.04759458314190643,-0.1504895593652169,0.15440075769095576,0.07803711215367322,-0.07553518134103673,-0.062221736035523285,0.052142338853803274,0.09543663665728304,0.017406225989103134,-0.11288853486944282,-0.15081681349924853,0.04555184379369783,-0.11537512556366626,-0.002870328932601879,-0.0487473815487545,0.08054762910703214,0.10428178479792873,0.24328374469511427,-0.15562799026427676,0.011897196755392555,-0.041675114216445326,-0.0682620567475347,-0.0055013346286954985,0.19665321030658564,0.06830841759188022,-0.05434998876258047,-0.19035497946518132,-0.05347246017057156,-0.09977754331002879,0.3158845164930254,-0.12519162340361034,0.15415018570120143,-0.023260614795609178,0.09350829426317071,0.12006918706458902,-0.024296931864200854,0.027533017902817012,0.09303822893232123,0.0018538610562875944,-0.03194746128946902,-0.11573490697767484,-0.07507156676089748,-0.03304380936138208,-0.03440084575718647,-0.014643793868546074,-0.0927225142342988
2001-01-12,-0.0739210036575756,-0.06654789993254769,0.10866937552034642,-0.34280753002990844,0.0826374065198886,0.05631268063865247,0.040409747341638616,-0.05540063330628831,-0.07391841712630422,0.207610504013319,-0.11803319179126172,-0.22446234192309727,-0.011946891715677456,0.07763258892073652,-0.014493506211794766,0.20932891704190534,-0.19755706125452596,0.05629426849053045,0.08129440823533889,-0.016310591972268945,0.19318001910127633,0.027294241081125176,0.05946526114406958,0.09768536414751863,0.04424820530525781,-0.18353653795956013,-0.10686289054830604,0.1690321858420849,0.1892667758039411,-0.09834030961489161,0.022609097103254594,-0.09000332342413038,-0.016254692194268488,0.14746413001799596,-0.10049667486615677,-0.2205983698777431,0.030202653547509686,-0.09626241589303648,0.06318232847028948,-0.0862128223536903,-0.01146731109902828,-0.09735404725137557,0.17371927672720108,-0.0006757247306903852,-0.14850879208730286,-0.18772821963823272,0.239147730458082,0.21352378572291236,0.12632858973741182,0.31385691240899427,-0.18707855937476062,-0.1781696506756348,-0.02669530447931122,0.07786132014675148,-0.11744544353596596,-0.031139467676963416,0.1544541277127768,0.07894147818180276,-0.03960817260734453,-0.1850796764263118,-0.08432313926492196,0.09671950108949393,0.017570577475791226,-0.1430636601217699,-0.0854474433995666,-0.09854549840195552,-0.1436207173111113,-0.08260010731312936,0.024655927723592874,0.07945434301384639,0.10381366550424648,0.2435829186312102,0.09693202708505105,-0.12457708230809253,0.1327778612188753,0.031135050569974412,0.008251868051856558,0.13627134944430935,0.046589369216286584,-0.10846883352145419,-0.18588832708363293,0.20944345180243806,-0.013558710756957776,0.3151588836845922,0.0545337921572247,0.06923860467416121,-0.007585189734193401,-0.02792738738209718,0.08425443950935887,-0.02079475279134511,0.08881727367075071,0.243075175107985,-0.03801920836079191,-0.0686022176828815,-0.11362260069482653,-0.07704508111977332,-0.0709756525688312,-0.020855032930822283,-0.015839700650785295,-0.08547382588821688
2001-01-16,0.008506043563077444,-0.0665479034248213,0.14774605164095408,-0.3428075340341845,0.08197535004513985,0.052356739034619494,0.040409735093606375,-0.055400639223777574,0.006162083665079204,0.16987987336805446,0.12384851741607965,-0.12875386137651385,-0.15903219397855523,0.0776325868143981,-0.056415751886407496,0.2093288995044094,-0.14656376309252783,-0.053580999169852137,0.12461874727073996,-0.016310594624728926,0.1931800141859289,0.027294204617921543,0.23367354161602605,0.0976853585464688,0.0003396027466785648,0.1257576587531176,-0.05981772363435773,0.08068993911229037,0.009711717035495235,-0.1802849821980771,0.02798665220795536,-0.07641905632786397,0.021166875401236008,0.1474641160983568,-0.10796358664938445,-0.029292946535655496,-0.056446505487150196,-0.09626242575637914,0.10155213213878679,-0.06778227691846657,0.10506321052090009,-0.09735404800740459,0.21387482802829252,0.005734814232110394,-0.2357378830962056,-0.17295889337877635,0.17236003337433195,0.12936673207953178,0.010201950296408017,0.14115349247084094,-0.07613153718473771,-0.18446476006712242,-0.026695312653915757,0.13224390083762944,-0.11744548692167711,-0.052968470330458824,0.1544541105218274,0.07894147407043434,-0.05917651758531516,-0.15607156945153733,-0.08432315009365551,0.02680183309883523,0.017570568894680925,-0.1430636739037798,-0.0854474752453371,-0.09787625437424333,-0.14362073403855138,-0.08260011678709919,-0.06174965832091854,0.07945433511388576,-0.007371492338766763,-0.07667546778187954,0.11461731325335024,-0.1317835013711035,-0.09145348953711972,0.022495967989466355,-0.02039830272579999,0.12296617385861756,-0.06531467003729749,-0.02872516072143757,-0.05439657201117664,0.2094434448854151,-0.013558708053230286,0.3281919198627234,-0.0858809931697954,0.06923859291542042,0.1541927636677897,-0.10303615598980281,0.08425443786803426,-0.005786267935867819,0.08881726163367089,0.2447605975929013,-0.03801920742462959,-0.10617977555990153,0.07783204293131116,-0.03431106158242524,-0.11669533616141954,-0.036744252550409105,-0.015839714368645084,-0.03394151516231451
2001-01-17,0.008506036619211628,-0.06654791330098891,0.07503519715887257,-0.05401582947316053,0.09228321800595395,-0.10102926174748698,-0.11755842173116458,0.002992093547187132,0.011641744119163121,0.16987986707002667,0.18025744004306327,-0.11219627772265395,-0.2746834523257614,0.12772508569581495,-0.030272116951999748,0.15229121357564437,0.018845338199051362,-0.053581006799612356,0.09864142962447606,-0.012996695088123742,0.17344553477329475,0.2002136928418445,0.17223454931285723,0.09747904697297699,-0.08311213104215605,0.08758682576575537,-0.11483103270695413,0.04408899686247045,0.054899209541297844,-0.170214474734483,0.03985990887923786,-0.07641906113471059,0.015289328146071137,0.1297723515937544,-0.1309793911161644,-0.02929296138340971,-0.019204954357900966,-0.027023372593743884,-0.031331347375075924,0.04712309542077962,0.06978618455629265,-0.09735404859519226,0.2138748242770791,0.005734796508564282,-0.2357378608876889,-0.12454510804220262,0.17236002600186917,0.01379197994147859,0.08807177712004723,0.10596934347619652,-0.07613155249496527,-0.12018932627065777,0.047970609004796744,0.13614741762799415,-0.09977518625677124,0.07977408864116611,0.14944003228607675,-0.03894300815648194,-0.059176529708070136,-0.01826713892244763,-0.014568011157564677,-0.0070146507100310165,0.01757056339347875,-0.14306367803998832,-0.08544746055999757,-0.06518951648566097,-0.13761848106772498,-0.13699101136721656,-0.32457558489114874,0.08156294270752573,0.22169663420413466,-0.07667546709623213,0.3190041064680067,-0.09943541345895499,-0.0914534978834113,-0.03538988685156309,-0.020398300804876247,0.12804566178927154,-0.06531465422058352,-0.028725171315743456,-0.05439657432015615,0.06804138891747989,-0.10617273633415433,0.3094534879978231,-0.08588099873537947,0.1694365504777287,0.12513904734085812,-0.13877335960487927,0.09421567702754562,0.20567658974817662,0.13690161502220582,0.24476060510761197,-0.03664759651830228,-0.16216575052526905,-0.0014802889269330108,-0.06882850713413863,-0.11669536896086408,-0.06646421248746891,-0.10086947606944667,-0.03394153574244281
2001-01-18,0.027176653673862888,-0.06654792262590238,0.07503526128565377,-0.16402230493614775,0.31085584970358743,-0.09449046420076014,-0.0019440718385937117,0.0029920852714176794,0.02616834192609677,0.1698798587250692,0.18025744116158102,-0.10257649431814721,-0.27468345870061134,0.26338883169197064,-0.027041746704600304,0.15229120540554966,0.06940512079658438,-0.15937110127136492,0.09864142041763174,-0.03210178252499525,0.1714546229495764,0.2002136828877353,0.2638797387874202,0.1413350929749989,-0.08311212984800426,0.08758681477117443,-0.14469361870443753,-0.06914866280379298,-0.14511048310778038,-0.17021447565184092,0.03985990078321805,-0.07543047330652322,0.01528931721638343,0.10337137806898576,0.02793262153711204,-0.0457132551718702,-0.01028630477679324,-0.02702338016877117,0.010905762533028567,0.04653369588384531,0.17287986143234496,-0.09735405577164696,0.0950844211768989,-0.058388885661369884,-0.0012324779564885507,-0.12454511457124567,0.05702729985821915,0.0023634048517976285,0.08687768885481445,0.1035054306885752,0.05773999815922547,-0.12018933759257594,0.15449611145256723,0.15466654543465988,-0.025842316549325457,0.07977407939798548,-0.038601534658054305,-0.19742649645670005,-0.2288997092974177,-0.018267146416968593,-0.09022839786441249,-0.00701466248101227,0.15312669338171153,-0.1879009863342226,0.1456174469405429,-0.06518952798622517,-0.19204693705305306,-0.13699101200311983,-0.32457559378705775,0.0881504230624669,0.08468798389043473,-0.0766754720120924,0.3190041015591938,-0.12865408976245485,-0.14358151392120766,-0.08339566946287962,-0.020398303520007814,0.22732211593587134,0.021112251590278023,-0.028725170292788146,-0.054396583987467786,-0.16710552706136894,-0.215034372644595,0.2946122896854288,-0.2633703081765746,0.24222795824868676,0.18109576270643488,-0.13877336764028944,0.02824904492979948,0.20567658383828058,-0.022936891494116297,0.2447605935630184,-0.15139427162868344,-0.051982176667228784,0.16110203337270035,-0.007881180940799003,-0.11669536688340311,-0.14197346869743663,-0.004941401126841901,-0.1050918834013645
