,ret14593,ret10107,ret84788,ret47896,ret22111,ret55976,ret59408,ret83443,ret18163,ret11850,ret66093,ret92655,ret26403,ret59328,ret65875,ret17778,ret66181,ret11308,ret22752,ret14541,ret38703,ret21936,ret76076,ret13856,ret19561,ret70519,ret10104,ret75510,ret20482,ret19393,ret43449,ret86580,ret14008,ret62092,ret87055,ret17830,ret10145,ret57665,ret50876,ret48725,ret15579,ret12490,ret24205,ret49680,ret21178,ret77702,ret59176,ret22592,ret77178,ret12060,ret17005,ret13901,ret66157,ret61399,ret86783,ret69032,ret87447,ret18542,ret86868,ret10696,ret73139,ret87267,ret64186,ret71563,ret44644,ret39642,ret40539,ret13928,ret60442,ret78975,ret64936,ret27959,ret18411,ret17478,ret49154,ret77605,ret24942,ret75186,ret53613,ret18729,ret24766,ret56573,ret62148,ret45751,ret14702,ret70578,ret19350,ret36468,ret19502,ret28222,ret61241,ret12052,ret64311,ret85913,ret75825,ret48653,ret11955,ret81055,ret17750,ret24109
2001-01-04,0.027793891216864465,0.21219175183364333,0.25831303494281216,0.032453424421015634,-0.44325200874709214,0.38897350202087044,0.10921115118062867,-0.3093189883421977,-0.19530725420876596,0.730820258700991,-0.3129126350954695,-0.6976029318438297,0.14724169121036976,0.10989971563064514,0.23319454213743046,0.5799737769787061,0.022505269541976188,-0.2171071231472092,-0.15213260331920317,-0.797233295143605,1.116594446786075,0.2918176177126372,0.11372914398442266,-0.3777696127225282,-0.22079580544023744,-0.48639150742085385,-0.1392610327943634,0.0876577544895654,0.4993827548093999,0.11249342944911897,-0.3894506834923038,0.027561525524606223,0.09462994025152888,0.09468967163715798,-0.4143086543901613,0.26098837479967213,-0.025527835859359242,-0.12875428555542726,-0.01656817736020119,-0.4968689537738832,0.2754185044359032,-0.22198661373059567,-0.08104337271190054,0.280220657120052,-0.19615845798305329,-0.236346607546237,-0.31269929293653986,0.37217399847185795,-0.012608864507714434,1.101656927071851,-0.3478790699360546,-0.053503979825096054,-0.3307520402022227,-0.675232947802899,0.03728174084854695,-0.03170483987163538,-0.3233173897869554,0.37621382476394855,-0.481001803958606,0.14853417307062713,-0.4523711814214987,0.28628181922887763,0.45312838534306304,-0.5606113866598541,0.1398937325573192,0.2318086978365631,-0.3861866712170935,-0.11600911855757604,0.08396022221369553,-0.02763101638294153,0.3830770865269951,0.5883418281367573,-0.09072024967774309,-0.04015646344897968,0.10385007100861549,-0.11489328961753646,-0.2177022527606597,0.044341483518981845,0.11966891081256034,0.21854236420948356,-0.06683443172541494,-0.4409699812362011,-0.3299351194615673,0.4702080671889882,-0.5360742926058047,0.267213577746708,0.052485989383514495,-0.23408065876011144,0.705501434360762,-0.011199804023454453,0.025999948982206693,0.7108039964542374,0.7939308685020717,-0.17236161435285774,-0.10826242468962247,0.05782743658145368,-0.5143802461875623,0.15743557831353502,0.4967645453654753,-0.7632099272076109
2001-01-05,-0.043627425274403664,0.0911897198184605,0.332292593610333,0.04065506431796749,-0.5619895400682908,0.5369094394755902,-0.14350581576859903,-0.513026134018581,-0.2684007792225645,0.21988844182942185,-0.14566852333257488,-0.2579802985845028,-0.09980511318397507,-0.04199859428967456,0.11576687640676611,0.5132360336033972,-0.028619544597307332,-0.23695883101443982,0.11668256462147904,-0.26592998913907456,1.046914968858623,0.2075450201990057,-0.21296608229447755,0.05160834551741304,-0.2613110783463317,0.1598935968394245,0.05388661800573044,0.008717075716682093,0.39805095742104535,-0.13955423728752983,-0.042902553659627043,-0.06585874772644816,-0.02572536329652843,0.17440341186337951,-0.21582302796723166,-0.08178872400018576,-0.01939068085775473,0.12488322347770904,-0.0334799230037655,-0.1329386222591177,-0.01014639446179653,0.09754285075041576,-0.2524835369335137,0.39797156174636733,-0.20596960778471488,-0.1997932249379539,-0.09908927550201473,0.4622395049180225,0.07049284596508193,0.37749197462242606,-0.31658732872351947,-0.6467477091682344,-0.38566547042509336,-0.22760125893413002,-0.013224092159772797,-0.12563214931677696,-0.5308698311991071,0.11612768997982632,-0.21304707749922858,-0.03414864319828453,-0.2000642813075994,0.01703703522047782,0.4806582773920476,-0.019144531289120043,0.20647265916554927,0.3880567682034949,-0.41500013414031184,0.5409308919725067,-0.5953414437266118,0.013089021758742422,0.42929448994777714,-0.40649280230176243,0.30272779406971223,-0.45236858933692453,-0.21037081077638056,-0.12431507837130315,-0.1047732305864922,0.2515357442911296,0.1855544351403037,0.0887200970037894,0.2551343242707444,-0.05414669236497765,-0.22942433966862247,0.9113263124944168,-0.04040232650623755,0.11375844650173783,0.16173940653008068,-0.8346432837894947,0.45713561263353064,0.14446781285004456,-0.03250046935174241,0.17502580447645286,0.18984419737418598,-0.8320661665441579,-0.24957849092739848,0.004912456431082316,-0.1631520463821296,-0.14820300070771908,0.5118968207152443,0.06447902632724252
2001-01-08,-0.09337264805243004,0.06830194526952892,0.044687181090724656,0.31949988601888735,-0.5648556716462585,0.5064718046468993,0.1525568232174127,0.7002078302757738,-0.22321689722201368,-0.10180528132370399,-0.17496254749997026,-0.2776462630395408,-0.03972708700671149,0.04910091786103009,-0.019132972629517617,-0.4487906226436841,-0.35786132115245645,0.025718004576528876,0.3606951841996229,0.24553325056845887,0.5945900467201521,-0.0784037894141266,0.25549287784354885,-0.46571366793608865,0.011065874339735453,-0.6256171952113111,-0.031159942585802684,0.08944012622008478,0.5571405101978522,0.1910718075354332,0.19999402306602881,-0.040361820816539946,0.07796361962639146,0.15385332162558826,-0.11999544915155796,0.26735758882551813,0.1475083390631773,0.10857365506637608,0.06212086982873194,-0.04869483598506642,0.03186204126396636,-0.1667686043036307,0.0031438659945152055,0.32705546702801064,-0.0885814518920573,-0.1908468764160177,0.3790851797358077,0.83788106838142,0.059917159648457785,0.5839739042683396,-0.05818714878968284,-0.3639941380647078,-0.08343954348299344,0.13151792710606466,-0.021624849017221667,-0.18249104951834308,-0.4979283296484927,0.4266361783141185,-0.055168584874983,0.24422939479150577,-0.09314617724263835,0.21232671969808348,0.16859613923892544,-0.8758279883418392,0.3474183217030937,0.04522569673401385,-0.08821586277097411,-0.3983815751353507,-0.2891067263224452,-0.04297745106800501,-0.13817048745474272,0.4453332178879133,0.11756103998464604,-0.20217751733672726,-0.3962586929344627,-0.07996749655561804,0.18464719583974343,0.03808591788716818,0.15024422209648192,-0.07824356612351849,0.06743984232879097,-0.3776199534047761,-0.3017915353115686,0.788515370767447,-0.39769155855183425,-0.0709063126854368,0.10636577810492484,-0.6517995985211446,0.13264246195573048,0.12191042254621656,0.0910727083777492,-0.513459477915945,0.28588436983986587,-0.6964296567643999,-0.2569683570832584,-0.1267008919453182,-0.1711327194906936,-0.26573759984227213,-0.29917471377598287,0.10475120910628216
2001-01-09,-0.08848961253943533,-0.22207810168928863,0.1831801087404825,0.28577000967092386,-0.08545101074479394,0.23365883553716105,-0.747592610730568,0.07576633494462015,-0.04269012903509548,0.04164926070587635,-0.0140655747796524,-0.007505525370159645,-0.05053782553548968,-0.012525163933577213,-0.15765853835501492,0.07140166093787162,-0.2647348039929334,0.21343670873021833,0.2068741457231907,0.43056662035612236,0.6065134797904465,-0.2806507056199282,0.2649261366083688,0.03098829200282375,0.0695143509913347,-0.3241549841123337,-0.04777013763718887,-0.03613667538149037,0.5822184112335251,0.011299854750243123,0.09563105139184297,-0.15782064088044304,-0.07425996941546369,0.06758532371028617,-0.09809843993921832,0.32056947412637354,-0.01802112075751947,-0.11740954736345306,0.2962936068884003,-0.13361883694642324,0.14845619056477047,0.018703555565770448,0.4946831260461305,0.6443368168479359,-0.149299055232329,-0.2047678027073013,0.5690830100357696,0.2704228962398282,-0.03176294150379564,0.6162315571093213,-0.1912603103693856,-0.35942790032994637,-0.0024319791931190077,0.3177882199521141,0.0860592456895832,-0.4221790947223081,-0.04204943525554491,0.16775979765146426,0.4276190847469015,-0.0009148910553538405,0.1277747374518002,0.2097178641465708,0.08064560171290572,-0.010119753406203375,0.1854366876896215,0.08811756935091632,-0.08198892069256825,-0.006882109737924272,-0.14218569161564182,0.23207670062227678,0.0006673556994127147,-0.4740146871205287,-0.2841280549944701,-0.43277246848142437,-0.33390797224169283,-0.14626898045243084,0.24457018190044738,-0.09120101693413303,0.2562113114289634,-0.36773723070945713,-0.05434132854121958,-0.12566123180016636,-0.7595836144079213,0.6660952227670875,-0.5027791577601612,-0.5461879140065472,0.25859951199718084,-0.06225210868146126,-0.24443387545108772,-0.09000243653789575,0.03340744450586889,-0.5160280532767052,0.6029325253735818,-0.47313736746354595,-0.20729963901818488,0.00033714915341471737,0.024771960880853473,-0.2910054646320134,-0.2090085880215134,0.31207876059090234
2001-01-10,-0.05822038279224773,-0.3231665837003307,0.038842151309288094,-0.07172520172736829,0.04777993618937473,0.30851235519412507,-0.06522643166295132,-0.7998506089839901,-0.19893573164842143,0.6586415299311716,0.10083435770866434,-0.33147251316316556,-0.05197620756225226,0.15261798450429043,-0.40703641246237704,0.9316109820488633,-0.13506656902995562,0.3404981078409676,0.5520233319026882,-0.36069516571083954,0.7678847258201976,-0.28070654383901406,-0.06060195238174796,-0.2871131550523553,-0.09095977262989775,-0.3909500221017827,-0.239910290638366,-0.07315650721335133,0.3356253863865223,-0.3078140154789044,-0.24144261583835822,0.0052982826579855745,0.126421209801124,0.23547474194357854,-0.28506144707001957,0.18660793544141963,0.19344634704894131,-0.1897806597185805,-0.0011412883399189724,0.03262393903766556,-0.10187950161722273,0.11456678280982624,-0.1493135420398577,0.5099322435616906,-0.3939358285279227,-0.305678528795672,0.3037821881382931,0.3747622943467175,0.23566871330085468,0.6214244543786225,-0.29508096850568455,-0.28026527169780685,-0.22712304053209642,0.17670550259060597,-0.02479098576660823,-0.07786675044347105,-0.02617486019230439,0.11436743503211642,-0.15251794438243277,-0.01657384928115193,0.09677608524351523,-0.038527655507256335,0.3008264554832219,0.4010874141310264,-0.05144468711587937,0.019266363577124804,-0.43383706615457696,-0.26969960506310126,-0.5188647560581663,0.1880560787628614,0.8233468146696973,0.7573827441322468,-1.0798527558121256,0.18220995622152672,-0.019790821391237286,-0.05088707774070443,0.016015171394224523,0.23092854886569816,0.09161880502750552,0.008919648488229884,0.1578933051433318,-0.38073516636546206,-0.4799604522343084,0.44145297930591054,-0.04736991255881784,0.1275085730824256,0.10062184215525521,0.3317745493437675,0.3963304658140901,0.027253338430187114,0.10130806482054064,-0.0827042981892903,0.038894774752383954,-0.45132567237284926,-0.18477801733865815,-0.19918758779447165,-0.07673723162742248,-0.17137125551087912,0.08132393075622195,-0.6886472532902196
2001-01-11,-0.016794532720939385,-0.39666443757205105,0.07554778228852688,-0.5185168199154075,0.2645330918931013,0.13770228985286134,0.12308295536344999,-1.315730888088525,-0.03469607041233355,1.2185944975444667,-0.1736166826780185,-0.7873438053942021,-0.07796688353508523,-0.001449819982682978,-0.2513134382161637,1.4760399259626407,-0.10628161715184345,0.09995713970745247,0.33795161617749614,-0.5545280124349751,1.1982395038717661,0.012405800754469891,0.2361875163394031,0.28321442400040026,0.17729340081555253,-0.8549799927359703,-0.2849078012614876,0.2467133336966914,0.28033184631456626,-0.00916871584867246,-0.5868070668479705,0.058218301524379464,-0.03671942844990682,0.022045250123427694,-0.17733279620484227,-0.2050426090748601,0.059918164222193024,-0.011317529923631496,-0.07721891475468988,-0.16457994919795527,0.1476138646391866,-0.2153903791347074,-0.1478782859590785,-0.1274185431613804,-0.02450650196520781,-0.2509507233208673,0.4532477087371363,0.4677453179221611,0.13010828875556485,0.5758633187539165,-0.47769129144728945,-0.20158455988112503,-0.0030640052645260992,-0.1574043111017772,0.1005455075432469,0.020085917484450714,0.46418144370222325,0.27657708453407565,-0.06930173913778254,-0.10086718463175483,0.08754199529802552,0.14905122662620088,0.1138751642979229,-0.9432555137376902,-0.4512088293700434,0.10940989708832978,-0.0748242485121669,-0.07519247230495273,0.3710013568767894,0.026955352753302905,0.4066841903020125,0.6108455099169839,-0.34523890427410725,-0.027010261833592574,0.12929200327900883,-0.034521734175647883,-0.0003748418192480621,0.29848478633001047,0.028221262738216648,-0.04331750634173834,-0.40919795541699466,-0.05708204833934688,0.019509724058831213,0.2346860582410154,-0.092192292393824,0.4420386946428599,-0.16184559097636556,0.32142790165977336,0.43942088016064645,-0.15858485804216385,0.11083543109931156,0.3877088104334647,-0.08401365267265025,-0.01203375443791925,-0.17701680892257207,-0.02552493786552154,0.08860971888070998,-0.08827226565793816,0.10256687208714375,-0.43754037177606886
2001-01-12,-0.05221728022254891,0.05070765207567153,0.1810086777523716,-0.8392975706597005,0.2776603134274238,0.06474132664784663,0.29139632416694444,0.6084368849697835,-0.07754860691422967,0.4418803887189371,-0.17884046002126236,-0.30969675116394246,-0.09314585437476369,0.09541464056021463,0.20126494920177657,-0.49345045007292787,-0.454897255317874,-0.11633250487346454,-0.2019155767952215,0.207999769816736,0.291074825624768,0.13490844957245918,-0.009842605624678749,0.2316030865835595,0.22977245099243968,-0.13467905568213012,0.0033737607763100696,0.2576520845353849,0.12048758092683487,-0.1145225718023796,0.13783496031201523,-0.10451271262524013,0.0026305924269294668,0.1853352840693747,-0.19971359177547532,-0.6532593229341839,-0.05402969592238636,-0.044231812595207025,0.02706530138528794,0.09709191500938971,-0.01002764796105378,-0.280192479013541,0.21388765246424887,-0.0753370941837951,-0.38296662157848377,-0.28672955524486304,0.12988797066550603,0.4673719699381882,0.16927365107702644,0.5524031812496253,-0.2797538953004074,-0.3266951085599227,-0.05342159968884717,0.3118777469733982,-0.14259313761063655,0.01621959478878678,0.09636498712581594,0.13739022071725512,-0.03952071115885919,-0.2629252124230208,-0.2345527662335812,0.10871385476511487,0.0014612591855152244,-0.754816260601868,-0.055227216844835114,-0.16910578308554322,-0.15309069060245314,-0.5304482000438381,0.43307740015973856,-0.00413180064862446,0.2428139071736541,0.3353201744432283,0.3313090185096525,-0.2742694426106546,0.4000831250223005,0.14280153329511314,0.1455100226890189,0.1143901942987071,0.01784539191578916,-0.3063694030815025,-0.14806437954578275,0.4819304099442993,-0.006026432275215194,0.5603234078117517,0.02863458932137948,0.01604176142760176,-0.0713625492570221,-0.04551975842725365,0.19005011076324396,0.09748709743475001,0.1726615171851597,0.6437221971897321,-0.2519206959188525,-0.15819538111423473,-0.171483842821643,-0.11791268819351647,-0.09357020730804257,0.07346453354089151,0.09157946029386806,-0.3309432563702744
2001-01-16,0.039310912138345956,-0.13502447791993566,0.23643600282202615,-0.5896799725494314,-0.05906317594149413,-0.01229615702152179,-0.113457321876463,-0.3365733178367058,0.1456978083346031,0.21289313914183736,0.4185763182744203,0.028849718509697503,-0.3719684260555178,-0.04681992427358223,-0.23597319022205854,0.4697723388718168,-0.16453236040425473,-0.19956586340436547,0.5435725329377609,0.07446977953615158,0.5176630553784056,-0.12950953146367952,0.36499344213943336,0.01328712336976302,-0.1445987554245475,0.9773587314954437,-0.017431018040175314,0.07675247268239274,-0.3456548761112267,-0.39711536944408166,0.2351819688527802,-0.05919692119578563,0.028159526758725757,0.16236666729592614,-0.0940728286529069,-0.15279177081601683,-0.15567889280209762,-0.18726350556116034,0.26829254000994673,0.0010584706934952171,0.22012947238983605,-0.035968081515346445,0.5429932880875521,0.2051767837270838,-0.3696403570326771,-0.18765597862231484,0.07056570628888655,0.22469141990542232,-0.05271727018106364,0.036597515939971875,-0.054789365385186556,-0.3980944653245755,0.011402398489337627,0.4285493328959751,-0.09846107583740701,-0.024815240521460034,0.020437663318128515,-0.0843886372736307,-0.23396457913731294,-0.17504050811106148,-0.16616228148278323,-0.031580448604415334,-0.10795423946803119,-0.244335540338206,-0.1716549573300643,0.032861966187874105,-0.1881237021422451,-0.09002944527843966,-0.40884406451849437,0.06578199155122412,-0.2900543715322458,-0.9570666850967295,0.8215437494936367,-0.5172474614926307,-0.2749553295906812,-0.024474287902535478,-0.0740844031324679,0.18514665822067689,-0.1771350096563195,0.05807319987659476,0.15080749421790832,0.45538431275416613,-0.006147663240829639,0.8132004041899575,-0.1284463483647159,-0.008652138407779647,0.3849674000582589,-0.32115926932100153,0.2900132043196601,0.08450728720724643,0.10148706598921099,0.5054080762848141,-0.036611454296731884,-0.24276530322202605,0.3018462099750281,-0.13075885809066704,-0.15919521323571187,-0.19463024925645211,-0.2625924633007281,0.16112702501912954
2001-01-17,0.05796634566681644,-0.10014462195417977,0.03346321259600051,0.2889640916355196,0.22715951540459448,-0.3928995924661455,-0.6807008544065489,1.6226094578223327,0.08052878293639343,0.3096089502911822,0.25601154761865985,-0.2925795414037066,-0.553134852362993,0.06929471605905044,-0.09120162556684062,-1.213303754474358,0.0625707247096924,-0.07956211129401944,-0.039190549552011934,0.5327870741744561,0.04983943930518342,0.49086346601874337,0.23174819765614346,-0.23758354591891934,-0.4163670190149226,0.10777046332257274,-0.2910020113853415,0.15560618178855976,0.2895181282605835,-0.31353195427759184,0.16528036230094567,-0.12906061708243152,-0.07135043569092563,0.20626354795878055,-0.16013756901824197,-0.20833742841525046,0.08926268693715578,0.047708377601018384,-0.10485580339209873,0.49908708603594776,0.2057116779728921,-0.09127503525692962,0.2025772602352224,0.06970409330939441,-0.33166103343678405,-0.15909108248985462,0.04956956541106429,0.03679020278152846,0.19557632155286475,0.261166019336183,-0.22387366071825357,-0.11324030574705135,0.4169678702562442,0.4945626567054207,-0.08786451444376275,0.3193420043016698,0.05369380880664463,-0.24147032962631537,-0.24723421974835202,0.07333746847325377,0.05199383156057681,-0.045621700296621076,0.06595416026245687,0.021621121762551435,-0.1182421035402752,-0.015542070545432511,-0.14543362425077933,-0.7755540026850131,-0.7143998819308709,0.09638026672665521,0.6878681942951544,-0.3173882432936959,0.9898428432933954,-0.19198994367546776,-0.21456013907707736,-0.16573806986528644,0.049254389350068664,0.26014294813219285,-0.10179346920122007,-0.04091080175162229,0.22772413499570326,0.09742567595783448,-0.5916153484673674,0.5103501144296472,-0.24951581578621276,0.4876297314398194,0.22442305816305555,-0.711335658901937,0.4721589885404472,0.5547813754113726,0.19775352665760385,0.4727695878164808,0.2951522428027459,-0.19388690029413932,-0.12003247540356111,-0.21331369524587618,-0.11513091319145537,-0.11176760620267509,-0.30142546437063905,-0.6522167431942066
2001-01-18,0.09762382560424007,-0.10019200500357008,0.1155919501817644,-0.46232261206429054,1.0439958053854315,-0.17738014708468697,0.32957391040927936,-0.3519032907304653,0.022780540003729335,0.4700872199763862,0.2886082984427517,-0.2626378596325805,-0.41161446801344315,0.1817575435571643,-0.08192383640475892,0.6699418600667331,0.17001154602725166,-0.2588086323656781,0.19168108037817605,-0.5480314573125152,0.048918868048885296,0.3163406179549803,0.4917646991453432,0.18567518591586962,-0.19148397010863574,0.45973776727893756,-0.28966535647996683,-0.012491006154754482,-0.6036437805405045,-0.3675612940503626,0.014036387286981483,-0.10964661881804232,-0.0026924901631078294,0.21846589475497935,0.09321254769703215,-0.1314396990479444,0.05890358960777624,-0.1874302362447467,0.026575591386382876,0.08858400260161352,0.3470535590606005,-0.0739708779638204,0.005968200443692827,-0.1824104795488609,0.11468516020799842,-0.2489407197639212,-0.12620327816202842,-0.19314147383420258,0.05500317190391644,-0.13463861162325497,0.2217415162597566,-0.281179837672846,0.4924327848041243,0.3901101855192524,-0.013238930186993418,0.32269643783230434,-0.27290520419862696,-0.49284727330279987,-0.5957986239078591,-0.016218719332560874,-0.07051474626289135,0.08778856872590492,0.560805269625929,-0.17561282777261447,0.35913890432798157,-0.1772153668256988,-0.3358363932339786,-0.05443891718691045,-0.8230911632816587,0.18704034796511265,-0.16854968110947796,-0.15851993675121154,0.8479678758896236,-0.37391144018912553,-0.23850360614582733,-0.13658166524931678,-0.07511593388442543,0.41835788381998384,-0.018735389280713208,0.03500740711758302,-0.01447423316620622,-0.373998066194781,-0.24120472831898954,0.2697319572294404,-0.3908472731226894,0.5660088230177521,0.5320637721130663,-0.05409783793909748,-0.18513448191460374,0.3491749429080637,-0.11536606769862043,0.35923527774310343,-0.24126921817617933,0.07761396683506037,0.45344442824985665,-0.061228603316204215,-0.14913878255533664,-0.28073833472525633,0.122636798513069,-0.46588297802422163
